grupo,comentario_p1
RECEPÇAO,Recepcionista muito mal educada
ADMINISTRATIVO,Cheguei e demorou muito ser atendida
RECEPÇAO,Recepcionista super arrogante
ADMINISTRATIVO,O atendimento é rapidez no atendimento
ADMINISTRATIVO,Eu sou uma paciente com diabetes e hipertensão e em nenhum momento foi verificado minha pressão nem a glicose até eu passar mal antes da cirurgia então meu esposo chamou a enfermagem aí sim foi verificado a P.A e a minha glicose que está baixa demais por que o meu jejum está prolongado porque a marcação da minha cirurgia está marcado para as 16:00 e eu teria que chegar com duas horas de antecedência então iria fazer o meu jejum de acordo com a hora que iria chegar no hospital aí vocês me mandaram uma mensagem dizendo que foi antecipado o horário que a minha nhã cirurgia não seria mais as 16:00 e sim as 14:00 então fiz o jejum de acordo com esse horário só que cheguei certinho com as duas horas antes e fiquei na enfermaria e minha cirurgia só foi as 16:00 também não dá a primeira vacina do bebê não tinha serviço de cartório não da vitamina A para a mãe pois parto e o maqueiro me levou na cadeira de roda uma técnica de enfermagem e meu esposo chegando lá fora na saída estava chovendo aí ela falou que minha bebê teria que ter passar em lá a urgência aí meu esposo falou pela a urgência cheio de vírus aí ela respondeu a ele em grossa não gostei porque sou da área de saúde e sei que não devemos trata um paciente ou um  acompanhante dessa maneira
ADMINISTRATIVO,Demora no atendimento
ADMINISTRATIVO,Leito trocado
ADMINISTRATIVO,"Muito tempo de espera para realizar o exame, eu tenho prioridade relatei e fui atendida como um paciente sem prioridade."
ADMINISTRATIVO,"A espera, mais de 3 horas"
ADMINISTRATIVO,"Durante a internação, alguns detalhes deixaram a desejar, demorou pra fazer o teste do pezinho, diziam que iam prescrever algo pra ela, porém não faziam. Na uti, eu chegava pela manhã e saía no fim da tarde e eles não me davam uma palavra, apenas tinha contato com as enfermeiras.Só no momento da alta que a médica falou comigo."
ADMINISTRATIVO,"Fui muito bem atendida, da chegada, até a saida."
ADMINISTRATIVO,"Minha filha estava com pneumonia em um leito duplo até aí ok. Até, eles pedirem p aspirar a outra criança utilizando a régua do leito da minha filha ou seja a secreção da outra criança iria ficar no leito da minha filha. "
ADMINISTRATIVO,"Estava marcado para está no hospital às 5h, cheguei às 4,:30 e as 6:30 Elias já estava pronto na sala de espera do Centro cirúrgico e só veio fazer o procedimento as 16h 
Elias de jejum desde as 21h da segunda-feira junto com os genitores pois não tinha como  a mãe sair para comer e o pai também por está com pertences nosso pois somos de Feira de Santana 
Em fim, foi muito estressante"
ADMINISTRATIVO,"Tempo de espera, demorou um pouco"
ADMINISTRATIVO,Sem muita atenção serviço muito lento
TOTEM,Toda vez que precisamos usar o totem dá erro
RECEPÇAO,Demora pra ser atendida na recepção
ADMINISTRATIVO,"Por ser uma pessoa idosa de 86 anos, ele ficou por muitas horas aguardando a liberação do quarto, sentado na cadeira do atendimento sem nenhum conforto. Em média aguardando 5 horas até entrar pro quarto"
ADMINISTRATIVO,Não tinha local para ficar fiquei na enfermaria aguardando a cirurgia não tinha leito
ADMINISTRATIVO,"Muita demora na internação, papelada em relação ao horário previsto da cirurgia.
Eu iquei aguardando a cirurgia da minha esposa que atrasou muito e não me informavam o andamento da mesma e previsão do término, a comunicação é muito falha."
ADMINISTRATIVO,Ninguém para ajudar
ADMINISTRATIVO,Muito cheio e pouca informações de como seria o processo
ADMINISTRATIVO,"Demorou muito tempo, entrar no hospital, ser atendido e ir para a sala.
Pediram para chegar as 6 para ser atendida as 9:30"
ADMINISTRATIVO,"Médica do primeiro confusa, discutindo com a equipe de enfermagem devido a biometria e falta de colaborador para fazer o ultrassom."
ADMINISTRATIVO,Fui instruído a chegar no hospital justamente no horário de troca de turno dos recepcionistas.
ADMINISTRATIVO,"Eu marquei minha cesárea quando estava com 40 semanas, para fazer o parto com 41 semanas. 
Levei os papéis na recepção e me disseram que estaria marcada para o dia 02/07/25.
Neste dia quando cheguei na maternidade, na recepção, me informaram que não havia nenhum horário marcado sendo que tinha até o papel com a marcação.
Isso me causou sérios problemas, pois pediram que passasse na médica novamente para buscar outro papel de internação
Os profissionais da recepção são perdidos e não sabem explicar nada direito.
Com relação a porteiro e maqueiro não tenho o que pontuar."
ADMINISTRATIVO,Minha cirurgia nao foi no H. Bosque da Saúde. Me mandaram para la e nao tinha especialista. Aí me mandaram para outro H. Salvatus. Minha cirurgia nao foi bem sucedida. Nao tenho movimento no dedo. E provavelmente terei que fazer outra cirurgia. Isso tudo pq nao autorizaram minha cirurgia com a médica que eu havia solicitado.
ADMINISTRATIVO,Faltou um pouco mais de atenção
ADMINISTRATIVO,"eu disse médio e não insatisfeito, mas eu estava em trabalho e com histórico de pressão alta, não senti a urgência em atendimento e muito menos a receptividade que é vendida na visita ao hospital"
ADMINISTRATIVO,"Demora, mal atendimento"
ADMINISTRATIVO,Bem receptivo e organizado
ADMINISTRATIVO,Estrutura física e acomodação bem abaixo do perfil do plano care 900.1
ADMINISTRATIVO,Demorou muito
ADMINISTRATIVO,Meu acompanhante q teve q empurrar a cadeira de rodas durante todo meu atendimento no pronto socorro
ADMINISTRATIVO,Deixo aqui meus sinceros agradecimentos a todos que estiveram envolvidos na minha cirurgia e internação. Fiquei muito satisfeita e agradecida. Fui muitíssimo bem atendida.
ADMINISTRATIVO,Atendimento correu tudo bem .
ADMINISTRATIVO,"Então 
No dia seguinte da alta 
Sai sem saber de nada oq tinha acontecido comigo 
O médico que me operou 
Disseram que teve problema pessoal e me ligaria no dia seguinte 
Até então não sabia como proceder, o que fazer 
Aguardei mais de 15 dias e nada
Não conseguia marcar retorno 
A pessoa que agendou minha cirurgia nunca me atendeu 
Tive dores sangramentos e não tive assistência 
E pra piorar fui operada a mais de 3 horas e meia da minha residência 
Mesmo pedindo não tive transporte 
Depois de muita reclamação e dores de cabeça 
E mandaram um carro pra ir a outros médicos 
Depois fui saber por meios de fofocas
Todos os médicos que me atenderam foram descredenciados 
Fiquei todos esses dias sem resposta 
Conclusão 
Pouco caso do plano 
Fui a 3 emergências e passar vergonha sem saber oq foi feito na minha cirurgia 
Só Deus sabe oq eu passei 
A quantidade de protocolo que tenho 
Infelizmente não serve pra nada 
E muito mais"
RECEPÇAO,Muito cedo pra chegar duas horas antes e as atendentes mal humoradas falando alto
RECEPÇAO,No momento em que cheguei fui no totem coloquei meus dados e não saiu a pulseira daí perguntei a recepção pq não saiu e só mim falaram pra aguardar ser chamada que já tinha dado certo e nisso quando fiquei na sala de observação mim pediram e eu não tinha daí a técnica teve que ir na recepção pegar a pulseira pra mim ficar usando. Coisa que a recepção que tinha que ter feito
ADMINISTRATIVO,Muita demora
ADMINISTRATIVO,"Como já avaliei 
Já enviei por escrito 
Recepção ( recepcionista e outra aprendendo ao lado dela)  foi descortês, não auxiliou na chegada no uso do totem, do cadastramento, de informações básicas na entrada da emergência do SOS Coração de Balneário Camboriú. Quem me auxiliou na entrada, foi o guardinha e não a recepcionista, que acredito, estar ali para essa função"
ADMINISTRATIVO,Demorou um pouco para q eu subisse para o quarto.
ADMINISTRATIVO,"Tempo de espera muito grande,pouco suporte pra grande demanda."
RECEPÇAO,"A recepção poderia melhorar, recepcionista poderiam fazer melhor atendimento."
PORTEIRO,"No momento da chegada ao hospital, fomos direto para a recepção, para passar a digital, não tivemos ajuda de porteiro."
ADMINISTRATIVO,"Atendimento muito demorado, resultados de exames um absurdo de demora, minha filha precisou fazer fototerapia, deram um aparelho quebrado, para substituir foi estressante a demora. Esse hospital tudo demora, tem que tá implorando por atenção, foi maior erro transferir a pediatria e obstetrícia do Rio Mar para o Layr Maia, é horrível o atendimento."
ADMINISTRATIVO,Sendo que a minha internação já estava agendada junto com internamento fiquei por quase duas horas na recepção esperando ser liberado um quatro para fazer o internamento
ADMINISTRATIVO,Falta dos medicamentos que ja tomava
ADMINISTRATIVO,"Atendimento sem humanização, profissional trabalhando sem amor e com ignorância"
ADMINISTRATIVO,É bem desorganizado
ADMINISTRATIVO,"Estava em trabalho de parto, mas com toda demora pra ser atendida minhas contracoes pararam. Esperei a noite toda. Sentada em uma cadeira. Aguardando leito. Foi bem desgastante não ter dormido. Tive que induzir e estava exausta durante o parto que foi normal."
ADMINISTRATIVO,Todo o momento no hospital
ADMINISTRATIVO,Muita demora a ser chamado
ADMINISTRATIVO,"Não tinha ficha pronta, não tinha maca, não tinha profissional, a emergência lotada e o paciente ficou mais de meia hora sentindo muita dor esperando uma maca disponível... E quando encontraram disseram que não era pra ele e sim pra outra pessoa! Enfim  resolveram colocá-lo na maca mais não tinha lençol."
ADMINISTRATIVO,Esperei quase 3 HS para ser chamada. 
ADMINISTRATIVO,demora de ir para o leito
RECEPÇAO,"pra utilizar os totens não tem apoio,próximo se tivermos dúvidas ou problema as recepcionista orienta estando atrás do balcão, dando bom dia a  recepcionista elas simplesmente nem olham na nossa cara pra saber quem está se reportando a elas, os porteiros são bem solícitos e educados.

No momento que precisei de maqueiro após ter passado pela cirurgia eles foram muito Gentil ,orientando como proceder,com cuidado no transporte até o quarto.

Meu ponto de insatisfação é apenas na abordagem que poderia ser mais humanizada e gentil na recepção, podendo ser mais educado.Como a avaliação e geral"
ADMINISTRATIVO,Fui muito bem assistida pela doutra ALINE COSTA!A Partir daí foi um terror . funcionários descompromissados com a profissão!abusivos e relaxados!suas prioridades como sempre é o celular.
ADMINISTRATIVO,pronto atendimento
ADMINISTRATIVO,Foi negligência desde a primeira consulta
ADMINISTRATIVO,"Nunca tem cadeira de rodas à disposição, quando acha cadeira não tem um maqueiro para ajudar a mover um idoso acamado!"
ADMINISTRATIVO,"Foi marcado pra uma hora e quando cheguei  tava outra, tava lotado e a espera muito alta"
ADMINISTRATIVO,"Fui bem recepcionado,porém demorou a transferência para o apartamento."
ADMINISTRATIVO,"Relatei que estava com uma coceira (acredito que por conta da anestesia) e relatei para várias pessoas que iam colher a minha digital pedindo para que algum enfermeiro fosse lá dar uma olhada, se teria como passar algum remédio para ajudar a parar, e os enfermeiros demoraram mais ou menos umas 4 horas para aplicarem a injeção que ajudou a parar a coceira


Um maqueiro de vocês me prejudicou no dia, me tratando mal, como se ele fosse melhor que eu, uma verdadeira humilhação, o SAC de vocês é um lixo, pq nunca me deram nem se quer uma satisfação"
ADMINISTRATIVO,Demora para conseguir  quarto.
ADMINISTRATIVO,Indiferente. .. fazemos td sozinho
ADMINISTRATIVO,Foi difícil encontrar qual recepção era de internação
ADMINISTRATIVO,"Não fui atendida para a cirurgia, por isso a nota"
ADMINISTRATIVO,"Demora, dia todo, sem resolução. Tive que voltar somente 2 dias após. Desencontro de informações entre ambulatório e hospital"
ADMINISTRATIVO,"Não havia local adequado, nem mesmo lugar para o meu esposo, meu acompanhante e estava num pré eclapsi"
ADMINISTRATIVO,Não tive assistência
ADMINISTRATIVO,"Bem , cheguei de ambulância, transferido do hospital que me fez o atendimento de emergência. Porém fiquei um canto de corredor, separado por biombos de outras camas/ pacientes. Muito ruim"
ADMINISTRATIVO,Equipe com muitos pacientes ao mesmo tempo
ADMINISTRATIVO,"Cheguei com fortes dores no hospital e somente um elevador estava funcionando,  tive que descer até o andar de atendimento de escada mesmo estando grávida e com dor
""Hospital pequeno sem muita estrutura, não tem leitos suficientes para prestar atendimento.
 No dia do meu parto passei a madrugada  com dor e sentada em uma cadeira do pronto socorro, esperando liberar leito para fazerem minha internação e depois de horas tentaram fazer uma transferência"""
ADMINISTRATIVO,Na segunda vez fiquei 3 dias numa salinha esperando quarto e tava com muita dor pois já tinha feito a cirurgia e deu um erro
ADMINISTRATIVO,Foi muito bem tratada. Minha mãe faleceu no dia 20 de outubro. Agradeço por tdo.
ADMINISTRATIVO,Poderia ser mais rápido o atendimento
ADMINISTRATIVO,A endoscopia  pacientes enterrados esperando na fila de junto ao ambulatorio colono kkkk tdo misturado tratamento péssimo sujo sem nenhuma responsabilidade ou diretoria pra trocar da recepção limpeza ate os médicos enfermagem  diretores etc ou fecar o hospital q nunca teve boa fama e com esse tal convênio o matadouro do hep vida
ADMINISTRATIVO,Sem contar o descaso com o agendamento da ressonância
ADMINISTRATIVO,nas visitas eu acho que não deveria ter limite o importante é sair um e entrar o outro e não pq um entrou e ficou 2 horas não pode entrar outro
ADMINISTRATIVO,"O motivo foi que cheguei muito cedo conforme pediram porém o atraso da minha cirurgia foi grande pq neste dia estavam em auditoria, tanto que nem maca tinha disponível para descer os pacientes no centro cirúrgico. 
O meu jejum foi muito extenso chegando em 14 horas e eu tenho hipoglicemia."
ADMINISTRATIVO,Não gosto no hospital ela morreu naquele lugar infelizmente
TOTEM,"Totem sem sistema, demorou"
ADMINISTRATIVO,"A chegada não teve nenhum apoio da equipe do hospital, o acolhimento nem se quer foi feito só me direcionam a um quarto inclusive se me providenciarem as roupas"
ADMINISTRATIVO,A cirurgia não foi realizada. Ainda nada da minha cirurgia já fez 10 mês que estou aquadato a minha cirurgia e nada.
RECEPÇAO,"Recepcionista o tempo inteiro no celular, nem na cara da gente olha"
ADMINISTRATIVO,Demora no atendimento
ADMINISTRATIVO,"Ninguém atendeu nós, apenas o porteiro do estacionamento, e aí fomos direto para a emergência"
ADMINISTRATIVO,"saturação dela estava em 75% e demoraram horrores para colocar o O2 no pronto atendimento, sem contar o descaso no andar principalmente no periodo da noite, nem ligar comunicando que ela morreu o hospital ligou. Fiquei sabendo pela cuidaora que era terceirizada. Nunca tinha acontecido isso antes."
ADMINISTRATIVO,"Lá tudo ótimo funcionarios excelente.
Só não é melhor por que é muito longe, para marcar consulta ok e os laboratórios longe."
ADMINISTRATIVO,"Muita demora pra atendimento, cirurgia ir pro leito
Muita demora pra ser consultada, diagnóstico, retorno com médico, demora pra cirurgia e pra ir pro leito"
ADMINISTRATIVO,"A paciente tem paralisia cerebral e diversas cormobidades, portanto necessita de mais agilidade e cuidados."
ADMINISTRATIVO,"Não fui recebido por maqueiro, muito menos a movimentação interna do hospital"
ADMINISTRATIVO,"É sabido que, em situações emergenciais, o tempo é um recurso tão valioso quanto a própria vida. Compareci à unidade de saúde com minha filha em estado de desidratação, e, desde a recepção, percebi que o início do atendimento foi demasiadamente lento, o que gerou apreensão diante da gravidade do quadro.

O acolhimento foi realizado por uma técnica de enfermagem. Contudo, é importante destacar que a conduta da unidade não segue protocolos internacionalmente reconhecidos, como o Protocolo de Manchester, tampouco respeita as diretrizes nacionais estabelecidas pelo Ministério da Saúde.

A classificação de risco aplicada pelo hospital parece se basear em critérios próprios e não validados cientificamente, o que contraria estudos e recomendações técnicas sobre segurança e eficácia na triagem de pacientes. Ressalto que o Protocolo de Manchester é amplamente utilizado em diversos países por sua efetividade na priorização de casos críticos, e que o Protocolo de Acolhimento com Classificação de Risco do Ministério da Saúde (Portaria no 2048/2002 e manuais subsequentes) estabelece diretrizes claras para garantir agilidade, justiça e segurança no atendimento.

Diante disso, sugiro fortemente que a instituição reveja seus fluxos e alinhe-se às normativas e evidências já consolidadas, a fim de assegurar qualidade assistencial, minimizar riscos e preservar a vida dos pacientes."
ADMINISTRATIVO,Espera
ADMINISTRATIVO,Acho que poderia ser mais acolhedora
RECEPÇAO,Atende muito grosseiro.
ADMINISTRATIVO,"""Meu filho falou apenas com assistente social para reclamar sobre o atraso na continuação do antibiótico, que havia sido iniciado na unidade da de do Derby.
Acho que o hospital tem uma estrutura física muito boa, mas, os protocolos de atendimento não estavam muito ajustados, muito desencontro de informações."""
ADMINISTRATIVO,"O porteiro e a recepcionista me atendeu super bem, mas tive meu parto sem ser internada e só vieram me chamar na recepção depois de já ter o bebê"
TOTEM,Demorado e o Totem nao estava funcionando corretamente
ADMINISTRATIVO,Demorou muito a ser atendida
ADMINISTRATIVO,"Não sei dizer, mas um dia que tinha tudo pra ser mais que especial, pela chegada da minha filha, foi mto traumatizante."
ADMINISTRATIVO,Muito confuso
ADMINISTRATIVO,"Cheguei no hospital com minha bolsa estourada e estava sem sistema, ficamos aguardando bastante tempo até o sistema voltar, e quando voltou minha biometria não funcionou, então as pessoas que chegaram depois de mim ainda passaram na minha frente"
ADMINISTRATIVO,"Estou muito insatisfeito!  Pelo péssimo serviço prestado pela Hapvida Minha Filha Ester não fez nenhuma cirurgia, ela ficou internada em estado grave no hospital maternidade de Guarulhos, o qual tivésmo um péssimo atendimento do incio ao fim, houve negligência médica, erro nos medicamentos, leitos sujos, Precisei abrir  3 sacs  e procurar a assintencia social, do hospital pois minha filha, estava correndo risco de vida. por conta dos erros médicos e da equipe de enfermagem, foi um transtorno, tudo esta relatado no sac que abri. eu vou é processar a hapvida por todo o ocorrido."
ADMINISTRATIVO,"Na chegada fui super bem acolhida, o problema foi quando eu fui para o quarto que me deixaram em um andar junto com umas maes, um berço no meu quarto.. fora que esqueceram de me dar o remedio e fiquei mt mais tempo, com muito mais dor"
ADMINISTRATIVO,"Regras pra mim na outros não 
Difícil pq tôdo mês estou lá infelizmente e  e sempre a mesma coisa"
ADMINISTRATIVO,Relataram q estava em reforma  fiquei bastante tempo aguardando transferência depois falaram q iria permanecer lá mesmo até surgiu vaga .
ADMINISTRATIVO,"Ela. Passou muitos. Tempo. Dor. Sem. Medicação. 
  Ninguém.  Fazia nada. Só.  Demorava"
ADMINISTRATIVO,"Fui internada no sábado dia 05/07 pelo motivo de estar perdendo líquido, fui internada para induzir o parto, primeiro momento fui muito bem atendida, na recepção e pela profissional do pronto Socorro ginecológico, fui encaminhada para fazer ultrassom por estar com a pressão alta 
a minha bebê nasceu as 10:22 do dia 07/07, nesse momento a gente ficou no quarto de parto a primeiro momento para mim tomar medicação pois perdi muito sangue, falaram que após tomar a medicação iriam me transferir para o quarto da maternidade, porém quando já era 19:00 horas eu ainda estava no quarto de parto, a minha mãe foi perguntar para a enfermeira se iria demorar pra liberar o quarto para mim descer, e a mesma falou que o quarto que tinha desocupado para mim tinha sido dado para outra mulher que tinha acabado de ganhar bebê, ficamos no quarto do parto até por volta das 21:00/22:00, pra um parto que aconteceu as 10 e pouco da manhã foi muita falta de sensibilidade da parte da equipe responsável, no momento que descemos para o quarto reparamos que varios dos quartos estavam desocupados, então tinha vaga para que eu fosse transferida. "
ADMINISTRATIVO,"Pois a consulta da minha mãe estava marcada às 10h00.
Pois foi operada as 14h15 ,muita demora para a idade dela ficar esperando"
ADMINISTRATIVO,Problemas com impressão digital
ADMINISTRATIVO,A chegada foi bm
ADMINISTRATIVO,Demorou para ser feita a internação
MAQUEIRO,Não tinha maqueiro
ADMINISTRATIVO,Fui internado por conta de um AVC onde fui liberado sem nenhum medicamento para uso em casa o que ocasionouum novo AVC
ADMINISTRATIVO,"minha mae com o femur fraturado, pediram pra tirar raio x do torax , ela ficou sentada horas em uma cadeira de rodas"
ADMINISTRATIVO,"A chegada não foi no santa Maria e sim no Antônio prudente. Onde passei tempo muito grande esperando, quando fui atendida demorou muito para decidir a internação, quando fui para observação nenhum médico foi falar comigo e tive que ir na sala dos médicos pedir medicação pq estava com dores e fui tratada com ignorância, fizeram pouco caso. 

Só vim ter um atendimento humanizado quando foi realizado minha transferência para Santa Maria. A recepção e o acolhimento foi outro. Excelente no Santa Maria."
MAQUEIRO,"falta de maqueiro, tanto na chegada quanto na saida na minha alta eu fui foi andando pois não tinha maqueiro"
ADMINISTRATIVO,Atendimento muito demorado
ADMINISTRATIVO,A demora pra cirurgia
ADMINISTRATIVO,"Minha mãe tinha 80 anos e foram negligente com o diagnóstico dela. Ela foi e voltou 3 vezes para a Emergência.  Só no terceiro dia que.resolveram internar .
Mesmo assim.passou 24 horas para conseguirem um leito para ela. 
E o caso foi se agravando que era aderência no intestino e ela acabou não resistindo e levou ela a óbito."
ADMINISTRATIVO,"Vcs estão equivocados não fiz nenhuma cirurgia no Hapvida neste período, precisei sim, mas o Hapvida me negou somente em Fortaleza ou Natal ou se eu tivesse entre a vida e a morte , tive que ser socorrida em um hospital que Jesus providenciou e fiz pelo SUS mesmo pagando um plano de saúde há mais de 10 anos ."
RECEPÇAO,"Chegamos ao layr maia, no domingo dia 06/07 por volta das 17h eu estava perdendo líquido e
Nao tinha nenhum recepcionista na recepção de obstetrícia. Ficamos um bom tempo aguardando lá até o porteiro nos informar q não ficava ninguém lá por ser domingo e q deveríamos dar entrada no atendimento na recepcao pediatrica, pois lá q tinha recepcionista.
Mesmo sendo domingo, acho q deveria sim ficar alguém lá.... até pq quando chegamos, dependendo da situação, tipo no caso a minha que estava iniciando o trabalho de parto é bem complicado ficar ""perdendo tempo"" aguardando algum funcionário para dar entrada no atendimento.
Ou deveria ser informado na entrada do hospital como funciona aos domingos"
ADMINISTRATIVO,Pouco de demora
ADMINISTRATIVO,"Organização do hospital péssima! Atendimento deixando a desejar. Tudo isso na triagem, antes de subirmos pra internação preferia ter ido para sus, coordenação péssima!"
ADMINISTRATIVO,Fui encaminhada e mesmo assim n tive atendimento adequado
RECEPÇAO,"Demora no atendimento e aos porteiros bem impacientes e Precisei ficsf na sene intensiva e a minha filha ficou com o meu esposo , porém, ele nunca tinha não tinha o entendimento  de cuidar um bebê e a minha mãe teve que ficar logo em seguida no outro dia, e não foi bem recepcionado não deixando ela entrar mesmo explicando ele iria sair em substituição."
RECEPÇAO,Demora no atendimento
ADMINISTRATIVO,Demora no atendimento e internação
ADMINISTRATIVO,Demora no atendimento
ADMINISTRATIVO,"Foi muita demora no atendimento, fiquei internada uns três dias a ala das cadeiras que tomam medicação, mesmo sentindo dores de cabeça e no ouvido que havia sido operado, só consegui subir pro quarto, três dias depois"
ADMINISTRATIVO,"Eu cheguei no hospital no dia 3/07 em crise da fibromiogia, com dores em todo o corpo,só ipertece e fiquei até o dia 5 do mesmo meis com fome ,sentado numa protona, eu não tava nem andando só dependia das pessoas pra tá indo no banheiro e esses dia tbm fiquei sem toma banho"
ADMINISTRATIVO,"Se Enaldo Santos Pinto já faleceu há dois meses , porém quando ele chegava mal era uma demora muito grande até o o atendimento"
ADMINISTRATIVO,Pessoal com mal humor
RECEPÇAO,Achei a recepcionista um poko arrogante
ADMINISTRATIVO,Desorganização
ADMINISTRATIVO,Fiquei muito tempo sem ser atendida
RECEPÇAO,Mau atendimento
ADMINISTRATIVO,"Primeiro que nao foi uma cirurgia.
Segundo eu cheguei pra fazer uma uretocistografia e nem sabiam onde ia fazer me mandando de um lado para o outro. 
Terceiro resolveram fazer no hospital e tive que aguardar mais de 3 horas pq não tinha o contraste pra realizar o exame. 
Quarto tive que pedir pra mudar de quarto pq o banheiro estava todo com bolor e mesmo assim no quarto no qual estive não mudou, também estava com bolor e um cheiro muito forte. E nao tinha nem janela."
ADMINISTRATIVO,Pois Edson estava em coma e ainda teve que fazer a biometria. Isso é muito chato
ADMINISTRATIVO,Muito mal atendida
ADMINISTRATIVO,"Super lotação, não tinha nem cadeira de rodas, as enfermeiras do PS discutindo quem Fazio o que..."
ADMINISTRATIVO,"Ela foi maltratada neste hospital, saiu com escaras horríveis, toda assada nas partes íntimas, a médica deu alta para ela, sem ela nem ao menos conseguir se levantar ou comer sólidos direito"
ADMINISTRATIVO,"Houve a internação dia 05 de julho hospital São Bernardo  e no dia 06 ela foi transferido para o hospital ABC Rudge Ramos intermedica  e foi direto pro UTI  e depois começou a fazer hemodiálise ficando 23 dias e depois foi liberada para o quarto não tendo melhora e voltou para a UTI  foi novamente liberada para o quarto e o médico avisou que iria dar alta ...não aceitei pois era visível que a minha esposa não estava melhor mas eles afirmaram que era necessário dar alta..deram 2 dias pra resolvermos a alta ..fiquei sabendo que tem o SAiD que dá apoio ao problema que estava acontecendo com a minha esposa..indiquei para a assistente social Selma ela agendou e eles foram avaliar a saúde e o tratamento...ela estava fazendo hemodiálise dia sim e dia não ..acamada e eles não autorizaram pois se saísse do hospital eles não poderiam fazer mais nada...dia 28/08 o diretor dr Mário falou que tinha conseguido uma vaga no hospital do Rosário em São Paulo  pois naquele hospital ela não poderia mais ficar...ou eu aceitava transferência ou deveria trazer minha esposa pra casa ...
No dia 29  as 6:10 recebemos uma ligação pedindo pra comparecer no hospital ...meu filho foi e ficou aguardando mais de uma hora pra ser atendido pelo médico...que informou que minha esposa tinha falecido as 6:00 da manhã  
Em menos de 2 minutos ele deu a notícia e deu as costas...falta de humanidade 
Levei ao conhecimento da assistência social e psicológica 
Aguardo um retorno pois é uma vida que foi embora e não tem como voltar mas quero fazer vcs entenderem o que foi feito com ela ...Espero  que vocês tenham mais amor na profissão."
ADMINISTRATIVO,Hospital cheio e demora para a cirurgia
ADMINISTRATIVO,"Morreu depois da cirurgia
A cirurgia. O coração dele não aguentou a cirurgia. E nos foi passado que ele teria uma grande chance de dicas tudo bem.. só que o coração dele estava fraco e não aguentou uma cirurgia tão grande ."
ADMINISTRATIVO,"Péssimo administrador do hospital. Ou seja péssimo o atendimento desde a internação até a """"alta hospitalar"""" já que foi internada em SP após a alta em Sorocaba. Inclusive chamei a polícia no dia e fiz BO no hospital. Simplesmente a fisioterapeuta que tinha havia pedido demissão e não contrataram outra sei lá quanto tempo fazia. O pior que nem o diretor do hospital tinha esse conhecimento segundo ele. Quando conseguiram fisioterapia não ia todos os dias conforme orientação médica. Enfim péssimo administrador do hospital que não observou e corrigiu as diversas falhas existentes."
TOTEM,Falta pessoa p auxiliar emissão da senha pelo totem.
ADMINISTRATIVO,"""No último atendimento ao pronto-socorro, dei entrada em estado de dor intensa. Não recebi cadeira de rodas e precisei ser buscado por minha esposa. Meu caso não foi adequadamente investigado e a causa da dor não foi identificada. Saí do hospital com a mesma dor com que havia entrado e sem qualquer procedimento cirúrgico que pudesse solucionar o problema.

Permanecei quatro dias sem evacuar durante minha estada e essa condição não foi identificada ou tratada pela equipe. Ao retornar para casa, isso agravou ainda mais minha situação. Apenas o médico de plantão que solicitou minha internação demonstrou comprometimento real em tentar ajudar.

Tive de arcar com exames e tratamentos fora do convênio para descobrir a causa do problema. Nas duas ocasiões anteriores em que procurei o pronto-socorro, meu quadro estava no início; se houvesse sido investigado adequadamente ? em vez de apenas receber medicação paliativa ? talvez eu não tivesse evoluído para o estado grave em que me encontrei. Essa falha gerou custos adicionais para o convênio, para a empresa onde trabalho e para mim.

Além disso, a fisioterapia realizada em São Bernardo do Campo foi de péssima qualidade. Ao comparecer para acupuntura, não havia maca disponível para eu deitar; recusei o procedimento por não poder permanecer sentado, e mesmo assim fui cobrado. Considero o serviço inaceitável.

Diante do exposto, solicito que o hospital/convênio investigue o atendimento prestado, apresente esclarecimentos sobre as condutas adotadas e informe quais medidas serão tomadas para evitar que outros pacientes passem pela mesma situação. Estou à disposição para fornecer documentos, exames e relatos complementares."""
ADMINISTRATIVO,Me pediram que aguarda-se que alguém responsável me chamaria fiquei na recepção aguardando por 45 minutos  e depois ainda tive que aguardar fazer fixa algo que poderia fazer quando cheguei
ADMINISTRATIVO,Atendimento rápido e com qualidade muito respeitosa com o paciente e acompanhamento
ADMINISTRATIVO,Muita demora no atendimento
RECEPÇAO,A recepcionista nem se levantou da cadeira para ir até o totem dá suporte
ADMINISTRATIVO,"Fiquei na corredor da sala de medicação por 12 horas aguardando vaga no centro cirúrgico, sem direito a um leito ou sala de observação. Depois de ter realizado a cirurgia, recebi alta com 10 horas de pós cirúrgico novamente sem direito a um leito ou observação adequada. "
ADMINISTRATIVO,"Fico muito triste pois não sou de reclamar, mais a rede Hapvida precisa urgentemente de reestruturação. As pessoal já não tem mais paciência estão até agredindo os profissionais que infelizmente não teem culpa. Mais às vezes tem culpa por tratar as pessoas com desprezo e deboche. Não entendo os motivos mais eles relatam falta de proficionais, pouca gente trabalhando, sobrecarregados enfim. Deveriam ter uma administração de qualidade pelo tanto que cresceram da pandemia pra cá."
ADMINISTRATIVO,fiquei muito tempo aguardando um leito
ADMINISTRATIVO,"Simplesmente a recepcionista me deu um chá de cadeira cheguei lá 10:40 pediram pra eu esperar como a cirurgia estava marcado pra tarde às 14:30 minutos deixaram eu esperando 
Me deram a pulseira as 12:07 e disseram pro médico que eu tinha chegado neste horário"
