elogio_ou_queixa.2,grupo.2,motivo.2,p3,comentario_p3
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,A demora quando é solicitado que vá até o leito.
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Após menos de 24 de cirurgia queriam que andasse pelo corredor, sendo que não tinha condições nem de sentar."
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,2.0,Demora no atendimento e resposta.
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,Minha filha ficou na urpa e só foi feito medicação pq eu falei que tinha. Pq ela na subiu para o apartamento e não iriam fazer o medicamento
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"NINGUEM ESTAVA NA RECEPÇAO, NAO LEVARAM COMIDA PRA PACIENTE, COLHIMENTO DA DIGITAL NOS MOMENTOS ERRADOS E NAO DEVOLVERAM A PASTA COM OS EXAMES, DOCUMENTOS ETC"
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,No pos cirurgia nao tive acolhimento e relacao a medição e instrução tecnica
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Vces tao apredendo ter conhecimento  pra acolher as pessoa com carinho
QUEIXA,ENFERMAGEM,CONDUTA,3.0,"Logo quando dei entrada na maternidade estava muito lotado e tive que ficar na parte debaixo da maternidade e teve uma enfermeira em especial que foi muito impaciente e mal educada em um momento tão delicado de uma mulher que é o parto, foi somente essa enfermeira o restante da equipe foi maravilhoso, muito educados e pacientes, essa enfermeira que foi impaciente e mal educada, foi em um momento em que ela veio pra aplicar um remédio de controle de pressão, e eu disse que não iria permitir que ela me desse essa medicação pois eu nunca sofri de pressão alta, ao perguntar dela o porque estava tomando aquilo porque eu nunca tive problema de pressão e isso poderia fazer algum mal pra mim e pro bebê, ela foi bem mal educada e impaciente comigo."
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,Quando fomos atendido a pessoa nos deixou numa sala de espera sem falar nada e só voltou depois que uma outra pessoa apareceu lá
ELOGIO,ENFERMAGEM,QUALIDADE,1.0,Muito capacitados e empáticos
QUEIXA,ENFERMAGEM,QUALIDADE,,Com a equipe de cirurgia muito ruim vários estagiários ao redor
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Totalmente mal educadas, etiqueta de outro paciente na minha medicação, não aferiam sinais vitais e quando iam fingiam que faziam com o oxímetro desligado e apenas isso, nenhum outro, sem orientação de alta e sem acompanhamento, fora comportamento totalmente mal educado"
QUEIXA,ENFERMAGEM,CONDUTA,3.0,"O primeiro enfermeiro pediu para eu levantar a cabeça, mas sentia muita dor e informei ao que estava com dor e foi grosso falando que doía mesmo e não ajudou a levantar, até que veio outra pessoa e ajudou"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Algumas enfermeira extremamente ignorante
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,Enfermagem só pediu p/ tirar a roupa
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Muito chato ter q ficar marcando dedo toda hora! A pessoa nem ia fazer nada mas ia marcar o dedo . As vezes tinha outro profissional fazendo procedimento, mas eu tinha q parar p marcar o dedo la. A equipe da noite nao foi muito atenciosa naquele plantao. Exceto um enfermeiro que se preocupou comigo pois ja eda noite e eu ainda nao havia urinado e a sonda ja tinha sido retirada ha horas. Ele foi maravilhoso! As demais, so marcava o dedo..."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Tive um episódio bem ruim com 1 pessoa
QUEIXA,ENFERMAGEM,QUALIDADE,,
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Nao me deixavam dormir após a cirurgia, eu sinalizei que o remédio ministrado nao estava contendo a dor e me deixaram la agonizando por um dia inteiro (diziam que nao podiam receitar remedios, pq isso era com os medicos, mas elas nao traziam nenhum medico pra verificar meu caso). Em todas as vezes que vinham tirar a biometria, nao verificaram sinais vitais nenhuma vez"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,Atrasou medicamentos algumas vezes
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,Demora muito mas também não é tanto a culpa delas mas sim do plano que não contratam mas profissionais e elas ficam super lotadas
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Atendimento péssimo, equipe nada profissional e desqualificada, do técnico ao médico"
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Não digo todos, mas teve uma equipe que não tinha um pingo de amor pelo paciente, fora a falta de caso q fizeram comigo no dia q meu bebê nasceu"
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,médicos e chefe de enfermagem  do plantão  trata os pacientes muito mal
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Equipe sem preparo,vieram aplicar a medicação errada 3 vezes"
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,2.0,"Profissional errava todos os acessos das pacientes 

Não havia material de apoio para colocação de um acesso 

Muito tempo de espera 


Sala de pré operatório com homens e mulheres com roupas de centro cirúrgico"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,2.0,"A PACIENTE RELATA QUE SÓ HAVIA APENAS UMA TÉCNICA DE ENFERMAGEM TRABALHANDO COM VONTADE, NÃO LHE AVISARAM QUE PRECISARIA LEVAR FRALDAS E DURANTE A MADRUGADA QUANDO JA ESTAVA PASSANDO O EFEITO DA ANESTESIA, PASSOU HORAS URINADA  AGUARDANDO ."
QUEIXA,ENFERMAGEM,ACOLHIMENTO,1.0,Não gostei tbm parece que eu nao existia  aquele hospital para mi. Tomar remédio meu esposo tinha que briga com os enfermeiros
ELOGIO/QUEIXA,ENFERMAGEM,CONDUTA,3.0,"A equipe de enfermagem foi excelente, atenciosa e competente. 
No centro cirúrgico a enfermeira me fez passar de uma maca mais baixa para uma mais alta só me arrastando pro lado.
Eu peso 110kg, operada, diz tanto esforço que mexeu minha barriga
Senti tanta dor que tive que tomar tramal depois.
Depois duas delas ainda ficaram falando mal e alto, sem ética, dava de ouvir bem.
Tirando isso toda equipe foi muito especial."
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"a internaçao do Caua estava marcada p chegar as 10h da manha, porem deixaram ele e jejum onde so foi feita a cirurgia as 19h, ele ja tem crises de ansiedade o que piorou o quadro dele na hra da cirurgia, pedi ajuda a uma enfermeira, que me responde: ele nao vai morrer se ficar de jejum"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,2.0,"Demora pra levar os papéis da alta no quarto, o médico deu alta as 09:00 horas da manhã eles só levaram no quarto as 16:00 porque fui reclamar no posto de enfermagem, sendo quê os papéis já estavam prontos a noite ( o médico falou)"
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Uns enfermeiros foram maravilhosos outros não
ELOGIO,ENFERMAGEM,QUALIDADE,5.0,
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Outro fato foi a frase ""corre no no banho só lava a barriga"". A pessoa que me levou até o centro cirúrgico nem coberta deu."
QUEIXA,ENFERMAGEM,ACOLHIMENTO,,
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,"uma das enfermeiras que nos deu alta e nos levou ate a porta do hospital para saida praticamente nos colocou para fora, expliquei que ia pedir um uber e simplesmente mandou minha filha sentar nos bancos e liberar a cadeira de rodas, achei um absurdo pq ela estava ainda bastante sonolenta da cirugia"
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"Depois da alta, não houve fornecimento de café da manha/ lanche, porque segundo as enfermeiras o médico não prescreveu, e a dieta do dia anterior inteiro,  foi DIETA LUQUIDA, houve também muita demora na minha liberação, qdo meu acompanhante reclamou, ouviu da enfermeira que ela não sabia que estava de alta"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Insatisfeito com a Intermédica
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"As visitas dos mesmo era apenas para pegar digital, não são preparadas para atender mamães com dificuldades em amamentação um momento muito delicado e que seria muito bom se fossem auxiliadoras neste momento"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Foi bem meio termo mesmo, só pelo fato de não ter tido um acompanhamento mais rigoroso mesmo!"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,2.0,Demora
QUEIXA,ENFERMAGEM,CONDUTA,3.0,"Atendentes super ignorante até para tomar remédio eu tinha q ir até elas e ainda faziam hora , no último dia q apareceu um anjo de auxiliar q me atendeu super bem"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,As enfermeiras que ficam na sala de medição precisam priorizar os atendimentos.  No caso de muitas ocorrências ter o olhar para os pacientes que tem urgência no atendimento. Caso que não ocorreu comigo. Eu estava gritando de dor e a enfermeira falou que tinha 12 pessoas na minha frente...
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,Sem compromisso
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,A demora
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"3- médio. Equipe de enfermagem extremamente omissa no que diz respeito a auxiliação. No meu caso, uma vez que tive muita dificuldade ao amamentar minha filha. Recebi um total de 0 suporte. E a informação que recebi por parte da equipe foi a de que ""não era obrigação das mesmas. Que esperasse pelo o horário da fórmula que estava sendo oferecida"""
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"Medicação fora de horário. 
Entre os profissionais eles conversam alto atrapalhando o sossego do paciente."
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,,
QUEIXA,ENFERMAGEM,ACOLHIMENTO,1.0,"FALTOU ACOLHIMENTO NO PÓS CIRURGICO. 
DESMOTIVADAS.
FALTOU INFORMAÇÃO. 
NÃO AJUDARAM NO BANHO. 
QUANDO PRECISOU CAMINHAR NÃO AJUDARAM DE FORMA ALGUMA.##1f44e-1f3fb##"
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"Demorou pra fazer os exames solicitados pela médica plantonista. Tivemos que ficar no pé, pedindo atendimento pra uma senhora de 89 anos. Que passou o dia inteiro sentada numa cadeira, esperando não só pelos exames, mas pela liberação de um quarto já que a indicação era de internação por conta de uma pneumonia.
Quanto a visitas... Não tinha como haver, já que ela só conseguiu um quarto temporário no fim da noite."
QUEIXA,ENFERMAGEM,FALTA DE INFORMAÇÃO,1.0,"Após eu acordar da cirurgia precisei urinar , eu estava sedada a enfermeira me deu o papagaio e não me explicou como usar , acabei puxando o dreno e sentindo muita dor"
QUEIXA,ENFERMAGEM,CONDUTA,,
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"Avaliando o atendimento do hospital Teresa de Lisieux, a maioria deles são bastante estressados e não tem paciência com o enfermo.
Se conta de dedo os pouco que nos presta uma boa assistência"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Referente a enfermagem, teve uma única enfermeira que deixou a desejar, tive neném 16:38h subir ao quarto e ela informou que me ajudaria com o banho 22h , chegou 22h disse que as 03h da manhã irei me da banho, resultado, tomei banho no domingo 10h da manhã com a ajuda de outra enfermeira e porque fiz reclamação, achei desagradável isso"
QUEIXA,ENFERMAGEM,ACOLHIMENTO,1.0,Técnicos de enfermagem estressados
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,Não colocaram a alta no sistema e nem me colocaram em quarto
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Equipe maravilhosa, várias enfermeiras acolhedoras, só que uma senhora que me atendeu durante o dia 01/07 que fez toque e exames na minha filha, ela e outra médica, fez com que o meu momento não fosse tão especial.##1f61f##"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Porque praticamente fiquei largada lá, não foi que nem o meu primeiro parto quando tive bastante acolhimento ali das enfermeiras, nesse mal via  cara delas, só fui ver mesmo  quando trazia medicamentos, mais fiquei muito tempo ali sem saber se podia me levantar, se podia amamentar, até que uma enfermeira falou que eu poderia levantar e andar se eu quisesse, mais a médica de plantão chegou e falou que não poderia ainda"
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,A medicação não foi feita nas horas corretas. A equipe de enfermagem alegou problemas no sistema
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Me fizeram esperar com dor, e o neném não estava saindo na cesária normal. O bebe acabou passando do tempo dentro da barriga e acabou defecando na bolsa. Com isso, fui levada as pressas para o centro cirúrgico para efetuar a cesária. O atendimento foi pessimo. Me mandaram pra casa em outros momentos em que o parto ja estava marcado para iniciar"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Falta profissionais, porque elas mal têm tempo para dar a medicação pra gente, são bem simpáticas e atenciosas quando o acompanhante vai até o posto de enfermagem."
QUEIXA,ENFERMAGEM,QUALIDADE,5.0,"Foi necessário várias tentativas de acesso a minha veia, necessitando que outro profissional fizesse o acesso"
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,Esse Santana  é merda
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,,
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,2.0,Demora na medicacaçao
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Enfermeiros trabalhando com gripe. Ficamos apreensivos
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,Demora no atendimento
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Divido essa resposta em 2 turnos! 
Quem estava na madrugada do dia 30/06 para 01/07 foi pessimo! Eu estava com sangramento e dilatação e não me deixaram em observação. Me mandaram embora e quando retornei estava com meu bebê nascendo, por negligência dessa equipe!
Quem me atendeu no parto (turno das 7h do dia 01/07) foi maravilhoso, a partir dali eu fui muito bem atendida."
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Cheguei dia 08/07 e não tenho nada a falar do plantão. Porém no dia 09/07 o plantão diurno no setor de indução era prometido que quando estivesse em trabalho de parto as enfermeiras do setor iriam fazer atividades ou ao menos ensinar como faria para adiantar o trabalho de parto e aliviar as dores e chamávamos as enfermeiras e não apareciam pois segundo elas estavam muito ocupadas, e quando foi solicitado a analgesia as enfermeiras informaram que eu estava na fila de espera que em observação estava com super lotação (aí já estamos falando da responsabilidade e estrutura hospitalar). 
Após fui para sala de parto que ja peguei o início do plantão noturno do dia 09/07 e só tenho a agradecer a forma que fui tratada, médica, enfermeiras e técnicas maravilhosas! 
Após fui para setor de alta e fiquei lá até dia 10/07, e em todos os plantões eu pedia remédio para dor ou gases e era uma demora sem fim, cheguei a perder a via de acesso uma, duas vezes pois obstruía por falta de lavagem e o sangue ficava retornando e criava coágulos devido a movimentação que é super normal, pois precisava pegar minha filha ou ir ao banheiro. Por fim fui muito bem atendida por uma senhora que me deu dicas de amamentação."
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,Só mesmo as enfermeiras não deram tanta atenção pois eu estava com muita dor
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Não deram suporte ao acompanhante, como alimentação e cobertores para dormir"
QUEIXA,ENFERMAGEM,ACOLHIMENTO,1.0,"Precisei ficsf na sene intensiva e a minha filha ficou com o meu esposo , porém, ele nunca tinha não tinha o entendimento  de cuidar um bebê e a minha mãe teve que ficar logo em seguida no outro dia, e não foi bem recepcionado não deixando ela entrar mesmo explicando ele iria sair em substituição"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,Demora na hora do internamento
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,"Demora para chamar para o procedimento, me colocaram junto com outras mães que estão em trabalho de parto sendo que eu já estava com uma dor de ter perdido meu filho e ter que ficar junto com mães em trabalho de parto"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"São poucos que prezam por um atendimento humanizado, buscando entender e ajudar da melhor forma o paciente"
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Nenhum profissional usava máscara no hospital, sem falar que houve falta de comunicação, quando foi minha vez pra entrar na bloco cirúrgico, fui avisada em cima da hora pela enfermeira e tive que tomar banho nas pressas, fui para o bloco de todo jeito."
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Simplesmente, nos cuidados de Enfermagem foram relapsos, pois o tampão que era para ser retirado junto com a sonda logo de manhã, não fizeram e fui para casa com ele e a noite é que percebi, eu é quem fiz a retirada"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,"Demora na medicação, troca de curativo e assistência"
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,Acolhimento muito pouco
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Os profissionais de enfermagem nao faziam os procedimentos e nem dava os remédios necessários passado pelo médico.
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Precisa-se de mais profissionais na área do atendimento de urgência pois os mesmos deixam a desejar, as infermeiras não estão preparadas"
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Fiquei no hospital de quarta a domingo. Tive contato com profissionais excelentes, mas também tive que lidar com profissionais despreparados, sem empatia e bom senso. Uma enfermeira entrou no banheiro (cuja fechadura da porta não estava trancando) para tentar pegar a minha digital, mesmo eu tendo dito para não entrar. Houve enfermeiras que entraram falando alto de madrugada e falando mal de colegas. Algumas vezes que solicitei ajuda não tive retorno, como por exemplo, ao solicitar toalha para tomar banho."
QUEIXA,ENFERMAGEM,COLETA BIOMETRICA,3.0,"A equipe é excelente. Só que a entrada de hora em hora no quarto impede que descansemos (tanto mãe, quanto recém-nascido e acompanhante). Saímos do hospital muito cansados devido as noites mal dormidas."
QUEIXA,ENFERMAGEM,CONDUTA,1.0,"Enfermeiras grossas, e quase não faziam o monitoramento"
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,1.0,"DESPREPARADOS,SEM EMPATIA."
QUEIXA,ENFERMAGEM,CONDUTA,1.0,No pre parto foi aceitável porem na sala de recuperação pos anestesica foi pessimo muita grosseria
ELOGIO,ENFERMAGEM,QUALIDADE,3.0,Não tenho a reclamar só te a enfermagem. Elas foram muito atenciosas
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,1.0,"sai as 19h00 e nao me foi oferecido refeição ou agua, pois tinha que esperar a janta apos as 20h00. Lamentavel."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Faltou proatividade e mais cordialidade com os pacientes além da paciência
QUEIXA,ENFERMAGEM,QUALIDADE,5.0,A equipe de enfermagem não vou falar todos mas a maioria não tem nenhum acolhimento com o paciente trata como se fosse um boneco. Fora que na UTI eles passam a noite rindo e conversando  alto. Não deixando o paciente descansar.
ELOGIO,ENFERMAGEM,QUALIDADE,5.0,"Fui bem atendida,  as auxiliares de enfermagem foram muito atenciosas"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Na chegada não fui bem recepcionada ...porém enquanto estava internada alguns profissionais deixaram a desejar ...mas alguns me deram assistência ,na parte da internação no quarto andar , porque na emergência precisa melhorar!"
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"Na sala de parto ninguém se apresenta ao paciente, após o período da anestesia fui encaminhada ao leito, onde nenhuma equipe de enfermagem foi me atender até que meu esposo teve que chamar. Já havia se passado 5h da cirurgia eu estava sem banho e ainda em jejum totalizando 17h de jejum!A enfermeira chega e me informa que não poderá acompanhar o banho pois o plantão já está sendo finalizado em 1h. Foi realizado troca de plantão e nada do banho, fui informada pela equipe de enfermagem que devido a demanda de pacientes eu iria para o banho às 01h da madrugada! E assim foi, ficando das 11h da manhã até 01h da madrugada do outro dia com a sonda de urina correndo alto risco de infecção, sou da área da saúde e sei muito bem como funciona.Equipe de enfermagem não dá suporte em exatamente nada, meu filho RN engoliu sujeita durante o parto, na madrugada ele começou a engasgar com esse líquido e meu esposo que teve que realizar a manobra para desengatar pois não tinha suporte algum! Após 1h equipe realizou a lavagem intestinal que por sinal foi realizada da maneira incorreta, feita pelo nariz e não pela boca. "
QUEIXA,ENFERMAGEM,QUALIDADE,,
ELOGIO,ENFERMAGEM,QUALIDADE,4.0,equipe noturna muito mais atenciosa
QUEIXA,ENFERMAGEM,QUALIDADE,4.0,Por várias vezes solicitava a bomba extratora de leite e não entregavam. As técnicas de enfermagem mais antigas eram maravilhosas em compartilhar conhecimento. As enfermeiras de coordenação não ajudavam
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Equipe de enfermagem do PS - Sem palavras ...sempre bem atenciosas e prestativas.. tem uma enfermeira chamada Leticia ou Luana ... algo assim .. extremamente humana ... delicada ... atenciosa

Enfermagem internação - Tive problema com uma técnica de enfermagem devido a grosseria ... pegou o braço da minha filha com força... quis injetar medicação porém havia saído o acesso do local .. o braço da minha bebe começou a inchar e ela gritando de dor ...e ela segurando NITIDAMENTE forte. Relatei de imediato a enfermeira chefe do plantão. E não quis mais q a mesma cuidasse da minha filha."
QUEIXA,ENFERMAGEM,QUALIDADE,,
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,1.0,Medicamentos atrasados
QUEIXA,ENFERMAGEM,QUALIDADE,,"lgumas enfermeiras sabiam oque estavam fazendo, outras me deixavam dúvidas. Percebi também que por conta de estarem sobrecarregadas não davam conta é que acaba prejudicado é o paciente, e também o equipamento q disponibilizaram para elas, bem precário... minha filha teve que medir a glicemia, o aparelho q elas dispunham no momento estava podre, quase não funcionava."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Mal tinha enfermeiras, e todas reclamando da insatisfação com o hospital"
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,2.0,"Uma enfermeira não soube pegar minha veia, me picou em vários lugares, uma outra pegou a veia na hora, incapacidade da primeira.
Outra enfermeira, queria que eu colocasse o pé no chão que só poderia ser colocado depois de 21 dias, ela insistia , eu falava que não podia e ela que podia até que meu filho interveio e disse que o médico falou que só após 21 dias, total despreparo dela, e se eu fosse leiga e colocasse sairia todas as placas e a haste."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Teve uma enfermeira , da qual não tenho certeza do nome . Ela não me assistiu em todo o tempo , pois a que fez isso me tratou mto bem .

Essa outra enfermeira, da qual não tenho certeza do nome , chegou no leito onde eu estava voltando da anestesia , e literalmente me convidou : ? vamos embora ? ? - agindo como se eu estivesse no sofá da casa dela.  Me senti muito mal com essa posição dela . Não estava ali porque queria estar ."
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,Mal.humor
ELOGIO,ENFERMAGEM,QUALIDADE,1.0,Muito prestativos e cuidadosos.
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"a enfermeira responsável pelo posto de recuperação pós cirurgico estava o tempo ausente, atrasou as minhas medicações. Não auxiliou nas minha necessidades básicas, como o uso da aparedeira por exemplo. Tudo só foi resolvido, poque a auxiliar de outro posto foi a procura da responsável, como não a localizou, verificou meu prontuario e viu que minhas medicações estvam atrasadas, vinda até mim perguntar se eu ja tinha tomando, Relatei o ocorrido e ela me ajudou."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,depende do plantão. Tem plantão que todos são acolhedores e outros que a equipe toda não fala com vc... não dá bom dia... não responde suas perguntas. Depende muito do plantão
QUEIXA,ENFERMAGEM,ACOLHIMENTO,3.0,Nem todas as profissionais eram atenciosas.
ELOGIO,ENFERMAGEM,QUALIDADE,5.0,As infermeira Ana Paula e Rosana  muito amorosa comigo e meu bebê
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,A demora no atendimento
ELOGIO,ENFERMAGEM,QUALIDADE,4.0,O atendimento é a presteza
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,2.0,"Demorou mais q o normal para ser atendida , me deixaram tempo demais sem hidratação ."
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"passei mal depois da cirurgia em nenhum momento a enfermeira aferiu minha pressão nem mediu minha glicose bem do meu bebê, outra coisa muita chata que achei foi os funcionários passarem o dia inteiro entrando na enfermaria pra gente pacientes ficar colocando a digital"
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"Tratamento, questionamentos e imprudência em medicação errada"
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,5.0,"""Minha insatisfação foi porque No segundo dia, o técnico de enfermagem viu que o acesso da minha filha tinha saído, mesmo assim ele colocou a medicação, onde o braço dela ficou vermelho e muito dolorido. Isso foi as 22:00. As 06:00 o mesmo não veio
Dar a medição e disse no protocolo que eu tinha rejeitado o antibiótico e o dipirona, mas ele nem veio no quarto esse horário.
Minha filha ficou sem a mediação."""
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,Demora no atendimento. Falta de comunicação entre estes e os médicos e entre si para seguir o programa de medicamentos.
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,(nos deram alta sem me entregar os exames da minha bebê)
ELOGIO/QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"enquanto estava internada com minha bebê prematura, a bebê recebia fórmula no quarto , porém algumas enfermeiras a levava pra dar a fórmula no posto onde elas ficam. Mas foram apenas duas enfermeiras que fizeram isso. As demais foram impecáveis, não tenho o que reclamar."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Medicações e aferição de temperatura só era feita quando eu pedia. A única coisa que era feita no horário era o antibiótico pq o resto TD em horários diferentes. Os enfermeiros nem sabia quem era. Pq nunca nem passaram visitas se apresentando. Como falei, minha filha estava com febre pedi p p verificar a temperatura demoraram p ir e tive que ir no posto pegar a medicação. Pq não veio de toda equipe só duas se salvam. Que são ótimas Michele e outra que esqueci o nome. O resto pode juntar e jogar fora"
QUEIXA,ENFERMAGEM,TEMPO DE ESPERA,3.0,"A demora em realizar os atendimentos pós operatório.
Tipo: aplicação de medicamentos, curativo, troca de bolsa de colostomia etc..."
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Tem equipes da noite que fazem muito barulho, conversam alto demais parece que estão numa feira livre"
ELOGIO,ENFERMAGEM,QUALIDADE,2.0,A equipe do parto foi maravilhosa
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Falta de atenção , descaso , não da muito importância quando o paciente relata algo , usa o chamador de emergencia, demora de ser atendido , tem q ficar gritando, várias outras coisas q daria um livro"
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Porque eles não são atenciosos a gente só toma a medicação fora de horário e ainda tem que ficar no pé deles a porque eles até esquece de levar a medicação muito desorganizado a equipe causa muitos trastorno quando vai pegar uma medicação some se a gente não for atrás eles esquecem do paciente
QUEIXA,ENFERMAGEM,QUALIDADE,2.0,"Não é geral, mas fui muito mal atendida por alguns enfermeiros. Isso vai desde chegar pra mudar a minha medicação sem nem cumprimentar e nem olhar na minha cara, quanto fazer curativos mal feitos, procedimentos errados etc."
QUEIXA,ENFERMAGEM,QUALIDADE,1.0,"A enfermagem do posto péssima 
Sem educação,trata o paciente sem acolhimento 
Teve tec que colocou a bandeja de remédio no chão 
Sem empatia ,sem amor só paciente 
Claro que ressalva que não são todos TEC e enfermeira"
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,2.0,Havia um rapaz novo que não sabia localizar a veia e quando peguei meu prontuario medico havia 2 paginas do leito vizinho
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,Demora na parte noturna do sangramento que minha esposa teve.
QUEIXA,ENFERMAGEM,QUALIDADE,3.0,"Minha insatisfação foi com a enfermeira chefe que iniciou o meu parto . Muita falta de vontade , resolvia outros assuntos durante o meu parto e me deixava sozinha . Eu vi segui ganhar o meu filho depois que as médicas entraram na sala pois se dependesse dela eu e meu filho teríamos morrido"
QUEIXA,ENFERMAGEM,CAPACIDADE TECNICA,3.0,"Senti muito desconforto quando me aplicaram remédio na veia, acredito que a técnica não tinha muita experiência pois estou acostumada a tomar remédio assim e nunca tinha sentido aquilo, ardeu muito e eu reclamei mas ela não deu muita importância"
