elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Paciente relata que após a cirurgia, ficou na sala de recuperação até a sua saída, porque não tinha vaga no quarto e estava no day use, teve que ficar até 18h, para cumprir horário, a enfermeira não liberou e nem o médico, achou desnecessário, ficar esperando somente para cumprir horário e precisou trocar de roupa, em um quarto ao lado da sala de recuperação, no qual o banheiro estava com problema (sem descarga). Esse quarto, foi os próprios enfermeiros, durante a troca de turno, que indicaram para ir, senão, não teria nem onde trocar de roupa (avental, para minha roupa)."
QUEIXA,RECEPÇAO,QUALIDADE,"Demora na recepção, as que estavam não tinha tanto suporte e estavam sobrecarregas"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Paciente relata que tudo foi demorado desde a entrada do hospital até a liberação para o quarto e houve falta de atendimento e recepcionista grossas.
QUEIXA,RECEPÇAO,QUALIDADE,"Recepcionistas indiferentes, sem atenção para sanar dúvidas"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Pessoal da recepção sem dedicar a atenção  n0ecessária.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Paciente relata que o hospital não tinha leito e a deixaram em um local onde tinha uma senhora idosa chorando porque não tinham dado água pra ela, não tinha ninguém para o levar no banheiro e ainda impediram que sua esposa entrasse para o ajudar, mas os funcionários são ótimos o problema é que tinham mais pacientes do que a capacidade do hospital acolher."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Serviço de atendimento extra hospitalar, só funciona no horário pré estabelecido fora isso qq ocorrência não é atendido a contento."
QUEIXA,RECEPÇAO,QUALIDADE,Informações confusas
QUEIXA,ADMINISTRATIVO,QUALIDADE,Paciente relata que o atendimento e relatórios conclusivos com mais rapidez.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Paciente relata que chegou no horário marcado e houve um atraso de 6h.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Paciente relata: “cheguei de madrugada, pois a cirurgia estava marcada para as 6h. Fiquei numa recepção até quase 12h para mandarem eu subir. Chegando no andar, fiquei mais um tempo para me mandarem para um quarto com mais 3 pessoas. Eu PAGO plano com apartamento individual e não enfermaria. Falei isso para enfermeira que me deu uma resposta grossa dizendo que não tinham o apartamento. Atendimento de todos muito ruim!!! Tenho fotos e todos documentos, pois isso não ficará impune."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Paciente relata que achou desorganizado que já fez outras cirurgias e suas experiências foram diferentes. 
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tinha ninguém para ajudar com o totem
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Cheguei ao hospital no horário solicitado (5h30) já no devido jejum total (8h).Minha cesariana estava agendada para o cirurgião plantonista.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Informaram que não e que iriam conversar com o médico. O médico liberou uma leve quebra de jejum, consequentemente eu só poderia fazer a cirurgia 3h depois. 17h (3h depois da leve quebra de jejum) meu esposo foi novamente buscar informações no posto de enfermagem e obteve a mesma resposta: não sabiam informar a hora da cirurgia e teria que aguardar"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Responsável pelo paciente diz dar nota zero para o chefe lá, com seu filho estando com penaumonia grave tendo convulsões e quando mandaram falar com ele, ele falou que estava em descanso e não poderia atender mandou as profissionais dar medicação na cadeira de rodas com a criança dormindo foi que o chefe da ala vermelha chegou pra resolver o problema."
QUEIXA,RECEPÇAO,QUALIDADE,Mandaram eu ir um horário e foi outro horário não nós ajudaram no totem a recepção sem empatia
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
ELOGIO,RECEPÇAO,QUALIDADE,"Bom e rápido atendimento, eficiência dos profissionais"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
ELOGIO,RECEPÇAO,QUALIDADE,Ótimo
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Era início de noite de um sábado, o pronto atendimento está vazio, e uma espera além de demora, não foi feito nenhuma avaliação de risco. Encontra-se infartado e nem sabia a gravidade da situação."
QUEIXA,RECEPÇAO,QUALIDADE,Atendimento na recepção mal gosto em dar informação
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Não consigo ajuda pra fazer exame de audiometria em Santo Andre já enviei pedido médico estou na espera.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Não consigo ajuda pra fazer exame de audiometria em Santo Andre já enviei pedido médico estou na espera.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Insatisfeita com a maneira que é feita o processo porque era a segunda vez que tava marcando para fazer essa infiltração e quando estava acabando a validade que eu falei com a responsável . Ela falou que eu conseguiria fazer a infiltração naquele dia mas tinha que ir buscar o medicamento e se você olharem aí eu passei em três médico e para mim foi muito complicado. E ainda se responsável de ir buscar um medicamento sendo que não era dessa forma que antes vocês faziam então é muito complicado é muito sofrimento para o paciente imagina quem não tem carro vocês Já pensaram nisso tinha que ser como era antes enviar o remédio aonde a gente vai fazer a aplicação não nós buscar o remédio então eu sou muito insatisfeita
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,minha cirurgia era para ter Cido feita de manhã e foi feita no final da tarde
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"triagem para as pessoas que estão internadas, fiz uma cirurgia para retirada de linfonodo cervical, e me colocaram primeiro com uma paciente que estava com pneumonia, ela teve alta e no mesmo dia a noite colocaram uma tranferencia de outra unidade, a pessoa pelo histórico que ouvi, estava com infecção urinaria  ha uma semana, estava no oxigênio, chegou a cogitar uma sepse e mais uma vez eu que estava em um pós cirúrgico submetida a algum tipo de infecção, não precisa ser médico para saber que poderia dar algum problema."
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"Primeiro passei em Itaquera e fui orientada q o tratamento deveria ser no Salvalus porém a ambulância demoraria muito e tive q me locomover de madrugada, não estava de carro próprio com ele"
QUEIXA,RECEPÇAO,QUALIDADE,Achei cansativo e desnecessário o tempo de espera com uma criança. Pede para chegar muito cedo. Deveria ter uma recepção diferenciada para quem faz cirurgias. Principalmente com crianças. Meus dois filhos realizaram a cirurgia e foi a mesma situação de espera extremamente longa para estar com crianças. Pedem para chegar de manhã. Em jejum de mais de 12 horas. E já percebi um padrão. Tem já realizei um procedimento que me mandaram chegar pela manhã e fui fazer 18h da noite. Mais de 20h de jejum... foi extremamente estressante. Outra coisa: o médico que faz a cirurgia deveria visitar após o procedimento.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tempo de espera para dar entrada
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Informo que mesmo com todos exames pré operatórios apresentados em consultas médicas na unidade avançada cidade nova/RJ e analisados pelos doutores da unidade mencionada em questão, ou seja, Dr. Carlos Marcos Azarado da Conceição/Urologista, cujos os exames solicitados foram: 
- eletrocardiograma
- tomografia computadorizada de pelve
- risco cirúrgico 
- cintilografia óssea 
- exames complementares de hemograma completo, tempo de atividade de protrombina, dosagem de uréia, dosagem de creatina, dosagem de antígeno prostático específico datado desde 13/06/2025 com resultado 23,40 ng/ml e dosagem de antígeno prostático específico livre datado, também, 13/06/2025 com resultado 1,38 ng/ml(relação perc.; 5,90 %, tempo de tromboplastina parcial ativa
- paciente...... : 29,9 segundos
- controle normal : 30,0 segundos
- relação paciente normal  : 1,00
- dosagem de glicose : 116 mg/ dl
- dosagem de  hemoglobina glicada =6,0 %glicemia media estimada : 126 mg/dl
- cultura automatizada: ausência de crescimento bacteriano após 48 hs de incubação 
- conclusão: depois de ter sido analisados todos estes exames pelo doutor : Carlos Marcos o mesmo pediu-me para agendar uma outra consulta por sua a vez com neurocirurgião/urologista com o Dr. Matheus Montenegro de Araujo, também, médico no consultório da unidade avançada cidade nova/RJ realizada no último dia 30/07/2025, aonde, também, não consegui  entender depois de ter apresentados todos os mesmos exames acima discriminados e mesmo assim o dr. Matheus Montenegro, também, se recusou a me encaminhar pra fazer a minha cirurgia da retirada de minha próstata que encontra-se um câncer apresentado em um exame de biópsia da próstata realizado desde 07/05/2025 cuja o diagnóstico acusou adenocarcinoma acionar invasor, grau de Gleason 6(3+3), medindo aproximadamente 1,0mm(correspondendo a menos de 5%da área amostrada) no lobo direito, ou seja, após de ser analisado por um exame imuno-histoquimico complementar. Conclusão : até quando vou ter que esperar para ser submetido a fazer a minha cirurgia de próstata que até apresente data ainda nada me foi solucionado como grau de satisfação a mim exigida."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Tive que fazer uma cesariana de emergência e a anestesia peridural não pegou. Tive que ser submetida a a anestesia geral. Minha filha teve que ser reanimada em decorrência disso e ir pro CTI. Eu vomeite e aspirei o vômito. Acho que houve um despreparo na aplicação da anestesia peridural.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Cheguei na hora marcada, fui atendido um bom tempo depois! E não tinha ninguém na frente."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Houve resistência para a internação de minha filha, mesmo sendo necessário. Como sou da área de saúde precisei dialogar muito pra que minha filha tivesse o tratamento adequado"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Na chegada muito demora na sala de protocolo, esperei leito por 8 horas, e a alta meio confuso, sai sem encaminhamento para retorno pós cirurgia, para marcar consulta na oncologia tive que ir para o final da fila na central de marcação de consultas."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora no atendimento e chamada para a internação
QUEIXA,RECEPÇAO,QUALIDADE,"A falta de informações entre os funcionários. Você pergunta sobre consulta médica ou exames médicos não sabem informar, Afora da demora no atendimento"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,nan
QUEIXA,RECEPÇAO,QUALIDADE,Sem informações do procedimento para a paciente
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Parece que as pessoas não querem trabalhar, são mal remuneradas, e fazer as coisas de qualquer jeito. Os recepcionistas estão sempre com cara de poucos amigos e sendo ríspidos."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Parece que as pessoas não querem trabalhar, são mal remuneradas, e fazer as coisas de qualquer jeito. Os recepcionistas estão sempre com cara de poucos amigos e sendo ríspidos."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Mto desorganizado na recepção,em relação ao horário!"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Mal atendimento recepção
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Antes fui no hospital do  olho agora o meu plano  não atende mais
QUEIXA,TOTEM,FALHA NO APARELHO,Totem não funciona direito sempre
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Mesmo sentindo muita dor e transferida em ambulância não tive prioridade. Demoraram muito para me chamarem e ser atendida pela médica.
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Um hospital de grande porte,onde se paga tudo muito caro,, e não tem um auxiliar de transporte, uma maca para um transporte de um pte com neoplasia de ossos,,,,? um absurdo"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Foi internado pela UPA,  com infecção,  pois o convênio  se recusou a internar por 8 vezes 
A Âmbulancia demorou 12 horas para buscar
E sempre falando que estava a caminho,  poderia ser honestos e dizer que iria demorar"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Principalmente a estrutura, pois passei todos os dias do internamente na sala de observação por não ter leito para subir para o Internamemento, foi uma experiência horrível."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,ficamos por mais de 8 horas aguardando liberar quarto
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Faltam mais pessoas na equipe, demora em atendimento"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Tá mais ou menos , precisa melhorar o atendimento principalmente com pessoas de idade que são mais leigas"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Atendimento demorado, um descaso que chega a ser desumano com o paciente que havia acabado de sofrer um acidente. Demora extrema para ter um atendimento. Será tomado providências quanto ao ocorrido com a paciente."
QUEIXA,RECEPÇAO,QUALIDADE," pouca paciência, falta de interesse, desânimo"
ELOGIO,RECEPÇAO,QUALIDADE,"Gente avaliei errado. Eu fiquei muito satisfeita. Tanto no acolhimento, procedimento e os profissionais. Não tenho o que reclamar"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Bagunçado, demorou até nos darem a informação correta"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Então, pediram para chegar  às 11h00 e só consegui subir pra sala pre operatório às  17 horas  e todo esse tempo temos que aguardar na recepção térreo  sendo totalmente desconfortável."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"A Julie NÃO FEZ A CIRURGIA PELA HAPVIDA. Ela teve o bebê no hospital público como é sabido pela HAPVIDA porque entrou em trabalho de parto antes da data marcada para a Cesárea e, quando entraran em contato com o hospital disseram que ela poderia não ficar internada por não ser a data. Absurdo, mas ....Assim que for possível, vou cancelar tudo e buscar algo melhor para mim e minha família. Absurda a falta de cuidado e responsabilidade com o cliente! Sem contar as dificuldades e morosidade que a HAPVIDA demostrou para tratar da transferência depois de MEU NETO TER NASCIDO NA MATERNIDADE PÚBLICA. EXPERIÊNCIA PÉSSIMA! DAA PIORES QUE JÁ  VIVEMOS."
QUEIXA,ADMINISTRATIVO,QUALIDADE,O atendimento por parte de algumas pessoas deixa a desejar
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Acho que a Hapvida é um hospital que tem tudo para se destacar em Brasília, porém para que isso aconteça é necessário investir em treinamento e supervisão do trabalho de todos, principalmente de quem faz o papel de porta de entrada de uma instituição.
Falta empatia, cordialidade e mais gentileza de todos, nenhum faltou com o mínimo de educação, mas, para se destacar, é necessário de um algo mais, qualquer segmento na área da saúde precisa ter isso, pois é uma área que trata de um assunto muito delicado que é a vida das pessoas/usuários."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Minha insatisfação é referente desde a parte de comunicação até a  administração com respeito à pedido de exames, e refeições específicas, como pode nao haver comunicação entre a enfermagem, e também a alimentação que um paciente necessita, houve um sucessão de erros comigo quando estive internada, erros grotescos, que me deixaram totalmente indignada ao ponto de achar papel dentro do meu whey, tirei fotos, até perca de exame que estava marcado pq a enfermagem de plantão nao sabia que eu tinha esse exame, detalhe o exame era no mesmo hospital, mais mesmo assim nao me levaram, pensa a raiva que passei meu Deus"
ELOGIO,RECEPÇAO,ACOLHIMENTO,gentileza e agilidade
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Atendimento demorado em virtude da superlotação
QUEIXA,RECEPÇAO,QUALIDADE,Na sala de espera para a cirurgia muita gente não tinha nem lugar para sentar
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora para ser atendido pela recepcionista no caso balcão
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Meu irmão foi internado no dia 19 de junho, as enfermeiras do pronto socorro não tiveram cuidado para retirar sangue, ficou com calombo, todo roxo. Ele tratava de um câncer,  foi internado por conta das dores ósseas na coluna e plaquetas baixas. Precisei brigar muito no hospital,  pois sendo um paciente oncológico,  não teve um tratamento adequado, tanto é que fizeram biopsia do braço direito, ele foi a óbito,  por causa de infecção que pegou no hospital,  não ficamos sabendo nem o tipo de câncer que saiu dessa biopsia. E que eu saiba como irmã dele, ele não fez nenhuma cirurgia, pois fiquei 25 dias com ele no hospital. O que me deixou indignada,  que o médico que assinou o óbito,  parecia mais estudante de medicina, pois, fiz pesquisa do nome desse médico e não batia o número do CRM , com o nome da Pessoa. Precisam ter mais cuidados com os pacientes,  pois é de seres humanos que estão tratando. Jamais indicaria o hapvida para alguém. Ele quando ficou na UTI disse que não foi bem tratado,  pois pediu ajuda para ir ao banheiro,  o enfermeiro o levou de má vontade e ficou gritando com ele pela demora ao banheiro. Minha vontade é processar esse hospital,  esse convênio."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora na recepção depôs que faz a ficha espirrar mais de uma hora pra subir.
QUEIXA,ADMINISTRATIVO,QUALIDADE,Não estou insatisfeito só acho que deixam um pouco a desejar
QUEIXA,RECEPÇAO,QUALIDADE,Não estou insatisfeito só acho que deixam um pouco a desejar
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tinha ninguém para suporte e as recepcionistas só informaram o que deve fazer e agente que faz só
QUEIXA,TOTEM,ACOLHIMENTO,"Totem atrapalha muito processo, pois tem pessoa que não sabe mexe nele, tem que tá pedindo ajuda. Pois não fica ninguém auxiliando. 
As vezes não repor o papel da fita e tempo que ir na recepção pega. Fazendo dois processo."
ELOGIO,ADMINISTRATIVO,ACOLHIMENTO,Muito emocionante muito grata por toda equipe ótimo atendimento
ELOGIO,RECEPÇAO,QUALIDADE,Desculpe respondo errado foi um bom atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita demora para atendimento. Pediram para chegar às 04h00 e demorou mais de 02 horas
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Não consegui internamento,visto que minha cirurgia estava marcada,tive que dá entrada pelo pronto socorro,pois não havia vaga."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Minha bolsa tinha estourado e eu fiquei muito tempo aguardando atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"demora no atendimento, falta de informações na emergência, poderia ser melhor"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Não tinha porteiro, não precisou de maqueiro, tempo de espera para recepcionista foi maior que o esperado"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Não tinha porteiro, não precisou de maqueiro, tempo de espera para recepcionista foi maior que o esperado"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Sou filha de Luzia e minha mãe deu entrada já com uma carta médica do case, de onde ela foi transferida diretamente pro hospital para fazer o procedimento de transfusão de sangue , porém ao dar entrada ficaram rodando com ela de maca pelo hospital todo sem saberem para onde seria levada. Eu estava acompanhando e tive que pedir ajuda para enfermeira chefe de um dos andares do hospital que foi quem me ajudou. Porém fizeram a internação dela pela emergência na qual estava absurdamente lotada de macas, sem espaço para acomodar os pacientes e a cada minuto chegavam mais pacientes.
Ela foi deixada no corredor da emergência, iniciaram todo o protocolo de atendimento do zero, sem que a carta médica tivesse nenhum efeito para a internação.
Após set liberado um leito, colocaram ela em uma das salas da emergência, um lugar quente, sem nenhuma ventilação, sujo, maca precária e ali ela ficou por 2 dias antes de conseguir um quarto.
Médicos e enfermeiros perdidos e estressados com uma demanda de pacientes além da conta."
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,A maioria das vezes demora muito pra auxiliar e falta de cadeiras ou maca
ELOGIO,RECEPÇAO,QUALIDADE,Minha mãe era bem idosa e o atendimento foi bem rápido.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorou muito para  ser atendida
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Desde a minha entrada no hospital foi tudo ruim. Tive gestação de alto risco com pré diabetes e hipertensão, minha obstetra pediu para comparecer ao hospital às 37 semanas para ganhar, cheguei no PÁ minha pressão já estava alta mais de 15,3 não queriam me internar devido a carência do plano, após discutir com coordenador do plano que foi aprovada a internação, desde então começou o pesadelo, pressão subindo e só foram internar no próximo plantão, depois de internada começou a indução, hrs e hrs e a pressão subindo e me sentindo mt mal, tiveram que colocar o sulfato na veia e eu implorando cesária pois estava com muita dor na nuca, formigamento e insistiram na indução e não davam apoio nenhum ao leito onde estava, depois de muito custo pedi cesária novamente e a enfermeira informou que deveria assinar um termo, quando foi imprimir o termo questão de minutos veio vários médicos avaliar e viu que a pressão estava mais alta , realizaram o cardiotoco e viu os batimentos do meu bebê caindo, e mesmo assim tentaram uma manobra proibida pra depois ir pra cesária correndo ."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"a  internação e muito demorada meu pai tem 96 anos nos chegamos no pronto socorro às 13hs fizemos exames resultado demora , já era 19hs e nao tínhamos comido nada, resumindo a internação foi liberada as 5hs manhã eu como acompanhante fiquei muito cansada  e estressada. Seria bom vcs rever isso"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muito tempo de espera para internação
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"solicitaram minha chegada às 12h para ser atendido às 14h, só fui chamado às 16h45 e a cirurgia começou depois das 18h"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Paciente idosa ficou muito tempo sem alimentação enquanto esperava um quarto e quarto demorando demais, passou a noite sentada em uma cadeira, fiora outros transtornos"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Paciente diz: ""Estou até pensando em recorrer pra justiça porque o que esse hospital a equipe médica fez foi cruel, péssimo atendimento eu estou com trauma desse hospital e desse plano."""
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Paciente diz: ""Estou até pensando em recorrer pra justiça porque o que esse hospital a equipe médica fez foi cruel, péssimo atendimento eu estou com trauma desse hospital e desse plano."""
QUEIXA,ADMINISTRATIVO,QUALIDADE,Mais infelizmente e péssimo em tudo
QUEIXA,RECEPÇAO,QUALIDADE,Ninguém sabia ao certo pra onde eu tinha que ir.
QUEIXA,TOTEM,FALHA NO APARELHO,Totem nunca funciona.
QUEIXA,RECEPÇAO,QUALIDADE,Recepção sem informações
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Hospital é bom em si mais lá tudo é devagar assina muito papel e resolve poucas coisas
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tem uma pessoa para informar que existe um totem específico para gestante. Muita gente
ELOGIO,RECEPÇAO,QUALIDADE,Sempre bem atendida
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"Maqueiro não estava disponível , teve que esperar mais de 40 min para ser levada"
ELOGIO,PORTEIRO,QUALIDADE,Em relação ao porteiro ótimo atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tivemos que esperar  horas para liberar cirrugia  por que o sistema estava  bloqueados
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Paciente em transferência de outro hospital, e aínda ficou rodando pra saber qual local exato eria. Sendo colocado para lada e outro"
ELOGIO,RECEPÇAO,QUALIDADE,Ótimo atendimento
ELOGIO,ADMINISTRATIVO,QUALIDADE,Todos me atenderam com educação e fizeram as orientações necessárias
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora para ser atendido na recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muito demora
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Paciente com muita dor e no aguardo da liberação da cirurgia,não sai da análise favor verificar e me dar retorno!
Paciente Tatiana Matos de lima silva 
CPF 066.996.496.47"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Bom dia, ao saber que teria que passar por uma cirurgia, já fui no posto de internação, chegando lá, soube que não tinha leito nenhum disponível. fiquei horas em uma cadeira de rodas e com imensa dores e detalhe sem medicação nenhuma. surgiu um leito era 2 horas da manhã. assim que cheguei no leito já vieram me chamar para subir para o centro cirúrgico, fiquei feliz por acreditar que já seria operada naquele momento. nada disso, cheguei no centro cirúrgico e mais uma vez me deparei com a falta de leito, me colocaram em uma salinha pequena onde estava outra paciente também aguardando a cirurgia, sem leito e com imensa dor, JUNTEI DUAS CADEIRAS para que ficasse no mínimo confortável, IMPOSSIVEL QUANDO SE ESTAR COM DOR. PASSEI DE 2 HORAS DA MANHÃ ATÉ ÀS 07:30 NESSAS DUAS CADEIRAS, SEM CUIDADO NENHUM, NEM UM ANIMAL É TRATADO DESTA FORMA. SÓ FUI OPERADA APÓS A NOVA EQUIPE DE PLANTÃO ASSUMIR. UM COMPLETO ABSURDO. ME TIRARAM DE UM LEITO PARA PASSAR A MADRUGADA INTEIRA JOGADA EM CADEIRAS SEM MEDICAMENTAÇÃO, SEM AMPARO NENHUM. FOI UMA DAS PIORES EXPERIÊNCIAS QUE TIVE QUANDO MAIS PRECISEI DO PLANO. PAGAMOS CARO PARA NADA. DEVERIAM DE FATO FAZER INVESTIMENTOS QUE PUDESSEM ACOLHER A ALTA DEMANDA QUE PAGA VALORES ABSURDOS EM SEUS PLANOS PARA SEREM ASSISTIDOS QUANDO PRECISAM. E DETALHE A CIRURGIA ERA DE ALTO RISCO (APENDICITE) DORES IMENSA E CORRENDO RISCO DE TER PIORA NO QUADRO. HAPMORTE, DEVERIA FAZER JUS O QUE DIZEM ENTREGAR PARA SEUS CLIENTES. MUITA INDIGNAÇÃO. EMBORA SAÍBA QUE ESSA PESQUISA NÃO RESULTE EM NADA. AGORA SABEM QUE AS DENÚNCIAS DOS ULTIMOS DIAS, PROCEDE E QUEM SE PREJUDICA SEMPRE, É O PACIENTE!"
QUEIXA,RECEPÇAO,QUALIDADE,Falta de informação tremenda
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Quando cheguei no meu leito, não tinha nem um lençol na cama, e a enfermeira pediu pra que eu fosse atras pelo QR CODE  pra solicitar um kit, nunca vi isso, sendo que a cama já e pra estar pronta pro paciente se acomodar."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Péssimo vcs , estao tirando a vida do meu filho , por nao querer custiar medicações cruciais para o tratamento dele ....
Demora com esse sitema de vcs de internamente leitura de codigo péssimo"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Péssimo vcs , estao tirando a vida do meu filho , por nao querer custiar medicações cruciais para o tratamento dele ....
Demora com esse sitema de vcs de internamente leitura de codigo péssimo"
QUEIXA,RECEPÇAO,QUALIDADE,Pessoal ainda carece de mais treinamentos
QUEIXA,RECEPÇAO,QUALIDADE,Não   Fui bem auxiliado pelo que pago
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Foi uma programada da qual o.medico combinado que pós cirurgia 12 hs iria ter que ficar UTI por segurança, mas passou as 12 hs, 24 hs e nada de leito apareceu e nem o serviço se manifestou o que causou ela passar 72 hs e ter uma infecção generalizada isto é um absurdo uma cirurgia programada e o hospital não ter suporte para isso"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora na recepção
QUEIXA,TOTEM,FALHA NO APARELHO,Não leu a digital
QUEIXA,RECEPÇAO,ACOLHIMENTO,Cheguei com 4 cm de dilatação e com muita dor. Acho q faltou um pouco de empatia na recepção.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Na vdd , o plano demorou 18 dias para autorizar a cirurgia , no dia marcado , fui ao hospital e disseram que teria que cancelar pois não havia chegado o material.  Então permaneci lá até fazer a cirurgia que foi no outro dia . Realizada##1f64f-1f3fb##. Agora na luta pela fisioterapia que em Mogi é raro uma clínica aceitar , sendo assim consegui uma avaliação somente dia 03/09. Agora td sobre controle . Obrigada"
QUEIXA,ADMINISTRATIVO,QUALIDADE,Falta de informação
QUEIXA,RECEPÇAO,QUALIDADE,Falta de informação
ELOGIO,RECEPÇAO,QUALIDADE,"Ótimo atendimento , desde a recepção até a cirurgia e a equipe médica"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Falha sistêmica, as informações de dados e exames não são compartilhados entre hospitais, entre setores ou equipes, pois tínhamos que constantemente repetir dados pessoais e diagnóstico. Portaria e recepção um fiasco, pessoas entravam e saíam e nem sempre precisavam se apresentar, tão pouco tinham controle se a pessoa que estava visitando era conhecido ou não, além de ser atualizado num papel onde estava o paciente e não tinham informações atualizadas da localização, também não controlavam quantidade de pessoas que subiam na UTI, e o adesivo de identificação de acompanhante/visitante descolava assim que colocava na roupa. Dois elevadores que não davam conta do volume de pessoas."
