elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,RECEPÇAO,QUALIDADE,Ele não teve o atendimento adequado
QUEIXA,RECEPÇAO,QUALIDADE,Recepção deu informação errada
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Não temos ajuda nem orientação para uso do totem, não há maqueiro na portaria da emergência"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,De mouro muito pra mim ser atendida fiquei mais de 12 hrs sem comer
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Cheguei após sofre um acidente de moto reclamando de muita dor constante no pé e ouve um demora significativa na triagem fora que o acesso pela frente (Agamenon) é horrível para quem vem de carro, tive que ir pulando de uma perna só até a entrada para enfim o segurança fornecer uma cadeira de rodas"
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"Não tinha maqueiro, demorou muito"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Improvisaram um pós operatório porque não tinha sala disponível
Cheguei às 11 horas e só fui chamado pra fazer a cirurgia de 15 horas"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Eu sentia muita dor e quase não consegui ajuda
QUEIXA,MAQUEIRO,ACOLHIMENTO,Não timhaaqueiro
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Profissionais nem pouco profissionais, a recepção estava super aglomerada."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Atendente muito mal educados e antipáticos
ELOGIO,RECEPÇAO,QUALIDADE,Sem burocracia
QUEIXA,RECEPÇAO,ACOLHIMENTO,Atendimento frio por parte da portaria
QUEIXA,RECEPÇAO,ACOLHIMENTO,Nunca tem alguém para nós ajudar
QUEIXA,RECEPÇAO,QUALIDADE,Atendimento recepção péssimo
QUEIXA,ADMINISTRATIVO,QUALIDADE,"""Sobre a estrutura 
Tivemos que fazer uma Ultra e ninguém soube nos guiar pra chegar na sala da ultra
Fizeram por falta de informação dar a volta por fora
Com uma senhora doente"""
ELOGIO,RECEPÇAO,QUALIDADE,"O atendimento dos funcionários foi ótimo, as distâncias entrega as dependentes são complicado"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Faltou empatia
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"""Cheguei com uma carta pra cirurgia de emergência. 
Fiquei uma noite inteira pra fazer 2 tomo .
1 sangue. 
1 urina. 
Estava com cólica renal na ureta. 
Fique internada em uma sala sentada com um monte de gente cada um com uma infermidade.
Fique 25 horas em jejum esperando pra fazer a cirurgia. 
Passei muito  mal. 
No centro cirurgico foi tratada muito bem mas lá em baixo tratamento 0"". Minha reclamação é do atendimento do pronto socorro. 
Fiquei internada esperando pra subir pro centro cirúrgico. 
No pronto socorro de jejum de mais de 25 horas."""
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Foi necessário meu bebê fazer cocô na barriga para o hospital aceitar minha internação, sendo que meu obstetra tinha encaminhado a carta pedindo a internação pro parto antes de 39 semanas."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Mal atendido e lotado
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Apenas a demora para o  internamento cheguei às 6 hs foi para o apartamento quase as 10 horas
QUEIXA,MAQUEIRO,ACOLHIMENTO,Na hora da minha saída com meu filho uma operadoro não tinha um maqueiro tiver se descer com ele no braço e as bolsas pra pega o carro lá em baixo
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Cheguei com uma guia dada pelo médico informando a minha situação de pré eclapsia e a recepção pouco deu atenção, ainda tive que aguardar muito tempo antes do atendimento"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita demora para ser atendida
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,O tempo de espera para realização da cirurgia foi demasiadamente longo. Onde a internação foi pela manhã e a cirurgia na madrugada do outro dia. O problema desse tempo de espera é NÃO TER DISPONÍVEL LEITO PARA O PACIENTE ESPERAR PELO PROCEDIMENTO
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,A demora pra descer pro quarto
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Atendimento péssimo, já cheguei em trabalho de parto e fizeram hora para mim atender"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Tempo de espera para ser atendido, muito tempo esperando"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Demora na recepção.
Funcionários stressados."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Demora no atendimento da recepção e demora para liberar a internação no sistema
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tempo de Espera
QUEIXA,TOTEM,FALHA NO APARELHO,O totem não estava funcionando
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Hospital lotado atendimento demorado falta de informação e acolhimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,É uma demora muito grande boa criança passar sem comer pra ser chamado é um absurdo
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Muita demora no atendimento, hospital muito lotado."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Não tem pessoa pra ajudar no trajeto carro hospital nem cadeira de rodas c facilidade... poucos funcionários muita gente uma superlotação
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Tudo é ruim lento , ninguém sabe dar uma informação"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Profissional mal humorado, parece que não quer trabalhar"
ELOGIO,RECEPÇAO,QUALIDADE,Fui bem atendida
QUEIXA,ADMINISTRATIVO,QUALIDADE,"OK. Mas o atendimento pré parto foi péssimo. Eu Acho que o pré parto tem que ser separado do atendimento clínico e da pediatria. Um caos, total. Espera enorme."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demora no atendimento,  paciente ficou 12 horas sem Refeição"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Falta de informações e preparo
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora para atendimento
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Fiquei mais de 3 horas na sala de recuperação esperando pra arrumar uma vaga no quarto para ser transferido
QUEIXA,TOTEM,FALHA NO APARELHO,Fiz tudo como instrução pegar pulseira totem tudo que fiz inútil n estava imprimindo então tive aguardar a entrada pelo balcao
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Chega 18.11 e fica na espera de dar o remedio mais de 2 horas os medicos atende logo mas a enfermagem deicha desejar nem a padrao. Vem falar com vc sou tambem enfermeira sei como se procede
QUEIXA,RECEPÇAO,ACOLHIMENTO,Funcionários nao presta atenção tempo todo em celular
QUEIXA,RECEPÇAO,QUALIDADE,Os atendentes não sabiam dos procedimentos de internação
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Urgências precisam.ser tradadas com respeito, poucas pessoas para atendimento para muitos.pacientes"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Recepcionista deixou furarem a fila e ainda achou ruim qd reclamei c ela
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Quando cheguei não tinha quarto,eu estava 14 horas em jejum e com uma diarreia ,por que tinha tomado 6 laxantes ,simplesmente a recepcionista me disse pra eu ir embora e remarca a cirurgia ,pois não tinha leito,Eu tinha feito todo procedimento em casa ,pra o preparo da cirurgia,Depois que me recusei a ir embora ,arrumaram um quarto pra mim quase 1:00 hora da madrugada"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Nada do que foi solicitado pela médica de referência foi feito. E ainda um desdém entre a equipe médica.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Cheguei ao hospital dia 1 de novembro pra fazer reposição de plaquetas, e estou aqui até hj 2 de novembro e oq eles alegam é que não tem previsão de quando chega minhas plaquetas dei entrada com 12 mil de plaquetas e sangramento, preciso fazer a reposição e a minha vida q está em jogo"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Fiquei esperando muito tempo
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Chegamos com um caso de urgência pois sofri um acidente e passei 3 dias para poder fazer a cirurgia! Ficamos mais de 12 horas sentado em uma cadeira de rodas, onde não chegaram com um leito de imediato sendo que eu estava em estado crítico sentindo muitas dores! "
QUEIXA,RECEPÇAO,ACOLHIMENTO,"A recepção quase obrigou o uso do totem, sendo que a paciente não sabia utilizar"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Fiquei me contorcendo de dor no Chão do Hospital da hora que dei entra no Ana Lima no Maracanaú das 7:30 da manhã ate 17:30 da tarde
Passei quase 24 hs apos a cirurgia na sala de observação mesmo tendo leito disponível"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A recepcionista foi seca, me deixou esperando um bom tempo, sendo que não tinha nenhuma outra pessoa na minha frente."
QUEIXA,RECEPÇAO,QUALIDADE,Meu filho com muita febre quase convulsionando e não deram prioridade no atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"O tempo de espera, pois só tem uma recepcionista para atender uma demanda grande"
QUEIXA,TOTEM,FALHA NO APARELHO,"Meu marido Ismael Rodrigues estava passando muito mal, tanto que estava enfartando e o totem não funcionou."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Mudaram o horário da cirurgia. Atrasou um pouco, meu filho estava de jejum, é uma criança de 2 anos e meio."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Meu filho tem que fazer um exame e não consigo
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Não tem Maqueiro, o próprio familiar tem que ser o Maqueiro."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Minha mãe chegou transferida do pronto atendimento Derby com trauma em braço e bacia, infecção urinária e anemia e devolvida para o pronto atendimento do Derby. Isso na primeira vez que ela  precisou do atendimento. No início de julho."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"O internamento estava marcado para as 8 h , cheguei no hospital as 7 h e só conseguiram um leito de enfermeira as 11 h . Como pode agendar o internamento as 8 h se não tem leito de enfermeira disponível e deixa uma gestante na recepção sentada sem conforto por 3 horas numa recepção esperando por um leito ?"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Cheguei as 12;30h e não tinha recepcionista. Quando apareceu era.14:30h.
QUEIXA,ADMINISTRATIVO,QUALIDADE,Precisa melhorar muito serviço prestado pelo plano
QUEIXA,RECEPÇAO,QUALIDADE,Péssimo atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de orientação e informação na recepção
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Recepcionista mal educada ,marqueiro no ato de chama demora uma vida pra chega porteiro parece que nós não existimos nem um boa tarde nem um boa noite informação são não sabem dar direito"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demorar
QUEIXA,RECEPÇAO,ACOLHIMENTO,onde eu chegava me passavam informações diferentes
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Cheguei por volta das 6h com contrações e não tinha ninguém na recepção. Demorou mais de 30 minutos pra finalmente aparecer alguém
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Longo tempo de espera.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"O atendimento na madrugada é bem difícil e constrangedor. A impressão que tenho é que a maioria não tem zelo, cuidado, atenção com a vida do paciente . Não são todos , a minoria na madrugada é boa! Já tive episódios de distratos e constrangimento pelo pessoal do noturno."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Pediram para internar as 11h , como moro longe cheguei às 9h30, ate ai ok! Mas foram fazer a ficha da internação somente as 12h e fui para o pre operatório quase 13h !"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora ao atendimento não chegou no horário dito pelo atendente
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Tenho plano  para ficar  no quarto  e acabei ficando em uma maca na emergência.  O acolhimento ficou va desejar.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Confusão quanto ao horário da cirurgia.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Achei o processo meio confuso, não tinha o totem, chegávamos e tinha que deixar os papéis com a recepcionista e esperar ela chamar por ordem de chegada, os pacientes estavam confusos, e acabou que virou um rolo, tinha uns que chegavam e já iam lá, que foram atendidos mais rápido que os outros que por não ter instrução ficavam esperando, e tinha apenas uma recepcionista, somente bem depois chegou mais uma, minha reclamação é somente essa, em relação a recepcionista ela foi extremamente educada e profissional, o porteiro e maqueiro também!!!"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Demora no atendimento. Eu estava em jejum e tive diabete gestacional. Fiquei horas sem poder me alimentar, aguardando minha cesárea que já estava agendada."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Cheguei com minha esposa no dia  de  10 de agosto na emergência  depois  voltei no dia 11 com ela e depois voltei novamente dia 12 e ficamos implorando para ela ficar internada para fazer exames porque ela não estava urinando e nem devegando,  um absurdo depois que imploramos para o médico interna ela porque ela não está passando bem sendo que ela estava com uma das pernas amputadas e ficamos no dia na sala de espera da emergência sem conforto passamos a noite toda esperando um leito horrível está situação."
QUEIXA,RECEPÇAO,QUALIDADE,Atende muito grosseiro.
ELOGIO,RECEPÇAO,ACOLHIMENTO,"Atendimento ótimo, com muita atenção e profissionalismo."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Poucas cadeiras para o aguardo na recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,As vezes as recepcionistas são enroladas e só tem 1 pra atender todo mundo
QUEIXA,RECEPÇAO,QUALIDADE,"Não foi ótimo, nem muito ruim, foi médio"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"24 horas pra ter um leito, acompanhanete sendo impedido de ter informações, o proprio centro cirurgico não deixava ou dava noticias, acompanhanete sentado no chão por mais de 24h esperando. Atendimento pessimo"
ELOGIO,RECEPÇAO,QUALIDADE,muito bem atendida
QUEIXA,RECEPÇAO,ACOLHIMENTO,Fiquei andando vários minutos pedindo informações a vários profissionais que atuam no hospital e foi difícil achar o local
QUEIXA,RECEPÇAO,QUALIDADE,São muitas
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Minha Insatisfação foi com o maqueiro, depois da sala de recuperação pós anestesica, fui levada com muita velocidade para a sala de internação, e quando chegou na sala, a maca foi girada duas vezes, calsando enjoo e muitos episódio de vomitos"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muito demora para ser atendida
QUEIXA,RECEPÇAO,QUALIDADE,Não tenho nenhuma queixa
QUEIXA,RECEPÇAO,ACOLHIMENTO,Pessoas antipáticas
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de atenção com idosos
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Ops
Fiquei por 72 hs na emergência , isso é desumano"
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"Demora, não tinha maqueiro"
QUEIXA,RECEPÇAO,QUALIDADE,"Chegada no hospital, tinha ligado e marcado uma consulta de oftalmologia pra o barro preto cheguei dentro do horário , chegando lá me mandaram pro bairro santa Efigênia ! Cheguei uns min atrasado expliquei o ocorrido mesmo assim não quiseram me atender"
ELOGIO,RECEPÇAO,ACOLHIMENTO,Foi muito bem recebido.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,As vezes a recepção faz de conta q nós não estamos ali
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Logística de atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,A recepção poderia auxilia melhor no uso do totem ou pular essa burocracia em casos mais urgentes
QUEIXA,RECEPÇAO,ACOLHIMENTO,A falta de profissionalismo de muitos profissionais
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Pq meu filho e cadeirante e tem que fazer a biometria no dedo sempre é muito demorado pois ele deficiente aí uma dificuldade
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,RECEPÇAO,QUALIDADE,"As recepcionistas dificilmente resolvem algo, a supervisão pior ainda, sempre empurrando o problema. 
A internação uma demora de mais 24h , em uma poltrona desconfortável.
Atraso e desorganização para administração dos medicamentos,
Demora no procedimento."
QUEIXA,RECEPÇAO,QUALIDADE,Atendimento mal feito
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Preciso da guia de fisioterapia  liberada e ninguém  libera
QUEIXA,TOTEM,FALHA NO APARELHO,Essa merda do Totem é muito chato. Tira essa merda
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Fiquei muito tempo esperando no hospital
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorar para ser atendida
QUEIXA,RECEPÇAO,QUALIDADE,Muitas pessoas
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tempo de espera
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tive apoio
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Fiquei muito tempo jogado no corredor e demorar muito para dar medicação
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento  e na realização da tomografia com contraste sou portadora de fibromialgia  e demorou quase 2 horas para ser atendida  pro procedimento.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Pedi para chegar cedo e quando vem interna é depois de 4h
QUEIXA,RECEPÇAO,QUALIDADE,"Nao tem uma pessoa que organize, onde fica um tumulto,  por diversas vezes entramos e ninguem pediu identificação, ate mesmo visitas nos relataram que nao se identificaram, apenas subiram, deixando a desejar na segurança, visto que qualquer pessoa pode entrar no predio sem identificação"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Minha mãe com o femu quebrado esperei mas de 30 minutos pra o médico atender o raio-x fiquei aguardando mas de uma hora pôr que não tinha profissional pra fazer quem fez uma moça que estava dando suporte no setor de tomografia.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Funcionários parece que estão ali trabalhando a força,não são acolhedores nem receptivos e todo mundo merece um bom acolhimento principalmente dentro de um hospital."
ELOGIO,RECEPÇAO,QUALIDADE,"Atendimento rápido,  recepção educada e eficiente."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Boa noite estou muito decepcionada com atendimento recebido no Antonio prudente fiquei internada por uma semana   Para realizar a cirurgia no qual depois desse período recebi alta para que fosse feito a autorização para realizar a cirurgia em outra data o qual foi autorizado no dia 30 de aw O setembro o qual para minha supresa após ser autorizado a cirurgia meu plano foi cancelado
QUEIXA,RECEPÇAO,QUALIDADE,"Muito tumultuado,super lotação"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita demora
QUEIXA,RECEPÇAO,ACOLHIMENTO,Paciente relata que alguns atendentes precisam do um treinamento.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Demora no atendimento. A pre cirurgia foi marcada para as 12:30 (internação).. fui internada mais de 15h e so fiz minha cirurgia quase as 18h
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Cirurgia marcada para as 8:00hs e só realizada as 1700 horas e passei a noite na sala de espera
QUEIXA,RECEPÇAO,QUALIDADE,Vários fatores
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Mais de meia horas esperando
QUEIXA,ADMINISTRATIVO,QUALIDADE,Péssima disponibilidade de leito. Falta de medicação
QUEIXA,TOTEM,QUALIDADE,"Não tivemos apoio ao totem, sempre que precisamos utilizar a recepção da obstetrícia temos dificuldades com as atendentes"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"minha mae com o femur fraturado, pediram pra tirar raio x do torax , ela ficou sentada horas em uma cadeira de rodas"
QUEIXA,RECEPÇAO,ACOLHIMENTO,A minha filha (a dona do plano. Mas pago por mim.) Não se sentiu confortável com o atendimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Sinceramente não posso acreditar que depois de mais de um mês  da morte dele vcs agora vem perguntar sobre isso
O Marcos faleceu depois dieta que deram errada pra ele
 Além de tudo não tinha o equipamento necessário para reentuba lo
Uma cirurgia que seria simples e foram dias de horror infecções sangramento  craniano
Falência dos rins
Sem falar que no atestado de óbito foi atestado sepsi 
O que nunca nos 37 dias de internação foi comunicado pra nós pais
Perdemos a razão da nossa vida
Já que não tinha preparo não tinha is equipamentos necessários"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Não ouve cirurgia alguma .... Apenas um procedimento ... De injeção ....
Vcs na Hapvida estão sendo enganados ...
Fizeram um circo como se tivesse cirurgia ... Foi autorizado até anestesia ... Para na hora do procedimento só foi aplicado uma injeção ....
Igualzinha a uma que fiz anos atrás em um consultório normal ....
Nada de cirurgia ...

Repito .... Foi armado um circo .... E vcs da Hapvida pagaram por coisas que não verdade não existiram. 

Uma delas foi a anestesia ... Me fizeram ficar quase 24 horas sem comer desnecessariamente ....
Fiquei mais de 12 horas em um local para fazer algo que fiz igualzinho a anos atrás em um consultorio e levou 1 no máximo 2 horas .... Tempo de espera de uma consulta"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"O tempo de demora do atendimento a cirurgia, solicitaram estar no hospital as 06:00 da manhã , cirurgia prevista para as 09:00 horas , ao chegar ao hospital as 5:45 fui informada de troca de plantão de atendente e foi colocada a minha ficha a atendimento apartir das 07:00 ."
QUEIXA,RECEPÇAO,QUALIDADE,O atendimento  péssimo
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demoro para o atendimento
QUEIXA,RECEPÇAO,QUALIDADE,Nao é a chegada do hospital e no atendimento telefonico é péssimo.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Pq pago convênio p ter apartamento...e sempre me levam p enfermaria
QUEIXA,TOTEM,FALHA NO APARELHO,Poderia ter mais agilidade no atendimento ! Quando não se consegue passar a digital e precisa ir até o balcão !
QUEIXA,MAQUEIRO,ACOLHIMENTO,"No preparo fui muito bem acolhida, mas indo para o quarto, o maqueiro me deixou lá sem ao menos me arrumar, tipo assim me jogou lá"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Foi terrível o meu primeiro atendimento foi tratada pior do que se eu estivesse no SUS
Prucurei até diretor ele mim respondeu que não podei fazer nada"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Cheguei  uma hora  antecipado portanto  demorei  umas duas horas na sala de  recepção
QUEIXA,RECEPÇAO,QUALIDADE,Alguns profissionais desatento .
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora e falta de informação
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Somente a espera normalmente a emergência está lotada, algumas vezes o totem está com problema"
QUEIXA,RECEPÇAO,QUALIDADE,"Sem informações, não tem orientações"
QUEIXA,RECEPÇAO,QUALIDADE,A paciente ficou muito tempo na maca e não consegui um coletor de urina.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,A demora pra conseguir leito
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorou muito
QUEIXA,RECEPÇAO,ACOLHIMENTO,Mal tratado ignorância falta de aconselhamentos
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,A cirurgia estava programada para às 8h e eu fui operada às 16h. Fiquei muito cansada e com muita sede devido ao longo jejum
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora enorme
QUEIXA,RECEPÇAO,ACOLHIMENTO,Muita demora na recepção para fazer a internação
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Boa noite a quem de direito; em 08/08/2025 cheguei ao hospital por volta das 23hs em alguns minutos fui atendida pelo médico porém a medicação só foi aplicada já era muito mais de meia-noite, porque eu fui procurar saber lá no setor de medicação, a partir daí eu com a minha acompanhante, porque eu tenho 72 anos de idade certo? ficamos sentadas naquelas cadeirinhas lá do fundo aquelas cadeiras dura desconfortaveis lá a noite inteira até por volta de 9 horas da manhã que um medico se manifestou dizer que tava vendo se existia possibilidade de eu ficar internada ou não aí me tiraram daquela cadeira dura e me puseram lá na sala de medicação onde eu esperei liberar uma cama para mim na na observação depois de muito tempo nem lembro que hora foi que eu fui para os quartos que eu fui realmente internada fiquei 4 dias do dia 8 ao dia 12 fui medicada  o meu problema  uma alergia que foi foi constatado o pênfigo bolhoso ou de escama no final, mas lá eles não chegaram nesse resultado não me passaram numa dermatologista segundo a médica que me atendeu era uma geriatra e ela disse que falou com uma com a médica e levou mandou foto porque tinha tirado foto de mim das bolhas que estavam no meu corpo e ela disse que era aquele medicamento que deveria ser ministrado. Saí do hospital e  passei no mesmo dia com a dermatologista que é que tá cuidando de mim até hoje, os medicamentos do hospital não resolveram meu problema; depois fechar um diagnóstico sem conseguir ainda a biópsia mesmo assim ela conseguiu acertar a medicação. Fui tratada fora do hospital Graças a Deus. Obs: por tudo isso a minha nota é média ok! Porém só falei isso porque vocês perguntaram."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Tive q para o médico e advogado p fazer a cirurgia c materiais devido
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não fui bem orientada
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora para ser internada
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Fiquei 24 horas numa maca esperando o convênio liberar a cirurgia,  com dor, sem nem poder beber água , se minha filha não tivesse interferido feio eu teria que ter ficado ums 3 dias ou mais esperando liberação"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Ela tem 91 anos, houve uma demora para internar, ficou três dias na emergência, achei um absurdo.
Os seguranças são radicais demais. Fui pedir uma informação no balcão de onde retirar os resultados dos exames, a mulher do balcão super grosseira e aí a outra pessoa viu e me orientou."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Demora no internamento
QUEIXA,RECEPÇAO,ACOLHIMENTO,O pessoal não da atenção devida.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Cheguei na recepção e me disseram que era na outra recepção, cheguei na outra recepção me disseram que era na recepção que eu já tinha passado."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Sim porque demorou muito tempo pra mim
QUEIXA,TOTEM,FALHA NO APARELHO,"Totem não estava prestando no momento da minha chegada, recepcionista não nos deu atenção suficiente"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita demora
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,ADMINISTRATIVO,ESTACIONAMENTO ,Valor estacionamento caro
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora só isso
QUEIXA,ADMINISTRATIVO,QUALIDADE,O pré operatório foi bem ruim para mim
QUEIXA,TOTEM,ACOLHIMENTO,Não fui informada se deveria ir ao totem ou recepção
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Demorou cerca de uma hora para me internar, sendo que cheguei no horário agendado"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"primeiro que minha tia faleceu.... e a partir dai é o problema... a mulher estava com cancer e um puta atendimento moroso... sabe... é triste mas acredito que tem muita gente que morre mas vcs carregam uma culpa fora da curva
minha tia teve herpes hospitalar... nao sei se por baixa imunidade mas são coisas que podiam ser evitadas.... alem de sofrem com a porra do cancer ainda sofreu com dores disso...."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"O atendimento foi de imediato, mas muito demorado até o início da cirurgia."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Pouca informação atendimento irregular
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Desculpe. Opção 4. Houve  uma cirurgia, o médico pediu fisioterapia,  foi negado o serviço.  Revoltante."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora nos procedimentos
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de informação
