elogio_ou_queixa.3,grupo.3,motivo.3,p4,comentario_p4
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,1.0,"Me fizeram esperar com dor, e o neném não estava saindo na cesária normal. O bebe acabou passando do tempo dentro da barriga e acabou defecando na bolsa. Com isso, fui levada as pressas para o centro cirúrgico para efetuar a cesária. O atendimento foi pessimo. Me mandaram pra casa em outros momentos em que o parto ja estava marcado para iniciar"
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,No momento do parto a médica cortou com bisturi a sombrancelha do meu bebê.
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,"Fui internada às 11:00, minha cirurgia aconteceu por voltas das 16:30 e as 21:00 a enfermeira passou dizendo que o médico havia me dado alta ... saí do hospital ainda sonolenta com o efeito da anestesia , com uma receita de remedio para dor e anti-inflamatório , sem ter tomado nenhuma medicação no hospital ... achei isso desumano"
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,"Só vi o médico na sala de operação, não veio fazer a visita do pós cirúrgico, quem me deu alta foi a enfermeira chefe do setor."
QUEIXA,MÉDICO ,ACOLHIMENTO,2.0,"Pouco suporte após a cirurgia, mesmo com as pernas enfaixadas não me ajudaram a levantar, após ter sangrado uma das pernas foi que a enfermeira informou que não poderia fazer esforço.
A mesma tbm ficou parada esperando minha irmã descer a cama, mesmo vendo que ela estava com dificuldade para compreender o funcionamento da mesma.
Com exceção da equipe de enfermagem antes da cirurgia que fez um acolhimento excelente, com muita atenção e as anestesistas que tbm foram muito atenciosas.
Fiquei super insatisfeita, o próprio médico cirurgião quem me operou não me deu praticamente  nenhuma orientação nem antes da cirurgia nem após, as meias de compressão me passou após receber alta, comprei as cegas pois não estava em condições de sair para comprar após a cirurgia.
Após sair tbm do centro de recuperação não me deram nenhuma medicação para dor, só estavam com pressa para desocupar o quarto e em menos de 3 horas me deram alta, com o retorno de apenas 2 atendentes da enfermagem para saber se estava conseguindo andar apenas e me dar alta."
QUEIXA,MÉDICO ,CONDUTA,3.0,"Como relatei, anteriormente, acredito que a culpa, não seja dos profissionais, apesar dos desencontros de informação de um plantão, para o outro e sim aos protocolos ilegais e ridículos, que são obrigados a cumprir, por exemplo fotografar os pacientes, sou formada em Administração Hospitalar e só não processei vocês, por falta de tempo e medo do que poderá acontecer com ela, apesar de pedir a Deus, que ela não seja obrigada a voltar neste hospital, segundo item mais agravante é a comida, dá a impressão que vocês tem um galinheiro e plantação de repolho."
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,,
QUEIXA,MÉDICO ,CONDUTA,1.0,"O médico não quis me atender pq cheguei atrasada,  MT longe da minha casa , não conhecia o local, me perdi"
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,3.0,Poderia orientar melhor sobre procedimento
ELOGIO/QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,"Novamente divido essa resposta em 2 turnos! 
Quem estava na madrugada do dia 30/06 para 01/07 foi pessimo! Eu estava com sangramento e dilatação e não me deixaram em observação. Me mandaram embora e quando retornei estava com meu bebê nascendo, por negligência dessa equipe!
Quem me atendeu no parto (turno das 7h do dia 01/07) foi maravilhoso, a partir dali eu fui muito bem atendida."
QUEIXA,MÉDICO ,ACOLHIMENTO,2.0,"Durante o parto perdi muito sangue, a equipe médica não teve nenhum cuidado posterior ao parto para que fizesse exames para ver como estava minha saúde. Recebi alta e ao passar mal, uma enfermeira viu que eu n tava bem e chamou uma médica q só então solicitou os exames. Precisei fazer reposição de sangue e logo após ainda tive uma infecção por conta do sangue q ficou acumulado na região da cirurgia."
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Qualidade das visitas em não ter local adequado para espera
QUEIXA,MÉDICO ,QUALIDADE,,
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,"Precisei ficsf na sene intensiva e a minha filha ficou com o meu esposo , porém, ele nunca tinha não tinha o entendimento  de cuidar um bebê e a minha mãe teve que ficar logo em seguida no outro dia, e não foi bem recepcionado não deixando ela entrar mesmo explicando ele iria sair em substituição"
QUEIXA,MÉDICO ,CONDUTA,4.0,Mal educados
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Os médicos chegam muito tarde na enfermaria pra falar com o paciente e sai rápido demais e vc fica as vezes sem saber o que fazer
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"Muitas vezes não passamos nem 5 minutos dentro do consultório porque buscam fazer um atendimento rápido, principalmente para largar no final do dia, mas não se atentam aos detalhes e individualidade dos pacientes, não levam em consideração todas as queixas, não se importam em explicar de maneira que o paciente entenda e muitos não prezam pelo atendimento humanizado"
ELOGIO/QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,"Eu estava na indução e uma médica não conseguiu fazer o exame de toque em mim, quando o médico do outro plantão fez tudo certinho. Depois que minha bolsa estourou, tinha mecônio, relatei a equipe médica e eles não deram muita importância. Eu tive que colocar uma fralda minha pra depois de um bom tempo ir mostrar a médica que o mecônio estava aumentando e aí sim ela fez o toque e me mandou para uma cessaria de emergência."
QUEIXA,MÉDICO ,QUALIDADE,1.0,"Negligência médica. Onde eu relatei dores na perna esquerda durante o trabalho de parto natural após a inserção da ocitocina, onde eu mesma a paciente solicitei o cesáreo após mais de 6h com essa dor que era maior que a da contração. Não fizeram absolutamente nada para me ajudar. Tive que esperar esse tempo todo de 6h e no parto cesáreo tive hemorragia, onde na qual, o meu corpo já estava dando sinal e não fizeram absolutamente NADA. A equipe médica do cesáreo extremamente competente, conseguiu reverter meu quadro de hemorragia. Foram 15 horas ao total de trabalho de parto natural até chegar ao bloco cirúrgico."
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,"A equipe estava sobrecarregada. Muito atendimento, muita cirurgia de emergência, e poucos capacitados no plantão. A madrugada do dia 03/07 foi um caos"
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,3.0,Falta de empatia e informação por parte da equipe médica.
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,1.0,"Minha internação foi pela manhã, meu parto iniciou-se somente às 20hrs. Tirando o fato de que me deixaram esperando na sala de cirurgia sozinha, durante uma 1hr,  por falta de anestesista"
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,Fiquei mais de 24 HS aguardando a visita de um neurologista no quarto.
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,2.0,"As visitas aos quartos do paciente eram muito tarde.
Eu fui trocada por outra paciente e quase faria uma cirurgia desnecessária.
O médico nos atendia muito rápido e sua explicação tbem era muito rápida de maneira que eu e nem meus acompanhantes entendiam."
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"Precisa-se de mais profissionais na área do atendimento de urgência pois os mesmos deixam a desejar, as infermeiras não estão preparadas. Os médicos tem que dar mais detalhes para o paciente ou melhor tem que ser mais claros a respeito do que será  feito"
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,2.0,"Primeiro que nem vi o médico,  e o horário marcado não foi respeitado . Muita demora pra algo já agendado"
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,"Primeiramente, não tenho reclamações quanto ao cirurgião. Eu cheguei bem cedo pela manhã, sentido dores terríveis decorrentes da condição ""síndrome da cauda equina"" em estado avançado, com paralisia das pernas, bexiga e intestino, e urinando na calça sempre que a bexiga enchia sem eu poder urinar, tudo por conta de dano grave na medula. Nesse sentido, eu estava munido de exames de imagem que mostravam a gravidade da situação, bem como laudo médico datado do dia anterior, requerendo internação e cirurgia imediata. Porém, mesmo diante de todos esses fatores, foi somente 16h30, após ser examinado por, pelo menos, 6 médicos diferentes - que chegaram todos na mesma conclusão inequívoca - que eu pude sair da enfermaria e ir para o quarto. Ademais, em vista das dores graves, os analgésicos ministrados (tramadol) não eram nem mesmo mais potentes dos que aqueles que eu estava tomando em casa sob prescrição (Tapentadol e Oxicodona intercalados) de médica que me atendeu duas semanas antes dentro do hospital da Hapvida. Passou-se muito tempo de agonia e choro, bem como súplicas minhas e de minha acompanhante, para que me fosse ministrado analgésicos mais potentes para, enfim, ter um mínimo de alívio naquela situação indigna."
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,1.0,"As informações não foram passadas com transparência. Eu tive que ir para a UTI, mas o tempo todo falavam que era rotina, não explicavam a gravidade do meu caso. O anestesista me furou 6 vezes para conseguir aplicar a anestesia antes da cesariana (eu não tinha contrações, estava imóvel,  ainda assim ele errava). Ao tirarem meu bebê não o deixaram comigo na Golden hour, já o submeteram a intervenções. Tive a sensação de correria devido ao horário, próximo à troca de plantão."
QUEIXA,MÉDICO ,EXAMES,3.0,Essa nota e para os dois dias que fui na emergência com muita dor na cabeça e não me pediram nenhum exame e ainda o médico falou que eu tinha que ir so oftalmo. Mas partiendo da ajuda do Dr Felipe coordenador do PA e dos demais médicos que após me atenderam dou nota 5
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,1.0,"NÃO GENERALIZANDO, MAS TAMBÉM DESPREPARADOS,SEM EMPATIA, SEM CORAÇÃO"
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,O médico não visitou antes da alta
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"Falta de acolhimento por alguns, visitas raras e muito pouca informação"
ELOGIO,MÉDICO ,ACOLHIMENTO,2.0,Não tenho o que reclamar sobre os médicos foram todos atencioso.
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,2.0,"O agendamento estava confirmado para as 7h00 da manha. Ao chegar as 4h00 como solicitado não fui informado que o horario estava errado. Só depois que questionei me informaram que o procedimento seria as 11h00. As 12h00 não me deram nenhum retorno, houve a troca do plantão e ninguem me informou nada sobre meu horario. Eu ja estava na emergencia trocado e fui realizar a cirurgia depois das 15h00. ( somente quando reclamei pela 3 vez) sai as 19h00"
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,"Estava colocando o errado todas as respostas é 1 ja relatei e não houve nenhuma melhora. Já tentei falar com um ser humano nesses convênio e não consigo, só falo com robôs"
QUEIXA,MÉDICO ,QUALIDADE,2.0,"Consequentemente no momento da avaliação da pediatra para alta no dia seguinte, o meu filho vomitou mais sujeira! Sendo necessário ficar mais 24h em observação e realizar nova lavagem intestinal, agora feita pela boca! Simplesmente a médica disse que ele ficaria e o ginecologista disse que eu estaria de alta! Não informaram nada, me deixando totalmente desesperada!Tive alta e meu filho não, a informação que tive foi: se a senhora tiver dor deverá passar em pronto socorro para tomar medicação. Totalmente um absurdo! Sou hipertensa e em momento algum a equipe de enfermagem verificou minha pressão e sinais, também não verificaram o bebê, somente entravam no leito e pediam a digital, para colocarem ali que estavam realizando os sinais, porém de fato não foi feito nada! Equipe da limpeza também só pediam a digital, mas recolhiam somente o lixo e nem o chão higieniza que por sinal ficou manchado com sangue desde o meu primeiro dia de internação.As meninas da copa foram muito atenciosas com as refeições e disso não tenho o que reclamar. Equipe médica e de enfermagem não realizam meta 1 (confirmação de nome e data de nascimento do paciente) o que é gravíssimo. Vi também ser ofertado fórmula para bebê sem apoio da enfermagem, simplesmente entregavam para os pais ofertar. Isso é um absurdo! No momento da alta fui liberada às 12h e demoraram tanto com os papéis que sai do hospital às 17h com muita luta da minha família para liberação, pois segundo a equipe havia muita alta e estavam juntando tudo para liberar de uma vez só!"
QUEIXA,MÉDICO ,EXAMES,3.0,Não deram atenção a devida atenção qto a realização de exames (tomografia) mta demora
QUEIXA,MÉDICO ,ACOLHIMENTO,,
QUEIXA,MÉDICO ,QUALIDADE,4.0,"Em relação à conhecimento: falando que tem exame para diagnosticar de nível de Síndrome de Down. No ultrassom morfológico havia a descrição de dilatação pielocalicial renal e apesar de recepcionarem com esse exame em mãos, não inseriram essa informação no prontuário. Na UTI tentei mostrar duas vezes esse ultrassom e não quiseram ver. Em nenhum momento chamaram uma nefrologista para acompanhar o bebê. Em 2 meses já foi internado duas vezes por infecção urinária em função dessa dilatação e somente após a segunda infecção foi analisado por uma nefrologista que disse que essas infecções poderiam ter sido evitadas e ele deveria ter sido analisado desde o nascimento."
QUEIXA,MÉDICO ,QUALIDADE,1.0,"foi um horror a primeira médica me diagnóstico certo, mais pela manhã trocou o plantão o médico não queria fazer o procedimento cirúrgico, tive que liga na ANS, por fim depois de tantos estresse e eu estar passando muito mal, resolvemos me levar de urgência para o centro cirúrgico."
ELOGIO/QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,"Bom o ortopedista de plantão foi péssimo, se quer foi saber o motivo pelo qual dei entrada na emergência, em.momento algum foi dar qualquer orientação ao paciente ou informat qual era a real situação do seu quadro. Um descaso. 
O cirurgião excelente se todos fossem assim seria ótimo. 
Médicos da visita razoável tem a impressão que eles tem muita pressa no atendimento  devido ao número de pacientes que tem pra atender."
QUEIXA,MÉDICO ,CONDUTA,,
QUEIXA,MÉDICO ,CONDUTA,1.0,"Sofri uma violência pela anestesista que se dizia médica não teve  paciência e não foi humana comigo e falava palavras de abusos comigo porque tá aiaiai se não tá doendo, falou que eu estava atrapalhando enquanto ela tava aplicando anestesia sendo que eu só falava que estava passando mal pra eles me segurarem aí eu continuava a fala que tava passando muito mal fiquei branca e ela falava que eu não era nem a primeira e nem a última a ganha bebê que era pra eu para e mais outras coisas que não gosto de lembrar o dr é coordenador do centro obstétrico presenciou as falas dela e ela também estava impaciente com ele. Meu filho também teve um corte na cabeça no parto e não falaram nada só quando deram banho nele que agente viu e as infermeiras viram e chamaram o pediatra."
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,Muita demora para passar no quarto
ELOGIO/QUEIXA,MÉDICO ,QUALIDADE,,"O atendimento da pediatra após o seu parto foi extremante faltosa. Pedi ajuda para amamentação, uma vez que minha filha necessitava de fórmula assim q nasceu ela teve problemas para mamar no peito. Falei para a pediatra q algo estava errado e ela com um leve sorriso me disse que a partir daquele momento eu iria conhecer minha filha d verdade, relatei q ela estava com dificuldade para pegar k peito ela disse pra eu falar com as enfermeiras virou as costas e saiu.  Por sua vez a enfermeira disse q a Fono deveria me auxiliar, no decorrer dos dias em casa tive sérios problemas com a amamentação precisei marcar uma fonoaudióloga no particular para fazer terapia para auxiliar a minha filha a pegar o peito adequadamente. Na verdade estou muito satisfeita com  a equipe cirúrgica! O acolhimento, empatia, questões técnicas, aviam o que estavam fazendo. Dra Rosa e o assistente q nak sei o nome, enfermeira Yasmin, anestesista Letícia ( se não me engano) foram muito queridos comigo. E apesar das dificuldades com minha bebê que tinha duas voltas de cordão umbilicalno pescoço, ela nasceu saudável!!!! Porém. como eu havia dito, a doutora pediatra deixou a desejar, não teve empatia, não levou em cobra o meu relato de que algo estava errado com minha bebê. A única preocupação da Dra Marina campana era verificar a glicemia para que minha filha tivesse alta. As ginecologista dou nota 3 fizeram oq tinha q fazer e ponto."
QUEIXA,MÉDICO ,QUALIDADE,1.0,"Filha do paciente diz que a médica que atendeu fez a ressonância e foi identificado o AVC mas não quiseram internar ele, teve que brigar por isso, pagou médico particular (neurologista) para que fosse feito laudo e mesmo assim teve resistência para a internação."
QUEIXA,MÉDICO ,QUALIDADE,1.0,"a não ser a demora do meu diagnóstico. Eu estava sendo acometido por um Enfarto e demorou quase uma hora para o diagnóstico. Mesmo sendo assistido, poderia ter tido resultados diferentes. Mas tudo ocorreu bem, fui dormir diagnosticado, logo em seguida foram feitos os procedimentos e tudo ok."
QUEIXA,MÉDICO ,QUALIDADE,2.0,"O tempo inteiro conversando sobre assuntos da vida pessoal na sala de cirurgia, anestesista entrou na sala sem dar um oi ou se apresentar, deu um remédio sem dizer o que era"
ELOGIO,4ª: área médica,QUALIDADE,5.0,tudo em especial as médicas que me operaram dra Manuela e dra Mariana foram mais que ótimas....gostaria muito que meu relato chegasse até elas mas dei que não será possível
QUEIXA,MÉDICO ,QUALIDADE,,o resultado da cirurgia não foi do jeito que esperava.
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"O contato com o médico cirurgião, foi  antes da cirurgia , e foi breve .Se apresentou e fez as perguntas de prache , não houve acolhimento .
Houve acolhimento do anestesista , que apesar da aparência jovial , conseguiu transmitir confiança sobre o processo anestésico , até mesmo no centro cirúrgico 
Quanto ao cirurgião , não o vi , pós cirurgia , quando acordei , a alta , receita  , atestado e recomendações estavam com a enfermagem"
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,"senti várias coisas: primeira, ainda no P.A, fui atendida por uma médica que: viu que eu estava com febre e plaquetas baixas e me diagnosticou com dengue sem nenhum teste conclusibo, apenas hemograma e aferição de temperatura. só na próxima visita, com uma outra médica, foi cogitado que eu estivesse com pneumonia e pedidos exames para concluir esse diagnóstico. durante a internação sinto que faltou clareza nas explicações médicas e ao fim da internação, tive alta com uma quantidade abaixo do recomendado de hemoglobina, mesmo sendo uma paciente de risco (pós transplante halogenico de medula em virtude da LLA Ph+). tive que fazer acompanhamento em outro hospital para sanar o quadro de baixa de ferro."
QUEIXA,4ª: área médica,QUALIDADE,1.0,"Minha mãe foi diagnosticada com inflamação nos pâncreas, deixou 2 dias sem comer e no final era infecção de urina."
QUEIXA,MÉDICO ,QUALIDADE,3.0,Não fizeram o teste do coraçãozinho na minha filha! Só percebi quando fui fazer o teste do pezinho no posto de saúde perto da minha casa.
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,,
QUEIXA,MÉDICO ,QUALIDADE,1.0,Paciente relata que no retorno foi atendida por outro médico pois o que fez a cirurgua não estava mais lá e este que a atendeu não tratou ela bem e agora marcou para outro.
QUEIXA,MÉDICO ,QUALIDADE,,"Diagnóstico errado, médicos atendendo com má vontade bebês com febre."
QUEIXA,MÉDICO ,QUALIDADE,,Foi mais no pós operatório O médico deu alta e mesmo está toda inflamada por dentro
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,5.0,"Desinformação, Sem pessoas disponíveis ao passar informações ao acompanhante. Demora para alta. Paciente passou a manhã quase toda a espera de uma assinatura para sair de alta que já teria sido informado verbalmente."
QUEIXA,MÉDICO ,QUALIDADE,5.0,O conhecimento é o atendimento
QUEIXA,MÉDICO ,ACOLHIMENTO,2.0,Não comparecia e no meu caso
QUEIXA,MÉDICO ,CONDUTA,2.0,Médico arrogante e sem paciência.
QUEIXA,MÉDICO ,QUALIDADE,3.0,"tive minha bebê numa cesariana, a pediatra demorou pra chegar no parto, as medidas que fizeram a cirurgia, tiveram que esperar ela chegar pra tirar minha bebê, enquanto isso eu fiquei aberta e minha bebê exposta aguardando ela chegar pra poder tirá-la."
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,A médica deu alta a minha filha com PCR e leucócitos altíssimos. Passou um antibiótico por 3 dias. No mesmo dia da alta quando cheguei em casa mi ha filha teve febre
QUEIXA,MÉDICO ,NÃO COMPARECEU ,3.0,O médico cirurgião não compareceu ao atendimento durante os 12 dias do pós operatório. Fui assistido pelos médicos plantonista.
QUEIXA,MÉDICO ,ACOLHIMENTO,2.0,"Nenhum médico se comprometia, de fato, com o meu quadro de saúde ou com a sua percepção sobre mim. Eles vinham, me olhavam, falavam alguma coisa e da próxima vez já era outro médico ou médica. Aconteceu de uma médica me examinar e falar algo sobre como eu estava, e não fez nenhum registro, e a próxima médica veio e falou outra coisa. E não tinha como provar o que a anterior falou, pois ela não havia deixado nenhum vestígio de que me atendeu.

Além do mais, as minhas medicações e alimentação chegaram atrasadas por diversas vezes."
QUEIXA,MÉDICO ,NÃO COMPARECEU ,3.0,"No parto em si, não teve obstetra, foi efetuado pela equipe de enfermagem e técnica"
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Não informaram o meu estado a familiares ! Me deixaram após a cirurgia na sala pós operatório até quase o momento da minha alta . Me deixaram sem se alimentar mesmo sabendo q sou diabética
QUEIXA,MÉDICO ,CONDUTA,2.0,"A Doutora..mesmo estado grave me colocou para fora do hospital,  eu gritando de dor,com muitas dores, tive sair do hospital e procurar ajuda em outro lugar , que constatou  a gravidade.. irresponsável, sem educação, não tem  condições psicológicas pela sua atitude.. não deveria estar atende como Médica..Somente a Dr de internação interna.. Decpcionada e viva para contar a história.. sofri demais .. espero providências cabíveis.. pois tomarei as minhas."
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Experiência dos funcionários heim atender
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Os horários das notícias não eram respeitados
QUEIXA,MÉDICO ,CONDUTA,3.0,Muitos medico passaram para nos ver mas a que fez a minha cirurgia se demostrou pouco empática e me causou mais preocupação do que calma
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,"O meu procedimento cirúrgico demorou muito mais do que o esperado para esse tipo de procedimento. 

Em consulta pós operatória fui informado de que uma ação foi mal realizada por uma pessoa da equipe o que causou o atraso no término da cirurgia e problemas por operatórios como excesso de inchaço e sangramento"
QUEIXA,MÉDICO ,CONDUTA,3.0,"a médica que me atendeu foi super ignorante, dizendo que não havia vaga para cesárea e que caso eu quisesse um leito deveria ir para outro hospital ou optar por parto de indução para que eu conseguisse um leito. Não entendi o porque para cesárea não teria leito e para a indução teria. Meu marido questionou ela e ela começou a falar alto e discutir dizendo que não era culpa dela e sim da recepção do hospital que não marcou a cesárea. 
A primeira medica que me atendeu dia 02/07/25 foi ignorante, discutiu com meu marido. Tentou de todas as formas me induzir a fazer o parto normal sendo que já tinha optado por cesárea. Nada acolhedora e profissional, mal educada. Uma obstetra deveria entender o lado da gestante e não forçar a aceitar o parto normal dizendo que se não aceitasse eu não teria leito, sendo que eu já estava de 41 semanas e não tinha nenhum dedo de dilatação, e não queria essa via de parto."
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,,
QUEIXA,MÉDICO ,NÃO COMPARECEU ,,Motivo de o médico não ter ido no quarto  e acho que nós tinha que sai daí como retorno marcado com mesmo medico
ELOGIO,MÉDICO ,QUALIDADE,1.0,"Rapidez, eficiência e empatia da equipe"
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"O primeiro médico que me atendeu foi péssimo, não me ajudou a subir na maca de exame e principalmente a descer, gravida de 9 meses e em trabalho de parto eu sofri para sair da mesa de exame, não olhava no meu rosto e nem falou comigo direito, ficou digitando no computador e no fim foi bem sucinto em falar que eu estava con 3cm e ia me internar.  Graças ao bom Deus que trocou o plantão e a médica que fez meu parto era muito mais atenciosa e foi super ligeira em perceber a urgência da situação se não tinha ganhado no banheiro do pré parto."
ELOGIO/QUEIXA,MÉDICO ,CAPACIDADE TECNICA,3.0,"O médico q me atendeu foi ótimo
Mas não tinha madico especializado da minha parte 
Então foi por isso"
ELOGIO/QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,"Atendimento otimo, mas muita demora para as visita ainda mais quando é emergencia"
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,Muito bom. Os médico no pronto socorro tem que dá mais atençao para os pacientes pois eu tive que vim da upa para Interna pois lá foi difícil  ser enternado
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"Tivemos a visita dos respectivos profissionais somente no dia da alta, houve apenas as perguntas padrões para a liberação,  mas não houve nenhum tipo de exame fisico para verificação da incisão"
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,1.0,fiquei esperando de 6:00 da manhã até 16:00 pra cirugia!
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,"Tô aguardando o retorno do médico até agora 
Depois de muita reclamação pra simplesmente marcar um retorno 
Tive em 3 emergências 
E no hospital 
Fiquei sabendo por meios de fofocas 
Que os médicos foram descredenciados 
Mesmo isso não sendo legal 
Não tenho nada de bom pra falar dessa equipe 
Até hj não sei ao certo oq foi feito e como foi minha cirurgia 
Um pouco caso dos médicos e do plano 
Isso tudo será salvo e arquivado"
QUEIXA,MÉDICO ,QUALIDADE,,
QUEIXA,MÉDICO ,ACOLHIMENTO,2.0,Deixaram a desejar no quesito retorno dos exames realizados e do quadro da doença do paciente. Eu que tive que andar atrás dos médicos o tempo todo para saber o que estava acontecendo com o meu marido
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,3.0,"Só fui visitada uma vez pelo médico antes de ir pra casa, acordei e não soube nada da minha cirurgia como tinha sido"
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Não houve acolhimento ou visitas pela equipe médica. Apenas houve uma breve conversa com o anestesiologista
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,A equipe médica demorava mais q o previsto para vir colocar meu comprimido
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,4.0,No primeiro hospital o atendimento foi muito bom mas contrapartida no segundo hospital minha mãe foi transferida não tinha informações e nem pessoas para resolver alguns assuntos.
QUEIXA,MÉDICO ,CONDUTA,3.0,"Alguns que se dizem ser médicos carregam a ética,empatia e a humildade em todo local,menos dentro deles."
QUEIXA,MÉDICO ,ACOLHIMENTO,2.0,"Não se preocuparam, sem atenção"
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,3.0,"Fiquei sem algumas informações importantes sobre a minha cirurgia, e o pós cirúrgico!"
QUEIXA,MÉDICO ,CONDUTA,2.0,Medicos de coração frio
QUEIXA,MÉDICO ,FALTA DE INFORMAÇÃO,3.0,Eles atendem muito ligeiro e nao avalia oq o paciente tem
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,Atendimento péssimo
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,1.0,"Fui internada com diagnóstico de pneumonia duo bacteriana, isso depois que os médicos viram a radiografia do tórax e exame de sangue. No dia seguinte, a médica  responsável pelo setor, não acreditando no meu diagnóstico, pediu uma tomografia e me mandou prá casa."
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,médicos pouco atenciosos
QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,Apenas não gosto da frieza como uma certa médica obstetra trata seus pacientes
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,1.0,"Foi uma negligência muito grande com ela , ela foi várias vezes ao hospital e vocês sempre falando que não era nada tivemos que pagar um especialista partícular para descobrir que oque ela tinha era um câncer de pulmão em estado avançado que não deu tempo de fazer nada pra ajudar ela  que foi onde ela veio a falecer, estou muito INSATISFEITA COM A NEGLIGÊNCIA QUE FIZERAM COM ELA, NAO INDICO PRA NINGUÉM."
QUEIXA,MÉDICO ,CAPACIDADE TECNICA,2.0,Um dos médicos que passou olhou muito por cima e qse manda meu pai embora sem perceber que a sonda havia se deslocado! Eu que mostrei! Meu pai também precisava fazer uma biópsia e não foi feita com a desculpa de que o hospital não fazia! Ou seja ele passou dias no hospital e ainda tem q fazer essa biópsia daqui uns dias! O plano não leva em consideração a condição do paciente de ACAMADO! A dificuldade de tirar um ACAMADO de casa!
QUEIXA,MÉDICO ,TEMPO DE ESPERA ,3.0,Visita demorada e muito precoce
QUEIXA,MÉDICO ,EXAMES,3.0,Recebi alta médica sem conseguir fazer um exame que preciso e até hoje não consegui fazer e dar início ao tratamento que preciso.
QUEIXA,MÉDICO ,ACOLHIMENTO,1.0,"Não fui atendida para a cirurgia, por isso a nota"
QUEIXA,MÉDICO ,QUALIDADE,3.0,
ELOGIO/QUEIXA,MÉDICO ,ACOLHIMENTO,3.0,"Excessão do Dr Sávio Machado que foi excelente.
Porém o Dr Antônio Rissoni foi o cirurgião torácico que eu só conheci no décimo dia de internação, dia em que ele, antes de me ver já veio com a papelada da alta pronta. Ou seja em 10 dias internado, com perfuração no pulmão, com um dreno no peito, ele nunca passou para me atender. Dr. Heitor Martins que me fez uma cirurgia no punho, nunca passou no quarto. Só o vi minutos antes da cirurgia, porque eu o chamei para me apresentar, do contrário eu nunca teria visto ele e nem vice versa"
QUEIXA,MÉDICO ,QUALIDADE,1.0,"Muito pior q o sus descaso péssimos médicos, os médicos sem instrutor alguma sem sabedoria."
QUEIXA,MÉDICO ,QUALIDADE,3.0,"O diálogo, informações, modo de falar do médico foi péssimo. Foi curto e grosso."
QUEIXA,MÉDICO ,QUALIDADE,1.0,Tenho uma doença autoimune e não tive acolhimento de médico presencial para o meu caso
