elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Cheguei em uma ambulância de aspecto muito mal, veiculo inapropriado para transporte, carece manutenção. Aguardei por mais de 12h até ser levado ao hospital e depois mais 8h para cirurgia, minha mãe que estava me acompanhando foi completamente mau tratada pela equipe"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,RECEPÇAO,QUALIDADE,"Na chegada, foi tudo muito bagunçado na recepção foi uma demora paciente chorando, pessoas reclamando banheiro sujo, eu mesma cheguei por volta das 5:30 e fui atendida para internação umas nove horas."
QUEIXA,RECEPÇAO,ACOLHIMENTO,N fomos muito bem recebidos
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Marcaram pra mim estão no hospital as 9 da manhã  chegui no horário,só fui fazer a cirurgia as 19:40 o dia inteiro sem comer nada mais de 16 HS em jejum achei um absurdo"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Recepção atendentes mal humorados insatisfeito mal educado quando questionamos segurança a demora do elevador foi constrangedor ele foi ríspido mal educado 
QUEIXA,RECEPÇAO,QUALIDADE,Atendimento na recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A consulta estava programada para 9 da manhã, mas eles operavam às 4 da tarde. :)"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Cheguei antes do horário que me pediram pra estar no hospital, chegando lá tive que pegar a senha e esperar 1 hora pra ser atendida."
QUEIXA,TOTEM,FALHA NO APARELHO,"O Totem em questão não estáva funcionando, eu já estava com muitas contratações e ainda assim não foi mim concedida a senha de prioridade. Fiquei aguardando a chamada no guiche, no meio de um monte de gente, mim causando constrangimento devido a dor"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Foi extremamente demorado para abertura da ficha, atendentes muito demorados, banheiro do local onde ficamos no momento da internação estava sujo e o local extremamente barulhento"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,RECEPÇAO,QUALIDADE,"Pediram para chegar as 08h30. Cheguei 08h00
Me chamaram para a enfermaria por volta das 10h30.
Fui chamado para o centro cirúrgico as 14h. até esse horário, fiquei numa poltrona desconfortável, sem nenhum auxilio. Mais de 15 horas sem tomar nem água."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Não gostei da recepção que tive, recepção dispersa não dando devida atenção aos pacientes quando chegam."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Cheguei às 04:00 da manhã,  subi para o atendimento,  depois da ficha preenchida às 13:30 , fiquei muito tempo aguardando na sala do pré operatório."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Ótima, fui muito bem orientada pela equipe da recepção fizeram toda triagem e confirmação de dados como nome data de nascimento, nome da mãe"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tinha ninguém pra informações
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita demora para realizar a internação! Com espera de mais de 1 hora
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Me passaram o horário de chegada, mas só me atenderam para abrir a ficha 2 horas depois. Fiquei 2:17 na recepção para fazer uma ficha, em jejum. Já os processos para a cirugia duraram o dia todo, e mesmo assim não a realizei. Um dia de espera e jejum para não concluir a cirugia, devido um processo de reação alérgica na pele, provavelmente causado por ansiedade e estresse do dia."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não gostei do atendimento
QUEIXA,RECEPÇAO,QUALIDADE,"Pessoal meio que perdido 
Vai pra lá depois volta pro mesmo lugar"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Tenho direito ao quarto e toda recepção, não me garantiu esse direito colocando meu filho na enfermaria"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A cirugia é marcada 11:30 da manhã eles mandam chegar 6 da manhã
ELOGIO,RECEPÇAO,QUALIDADE,Atendimento rápido ##1f64f####1f64f##
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Mau atendimento das recepcionistas  , mais tratos de enfermeiros  e a falta de suporte nos exames do RN no hospital"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita demora ##1f614##
ELOGIO,RECEPÇAO,QUALIDADE,Muito atenciosos
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Na recepção não tinha organização. Chegamos e aguardamos muito tempo sem orientação. Não tinha senha, tivemos que falar a ordem de chegada por que o recepcionista do turno não estava na mesa. Quando deu 7h ele bateu o ponto e foi embora e a moça que entrou no lugar dele teve que adivinhar quem chegou primeiro. Uma senhora ficou sem senha, chegou primeiro e eu tive que falar que ela chegou antes de todo mundo para ela não ser atendida por último. Uma bagunça."
ELOGIO,PORTEIRO,QUALIDADE,"Totem não estava funcionando, recepcionista ofereceu bom atendimento, porteiro foi okay"
QUEIXA,RECEPÇAO,QUALIDADE,"Tudo desorganizado, não tem uma entrada separada de emergência e pacientes orientado 
Entra tudo mesmo lugar, exposição muito grande pras gestantes e etc"
QUEIXA,RECEPÇAO,QUALIDADE,"Cadastraram minha digital com o dedo anelar que não passa a digital de forma algumas, e para fazer o recadastramento somente na Central o que nos deixa sem resolver o problema, porque não temos tempo para ir até lá para resolver o problema. Até por que foi gerado por colaboradores do mesmo (convênio)."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A cirurgia marcada para as 10 horas da manhã cheguei no hospital as 07 da manhã de jejum de 12 horas fui fazer a cirurgia as 20 horas da noite .
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Uma demora e espera de 3 horas! ABSURDO! 
QUEIXA,RECEPÇAO,QUALIDADE,Tudo muito desorganizado
ELOGIO,RECEPÇAO,QUALIDADE,Fui muito bem atendida por todos os profissionais
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Solicitaram que eu chegasse as 5:00 da manhã que minha cirurgia seria às 07:00. Fiquei aguardando na recepção da cirurgia sem nenhuma informação até que depois de 2 horas fui questionar de não ter sido chamada e para minha surpresa,  fui informada que minha cirurgia estava agendada para as 12:00 e que na verdade só aconteceu as 14:00"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Nosso convênio tem direito a quarto particular, internamos e ficamos no pré operatório a noite toda, após a cirurgia, foi encmainhada para o pós operatório a qual ficou por mais um dia e não foi encaminhada ao quarto. recebeu alta direto. sem acomodação correta."
QUEIXA,RECEPÇAO,QUALIDADE,"Fui a recepção para pedir informações,  a moça pediu para aguardar nos bancos ao lado. Por questão de 5 minutos eu ia perder a minha internação,  por uma informação errada."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Pediram p chegar as 4h e fui operada as 14h.
Percebi desorganização no preparo. Equipe de enfermagem procurando broca para parafusar a prótese. Isso me deixou apreensiva.
Acordei antes de terminar a cirurgia, estava anestesiada, mas sem sedação"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Durante a chegando uma demora no atendimento esperei 2 hospital pra fazer uma ficha pra ir pro quarto. Péssimo a recepção. As meninas tudo confusa do quarto onde iria colocar. Não avisaram ao meu esposo até hoje que sai da cirurgia. O chuveiro quebrado pro banho quente de mas pelando. Queimando a pele.  hospital péssimo
ELOGIO,RECEPÇAO,QUALIDADE,Durante a chegada foi tranquilo
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A entrada inadequada pois tive que subir uma rampa .  Mandaram chegar às 5 horas da manhã e a cirurgia aconteceu às 9 horas . 
Não tinha toalha disponível . A enfermeira questionou se eu havia levado toalha pois o hospital não tinha e eu teria que me lavar e me enxugar com um lençol. Me recusei a usar o lençol e com muito custo, ela a enfermeira apareceu com uma toalha embalada em um plástico amarelado e velho.  Pois bem, fui me lavar conforme solicitado apesar de não haver necessidade pois eu já havia tomado banho antes de sair de casa . O banheiro horrível sem local para dependurar a roupa,  chuveiro em um espaço com cadeira de banho nojenta, não ofereceram nem mesmo sabonete ."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Atendimento robô
QUEIXA,RECEPÇAO,QUALIDADE,Não tive tanta atenção na chegada. Já estava com dores e não fui bem orientada na hora de pegar a senha para que tivesse um atendimento mais rápido.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Marcaram a minha cirurgia pra 9 horas da manhã eu só fui entra pro quarto às 14 horas ou mais , ia pergunta e eles só falava q tinha espera pois não tinha q fazer e eu esperando no banco sentada"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Mais de duas horas na recepção aguardando para internar
QUEIXA,RECEPÇAO,ACOLHIMENTO,Foi muito  bem atendida
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muito tempo aguardando ser atendida
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demora no atendimento, atendentes pouco solicitas."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A internação estava marcada pras 7h00 da manhã e o horário da cirurgia seria às 10h00 chegamos na unidade às 6h30 da manhã e o Ravi ficou em jejum uma criança de quatro anos do sábado às 9h00 da noite até o outro dia às 4h30 da tarde quando foi feita a cirurgia a criança com fome chorando o tempo inteiro nós os pais preocupados com dó da criança que não podia comer não podia tomar água inclusive eu passei mal a minha pressão subiu desmaiei quando terminou a cirurgia eu precisei de cuidados fiquei na maca precisando de remédios esperando a minha pressão controlarum absurdo tivemos alta uma hora depois da cirurgia tivemos que ir pra casa a cirurgia infeccionou o meu filho teve que tomar Josefin na veia por sete dias foi muito dolorido muito sofrido pra gente
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Pessoal da recepção mau educado, com má vontade"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Atendimento na recepção sem muita atenção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demoras pra marcar especialista,demora no atendimento por telefone, não consegue marcar o mesmo pra acompanhar o diagnóstico,espero melhoras."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorou
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"No pós operatório demorou mais de 5 horas para descer para o quarto, pois não tinha leito disponível "
QUEIXA,RECEPÇAO,QUALIDADE,Demora para marcação de procedimento; impossibilidade de comunicação.  Péssimo atendimento.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Chegamos no Hospital no horário agendado e não tinha recepcionista no balcão de internação,  ficamos esperando por 20 minutos a recepcionista chegar no balcão"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de cordialidade e acolhimento no atendimento da recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A cirurgia estava prevista p/ às 15:00  e foi realizada às 18:00 segundo eu ouvi o atraso ocorreu devido à falta de organização.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Estava com uma cirugia marcada com data e hora , cheguei adiantado e fiquei duas horas aguardando na recepção para subir para uma quarto como procedimento normal , no entanto não foi isso que aconteceu , me levaram para um banheiro , coloquei minha mala com pertences e roupas em um saco plástico me deram um avental e eu já fui direto para preparação da cirurgia , eu não passei nem pelo quarto para já foi direto."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Minha cirurgia estava agendada para as 9:30 por motivo de erro na autorização pelo convênio, fui operada às 16 horad"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Muita demora para conclusão da internação
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento para uma emergência e burocracia para liberação de medicamentos e procedimentos
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Hospital lotado, poucos atendentes"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Demora na liberação do apartamento, com longa espera na recepção. Ao agendar uma cirurgia, deveriam ter tudo previamente organizado"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora para o atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Espera de 2 horas para entrar no pré-operatório
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,O hospital me mando estar as 07:00 da manhã em jejum sendo que eu fiz a cirurgia 21:30
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora da recepcionista para realizar a internação.
QUEIXA,RECEPÇAO,ACOLHIMENTO,Recepção caotica 
QUEIXA,RECEPÇAO,ACOLHIMENTO,Recepção caotica 
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Não foi indicado o lugar correto, onde deveria me direcionar. Demora de uma hora no atendimento."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,RECEPÇAO,QUALIDADE,"Paciente relatou que foi transferida do pronto atendimento da Parangaba e ao chegar, houve uma dificuldade de como incluir a paciente. Ela destaca que a recepção falava uma coisa e a médica fala outra."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tinha ninguém na recepção pediatra e ninguém no acolhimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,Acompanhante relata que ouve demora para emcaminha e falta de informações 
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Acompanhante relata que ouve demora para a liberação do leito 
QUEIXA,RECEPÇAO,ACOLHIMENTO,Acompanhante relata que houve demora para emcaminha e falta de informações 
QUEIXA,RECEPÇAO,ACOLHIMENTO,Acompanhante relata que não avia auxilio da recepção aonde os profissinais eram arrogante e não tiravam as duvidas.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Estava com uma alta demanda nesse dia e acredito que isso impacta todos os processos.
QUEIXA,RECEPÇAO,ACOLHIMENTO,Acompanhante relata que o hospital estava bastante lotado e não avia profissinais para auxiliar.
QUEIXA,PORTEIRO,QUALIDADE,"Não existe porteiro, não existe alguém que auxilie corretamente e organize as filas de prioridade na triagem."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Acompanhante relata que faltou um acolhimento adequado aonde foi preciso esperar horas para conseguir um leito sendo colocada no corredor ate o outro dia para conseguir um leito.
QUEIXA,MAQUEIRO,ACOLHIMENTO,"O porteiro foi atencioso a recepcionista tbm, mais o maqueiro eu né vi! Kkkk
Outra meu filho não fez cirurgia, ele ficou internado na sala de cuidados especiais"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Uma total falta de impatia pelo paciente prioritário
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,A demora ao consegui um leito
QUEIXA,RECEPÇAO,ACOLHIMENTO,Muitos sem noção super ignorante
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Meu filho é autista, ele foi submetido a exames porquê estava trinta é nove grau de febre vomitando é diarréia,cheguei às três é meia já eram nove horas num foi chamado para o retorno"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora no internamento
QUEIXA,TOTEM,FALHA NO APARELHO,Totem não estava saindo a pulseira e ficou uma fila enorme no balcão
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Atendimento super demorado, recebi meu papel de internação as 14:00 horas do dia 25/05 só subi pro quarto quase 2 horas da manhã."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Acompanhante relata que falta profissionalismo e empatia nos profissionais da entrada aonde o mesmo relata que ao chegar, o local parece um hospital publico."
QUEIXA,ADMINISTRATIVO,QUALIDADE,A internação clínica/enfermaria foi um descaso
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,Minha filha e deficiente passou a noite inteira na cadeira desconfortável na hora de subir pra enfermaria o maqueiro demorou muito ao ponto de eu ir atrás dele pois tinha sumido no hospital Antônio prudente pois no hospital santa Maria foi muito satisfeito
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A demora no atendimento, fui mais de 3 vezes com a pressão alta e não mim internaram quase morro com minha bb"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Falta de preparo dos colaboradores, demora no atendimento, pouco esclarecimento sobre os fluxos"
QUEIXA,RECEPÇAO,QUALIDADE,"Unidade extremamente lotada 
Tinha 40 pessoas na minha frente apenas para sala de medicação. 
Não existe uma triagem ou atendimento com classificação de risco para triar os mais urgentes. Eu estava com apendicite e só foi diagnosticado na minha terceira ida ao hospital."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Colaboradores antipaticos
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,Fui atendida rápida a demora é quando vai pra medicação ou quando se precisa de um maqueiro pois ele demora demais a vir
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,O atendimento demora muito.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora no atendimento de mais de 3 horas na emergênciade de gestante que  é uma prioridade. E a outra coisa a demora pra marcar um exame pra ter disponível daqui a dois meses
QUEIXA,RECEPÇAO,ACOLHIMENTO,Paciente relata que não ouve um acolhimento adequado.
QUEIXA,ADMINISTRATIVO,REEMBOLSO,Não recebi as meias de compressão que minha irmã me emprestou e o Hapvida se nega a me ressarcir
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Experiência bastante negativa desde o inicio na emergência do Trauma onde fiquei por certo período devido a não ter leito
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Não houve uma cirurgia eu cheguei no hospital conforme me indicaram o horário fiz todos os procedimentos mas nunca houve uma cirurgia
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Super lotação.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Demora no atendimento. Não queriam me atender, por eu ser de plano de administradora, teria que entrar em contato com eles por ter pago o boleto do mês em atraso... porém estava pago e não poderiam me negar atendimento!"
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Falta de Maqueiro suficiente 
Não tinha aparelho de pressão porque eu precisava ficar em monitorização.

Muita demora no atendimento"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Não há apoio na chegada do hospital. Recepcionista apenas falam o necessário se forem induzidas. Como fui a noite, há uma demora no atendimento. Retorno sempre muito demorado."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de acolhimento
QUEIXA,RECEPÇAO,QUALIDADE,"Devido a super lotação é impossível um bom atendimento, pela quantidade de profissionais"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Acompanhante relata que ouve demora na internação aonde chegou as  20:00 horas da noite e por indisponibilidade de leito so conseguiu a internação após as 11:00 da manha do outro dia. 
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Quantidade de profissionais insuficientes na recepção, muito paciente para poucos profissionais."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Paciente relata que não recebeu auxilio na entrada do hospital.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Pago apartamento e passei 3 dias na observação!
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Nunca tem suporte para atender ele, pelo fato dele ser obeso, os maqueiros sempre reclamam e nunca chegam perto para ajudar "
QUEIXA,MAQUEIRO,ACOLHIMENTO,FALTA DE MAQUEIRO
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Paciente relata que  ouve muita demora para conseguir a internação.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Paciente relata que  ouve muita demora para conseguir a internação.
QUEIXA,TOTEM,FALHA NO APARELHO,Totem as vezes fora do ar
QUEIXA,RECEPÇAO,QUALIDADE,As funcionárias assustadas e lentas em entender o processo
QUEIXA,RECEPÇAO,QUALIDADE,Foi a falta de informação
QUEIXA,RECEPÇAO,QUALIDADE,Paciente relata que falta organização na recepção aonde no retorno do medico não existe alinhamento com  a troca do profissional.
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,Paciente relata que foi preciso esperar cerca de 15 minutos para conseguir uma cadeira de rodas.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"desorganização, informaram que estaria internado , depois de muito tempo nãotinham solicitado a internação. precisamos fazer reclamação para que o medico fazer todo processo novamente"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Os serviços de medicação bastante lotado e demorado, paciente é preferencial e ainda assim, muita demora!"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Pagamos por apartamento
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Não tem atenção, não tem empatia, não se mostra solidário, não atende com cordialidade. Quer dizer, parece que estão fazendo um grande favor."
QUEIXA,PORTEIRO,ACOLHIMENTO,Porteiro do hospital Santa Maria negou acesso da família em horário de visita
QUEIXA,MAQUEIRO,ACOLHIMENTO,Paciente relata que ao chegar não recebeu auxilio e não avia maqueiro para ajudar.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Paciente relata que ouve demora no atendimento e que não avia cadeiras de rodas disponiveis.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Acompanhante relata que não avia lento aonde o paciente precisou ficar na sala de acolhimento por 6 dias com isso o mesmo relata que acabou adquirindo uma bactéria nos olhos.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A falta de empatia é a demora.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Pediram para chegar as 05:00 da manha cheguei no horário combinado , mas a cirurgia, so começou as 14 horas , após a finalização da cirugia fiquei mais de três horas no centro cirúrgico , pois não tinha vagas no pós operatório, e para ter uma vaga no apartamento foi outra espera incrível , a cirurgia foi de meia noite e so fui ao quarto após as meia noite  , enfermeiras muito despreparadas não sabem informa corretamente , querendo sempre jogar a responsabilidade para diferença ou para a proxima equipe resolver as enfermeiras do pos operatorio , por esse motivo cancelei meu plano e o do meu filho tambem , fiquei extremamente decepcionado ."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora para me atender o recepcionista nem no balcão estava
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de atenção e informação por a metade da recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Cheguei as 8h da manhã e só consegui ser encaminhada para internação as 17h da tarde
QUEIXA,ADMINISTRATIVO,QUALIDADE,Eu fui maltratada pelo diretor James e Almir eu fui chamada de psicopata e entre outras coisas fui humilhada hoje estou com meu psicológico mental e emocional muito emotivo eu mal consigo ir no hospital estão espero que resolva isso por causa disso tudo já tentei suicídio 5 vezes pq nunca fui tão maltratada e humilhada e expulsa por James e Almir eu peço socorro pq eu não consigo ver o diretor que eu passo muito mal e ser os donos da Hapvida quiser falar comigo eles podem me ligar
QUEIXA,MAQUEIRO,ACOLHIMENTO,PAciente relata que não avia maqueiro para auxiliar.
QUEIXA,RECEPÇAO,ACOLHIMENTO,Péssimo atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,A demora e a mal educação dos recepcionistas
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Atendimento normal,não diria que é bom e nem ruim."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tempo de espera
QUEIXA,RECEPÇAO,ACOLHIMENTO,Fui muito bem recebida
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Não foi realizado cirurgia,  somente internação para tratar inflamação da vesícula. A cirurgia ainda não foi marcada, será no mes de agosto  após consulta."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorado e sem esclarecimento
QUEIXA,MAQUEIRO,QUALIDADE,Chegando na urgência do hospital não tinha maqueiro eu que tive que conduzir minha sozinha mãe até o totem é demais serviço como RX
QUEIXA,ADMINISTRATIVO,FALTA DE MATERIAIS,Muito tempo de espera por falta de medicamentos
QUEIXA,PORTEIRO,ACOLHIMENTO,Porteiro super ignorante
QUEIXA,RECEPÇAO,QUALIDADE,"Cheguei sangrando mt , estava de bolsa e mesmo assim vazando, com mt dor , e ainda tive q faze procedimento do toten"
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Gostei da recepção, do medico na porta porém a falta de maqueiro e o medico que fica na ilha não foi legal l atendimento"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Paciente relata que ouve demora para conseguir um leito aonde foi preciso esperar serca de 6 horas.
QUEIXA,TOTEM,FALHA NO APARELHO,"Minha mãe faz uso do reconhecimento facial e o msm ainda é difícil, devia ter outra forma mais rápida p facilitar"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Péssima atendimento
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Falta de informação, muita burocracia. Estava em trabalho de parto, maior problema para eu conseguir pagar o parto particular, desde das 10h da manhã só consegui pagar 20h da noite com muita dor e falta de informação, falavam que não tinha leito o que jamais deveriam fazer com uma mulher em trabalho de parto. 

Já na hora do parto, a equipe foi maravilhosa, fui bem atendida 

No Pós parto me deixaram na sala de parto porque falaram que não tinha leito na enfermaria e lá me deixaram com fome 24h tive que fazer briga pra ganhar um café da manha, não queriam nem deixar subir com comida para mim, tive que fazer briga."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Poucos profissionais para muita demanda.
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não há acolhimento
QUEIXA,RECEPÇAO,QUALIDADE,Organização falta muito
QUEIXA,RECEPÇAO,QUALIDADE,"Na entrada fiquei aguardando muito tempo.
E houve sumiço no papel de internação ."
QUEIXA,ADMINISTRATIVO,REMARCAÇÃO,1 Fui internado fiz uma biópsia já saiu o resultado mas não consigo marcar a consulta e nem consego falar com o responsável da internação estou sentindo dor estou indo práticamente todos os dias para a emergência estou tentando falar com vcs para abrir uma reclamação preciso de urgência consultar com o médico do rins para levar o resultado do exame quando chego na emergência pra tentar falar com um responsável ninguém resolve o meu caso se eu chegar a perder o meu rins vou processar o plano pois isso e um descaso
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Lentidão, devido a demanda muito grande de pessoas pra ser atendida"
ELOGIO,ADMINISTRATIVO,QUALIDADE,"O acompanhante da paciente elogia todo o atendimento no hospital, desde da recepção até a alta."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Acompanhante do paciente relata que foi a primeira vez que o mesmo precisou do serviço do plano de saúde, e que foi a pior experiência que o paciente teve. Reclama que, da mesma forma que o paciente entrou, ele saiu, sendo que a situação do paciente era de urgência, pois o mesmo é idoso e foi diagnosticado com artrose severa, ruptura do manguito rotador, sendo que o mesmo já possuía quadro álgico e fazia uso de morfina. E mesmo assim teve alta, sendo alegado que a indicação cirúrgica seria de forma eletiva. Destaca que, mesmo solicitando, por escrito, um parecer de um profissional ortopedista da área que o paciente precisava, no caso, especialista em ombro, só conseguiu atendimento com ortopedista especialista em joelho. Reclama mais uma vez que o atendimento no hospital foi péssimo. Destaca também que um dia antes da internação, o paciente passou por um atendimento nesse mesmo hospital (HOSPITAL GUARAS), e que ele entrou às 22h com muita dor e saiu às 04h da manhã ainda com o mesmo problema. Reclama que só conseguiu a internação do paciente após relatar todo o ocorrido para o chefe da equipe de internação, Dr. Ricardo reconheceu que houve uma conduta errada no atendimento. O acompanhante do paciente destaca também que, na internação, ocorreu o mesmo tipo de atendimento. Reclama que o plano não dispõe de um profissional ortopedista especialista em ombro, e que o paciente está desde abril tentando conseguir solucionar esse problema de saúde, e que foi necessário fazer tudo de forma particular em outro hospital. Finaliza reclamando que houve um descaso total com o paciente, por parte do Hapvida, e que entrou com uma ação no poder judiciário sobre esse caso, e que a mesma já foi deferida."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Funcionários mal educados, totem quebrado, ambiente lotado"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"A mãe da paciente reclama que não está conseguindo consulta com um neuropediatra para sua filha, que é autista, e que todos os encaminhamentos são apenas para neurologista que não possui especialidade em pediatria. Relata que só fez esse plano para conseguir acompanhamento para sua filha com neuropediatra. Destaca que, se isso não se resolver, ela vai dar entrada num processo e vai rever a permanência no plano."
QUEIXA,RECEPÇAO,QUALIDADE,As informações não achava claras
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,A demora para a aprovação da internação  a falta de exames que seria pra ser feito enquanto estava internada
