elogio_ou_queixa.1,grupo.1,motivo.1,p2,comentario_p2
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,"Com fisioterapeutas da UTI não fizeram fisioterapia de respiração, alegaram lá que eu rejeitei fazer,  sendo que nem vieram a mim pra fazer. Desci pra enfermaria tossindo muito e eu pedindo fisioterapeuta e a médica não preescrevia. No terceiro dia a fisioterapeuta ficou curiosa do lá comigo e fez a fisioterapia respiratória  comigo foi quando minha tosses pararam e só no 4° dia de alta a doutora prescreveu pra eu fazer antes de sair. Assistente social me agendou para outro médico sendo que era pra eu voltar com o cirurgião, tentei contato com ela, não tive respostas. Os outros não tive contato."
,NÃO SE APLICA,,2.0,Até agora não tivemos contato com esses especialistas
,NÃO SE APLICA,,3.0,Não tive acesso a essas especializações
,NÃO SE APLICA,,1.0,"Pois n apareceu nenhum desses profissionais citados ficamos de quarta a sábado e nenhum dos profissionais apareceu, achei um cúmulo pois e é uma criança com Pc nível 4"
,NÃO SE APLICA,,1.0,Nem me atenderam
,NÃO SE APLICA,,1.0,Não sabia que tinha e não usei
QUEIXA,TODOS,QUALIDADE,1.0,Pouca informação e muita demora no atendimento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não tive esses atendimentos
,NÃO SE APLICA,,1.0,Não tive esses atendimentos
,NÃO SE APLICA,,3.0,Não tivemos atendimento com estes especialistas
,NÃO SE APLICA,,3.0,Que eu saiba não teve esse atendimento. Fez cirurgia de pele da orelha
,NÃO SE APLICA,,2.0,Não tive atendimento de nenhum desses profissionais
,NÃO SE APLICA,,2.0,Não tive atendimento com nenhum profissional citado
,NÃO SE APLICA,,1.0,"Não se aplica, não tive acompanhamento de nenhum desses profissionais"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,"Não houve insatisfação, apenas não houve necessidade de atendimento destes profissionais"
,NÃO SE APLICA,,3.0,Não se aplica a cirurgia que fiz
,NÃO SE APLICA,,1.0,"Não, tive necessidade destes profissionais"
,NÃO SE APLICA,,3.0,Não tive contato com nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não tive atendimento de nenhum desses profissionais
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,"Não reconheço esse procedimento. 
Eu e minha família nunca estivemos neste hospital. E não conhecemos essa médica."
,NÃO SE APLICA,,2.0,Não foi necessário o atendimento por estes profissionais e na resposta da pesquisa não tem a opção Não se aplica
,NÃO SE APLICA,,1.0,Não tive acesso a esses profissionais
QUEIXA,TODOS,ACOLHIMENTO,,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,"Gostaria de registrar minha insatisfação em relação às sessões de fisioterapia conduzidas pela profissional Elaine que fiz (30) sessões e (10) sessões pela profissional Amanda. Durante o atendimento, percebi que as técnicas pouco eficazes, ausência de acompanhamento adequado, pois ficava mais no computador digitando, e também a repetição dos mesmos exercícios nas sessões, sendo que é somente (30) minutos cada sessão. Sinto que meu tratamento não está evoluindo conforme o esperado e isso tem me causado frustração."
,NÃO SE APLICA,,2.0,"Não tive esse acompanhamento de especialidade, não tem como avaliar"
,NÃO SE APLICA,,3.0,Teve não
,NÃO SE APLICA,,1.0,Não tive contato com nenhum
QUEIXA,ASSISTENTE SOCIAL,NÃO COMPARECEU ,1.0,"Já precisei de um assistente social, não me indicaram pra relatar um acontecimento na unidade Fernandes Lima"
,NÃO SE APLICA,,1.0,"Voces perguntaram fisioterapeuta, assistentes sociais, psicóloga e fonoaudiólogos, eu não tive contato com algum com esses profissionais, não posso avaliar um atendimento sobre eles.
Se caso a pergunta fosse a respeito da equipe Médica que fez a minha cirurgia teria outra avaliação e com certeza muito satisfatório"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Coloquei essa média pois não fui atendida por esses profissionais mencionada na pergunta
,NÃO SE APLICA,,1.0,Nenhum foi fazer esse acompanhamento
QUEIXA,TODOS,QUALIDADE,3.0,Conversam mais do que dão assistência aos pacientes
,NÃO SE APLICA,,1.0,Não tive esses atendimentos
,NÃO SE APLICA,,3.0,"Não estou insatisfeita , só não utilizei o serviço"
,NÃO SE APLICA,,2.0,Não tenho como avaliar não passei por nenhum
,NÃO SE APLICA,,1.0,Não passou nenhum deles
,NÃO SE APLICA,,3.0,Não passamos por esses profissionais
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tive esse atendimento
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,3.0,"Usei a assistente social uma vez pq o médico atrasou quase 3 horas para atender minha mãe, e não serviu de nada"
,NÃO SE APLICA,,1.0,Não realizei o procedimento que foi agendado sem o meu consentimento.
,NÃO SE APLICA,,3.0,Eu não tive nenhum deste acompanhamento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,"Na verdade não teve insatisfação... eh pq não teve fisioterapeuta, nem assistente social, nem psicólogo E nem fono...
Já a cirurgia e a médica são MARAVILHOSAS"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,Nao tive esses atendimentos só da fisioterapia e mesmo assim nao gostei
,NÃO SE APLICA,,3.0,"Não tive contato com esses profissionais, não posso avaliar"
,NÃO SE APLICA,,1.0,Não tive nenhum desses atendimentos
,NÃO SE APLICA,,3.0,Não passei por nenhum desses profionais no dia e pós cirurgia
QUEIXA,TODOS,QUALIDADE,3.0,"Falta de organização,  falta de profissionais"
,NÃO SE APLICA,,1.0,Não tive esse atendimento
,NÃO SE APLICA,,3.0,Não fiz uso desses profissionais
QUEIXA,TODOS,QUALIDADE,2.0,Só passou no quarto e não me deu nenhuma orientação
QUEIXA,TODOS,QUALIDADE,3.0,Achei que tive alta muito cedo
,NÃO SE APLICA,,3.0,Não foi realizada a cirurgia
,NÃO SE APLICA,,1.0,"Nenhum dessas opções aí dita na pesquisa chegou a fala comigo na sala de cirurgia,após o procedimento"
,NÃO SE APLICA,,3.0,Não precisei
,NÃO SE APLICA,,1.0,Nenhum dos profissionais citados foram até o quarto após a cirurgia
,NÃO SE APLICA,,,Não tenho interesse
,NÃO SE APLICA,,2.0,Não tenho como avaliar pois não fui atendido por nenhum
,NÃO SE APLICA,,1.0,Não recebi visita de nenhum desses profissionais
QUEIXA,TODOS,QUALIDADE,2.0,Não gostei  ponto
,NÃO SE APLICA,,2.0,Nao tive acesso a esses profissionais até o nutricionista oncologista só tem vaga para novembro
,NÃO SE APLICA,,3.0,Não tive atendimento com esses profissionais
ELOGIO,TODOS,QUALIDADE,3.0,Atendimento muito rápido
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,"Nunca tive atendimento com assistente social,  psicólogo e a fisioterapia pélvica que fiz com a Samara foi péssima, pois ela só ficava no celular"
,NÃO SE APLICA,,3.0,Não tive atendimento com nem um desses profissionais
,NÃO SE APLICA,,1.0,Não houve esses profissionais no atendimento
,NÃO SE APLICA,,3.0,Não tive contato com eles
,NÃO SE APLICA,,2.0,Não fui atendida por nenhum desses
,NÃO SE APLICA,,3.0,Nenhuma. N tive contato
,NÃO SE APLICA,,3.0,Não tive contato
,NÃO SE APLICA,,1.0,Não tive atendimento com esses profissionais
QUEIXA,TODOS,QUALIDADE,3.0,"Assistente social nao tive acesso
Demais profissionais pouco tempo de atendimento nao permite que seja oferecido o tratamento necessário"
QUEIXA,TODOS,QUALIDADE,2.0,Faltou comunicação  e esclarecimento sobre o procedimento.
,NÃO SE APLICA,,1.0,Nao tive
QUEIXA,TODOS,QUALIDADE,,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,Mais atenção por parte da fisioterapia
QUEIXA,FONOAUDIOLOGO,NÃO COMPARECEU ,2.0,Não tive atendimento com a fono no dia que minha filha nasceu
,NÃO SE APLICA,,2.0,O motivo da minha insatisfação foi que nenhum desses profissionais não falaram comigo.
,NÃO SE APLICA,,2.0,Eu não tive esses profissionais
,NÃO SE APLICA,,3.0,Não tive atendimento com eles
,NÃO SE APLICA,,1.0,Não fui atendida por esses profissionais
,NÃO SE APLICA,,3.0,Nem me lembro que passaram
,NÃO SE APLICA,,2.0,não recebi esse tipo de atendimento
,NÃO SE APLICA,,3.0,Não usei
,NÃO SE APLICA,,1.0,Não tive os atendimentos descritos.
,NÃO SE APLICA,,2.0,Não posso havaliar pois não fui atendida por nem um desses equipe
,NÃO SE APLICA,,3.0,Não passei por este atendimento
,NÃO SE APLICA,,3.0,Simplesmente pra mim não teve
,NÃO SE APLICA,,3.0,Não tem na minha cidade
,NÃO SE APLICA,,3.0,Não fui atendida por esses profissionais
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,2.0,Eu e Outras Mães Fomos Fazer Reclamação No Serviço Social e Não Obtivemos Retorno Satisfatório
ELOGIO,TODOS,QUALIDADE,3.0,Equipe muito boa me acolheu super bem!
,NÃO SE APLICA,,2.0,Na verdade não tive atendimento com esses profissionais
QUEIXA,TODOS,QUALIDADE,3.0,Desorganizado
,NÃO SE APLICA,,3.0,Como já tinha falado não tive os cuidados desse profissionais
QUEIXA,ASSISTENTE SOCIAL,ACOLHIMENTO,3.0,Se tem um problema no hospital a gente quase não encontra assistente social psicólogo a gente quase não consegue uma consulta
,NÃO SE APLICA,,1.0,Não tive contato com nenhum deles.
,NÃO SE APLICA,,2.0,"Não tive nenhum atendimento de fono, psicólogo ou assistente social"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não tive esse serviço
,NÃO SE APLICA,,,Não tenho interesse
,NÃO SE APLICA,,3.0,Não tivemos contato com esses profissional
,NÃO SE APLICA,,2.0,"Não tive atendimento desses gêneros.
Não tive fisioterapia 
Nem psicólogo."
,NÃO SE APLICA,,2.0,Não  tive  esses  atendimentos
,NÃO SE APLICA,,1.0,Não tive nenhum amparo!!!
,NÃO SE APLICA,,3.0,"Não teve insatisfação, é que na verdade nem tive contato com estes profissionais... Então por isso a nota média"
,NÃO SE APLICA,,1.0,Não tiver a visita de nenhum um deles
QUEIXA,TODOS,QUALIDADE,2.0,Não deram nenhuma atendimento a ele mandaram pra casa sem dietas sem cuidados e também mandaram pra casa horas após a cirurgia sem repouso hospitalar
,NÃO SE APLICA,,1.0,Não passei nesses especialistas
,NÃO SE APLICA,,3.0,"Sobre fisioterapeutas... As clínicas que me indicaram a passar, se encontram muito longe de onde eu moro, tendo de me locomover de ônibus, metrô e ônibus, por está razão na qual preferir fazer minha fisioterapia pelo SUS.. 
Já a questão de psicólogos e fonoaudiólogos, até a presente data ninguém foi recomendado a mim, entao não posso avaliar estes mesmos!!!"
,NÃO SE APLICA,,1.0,Então fiz a cirurgia e não deu certo tenho que fazer outra cirurgia e até agora não me ligaram para remarcar ou agendar outra
,NÃO SE APLICA,,4.0,Não tenho interesse
,NÃO SE APLICA,,1.0,Não recebi atendimento de nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não tive nenhum atendimento dessa equipe.
,NÃO SE APLICA,,3.0,Não usei
,NÃO SE APLICA,,3.0,Não tive necessidade deste  profissional
,NÃO SE APLICA,,3.0,Não utilizei esse serviço.
,NÃO SE APLICA,,1.0,Não tive esses atendimentos durante o atendimento.
,NÃO SE APLICA,,3.0,Não tive contato com equipe destas especialidades
,NÃO SE APLICA,,1.0,Não tive fisioterapia. Pelo visto houve uma falha.
QUEIXA,TODOS,ACOLHIMENTO,2.0,Sem suporte
,NÃO SE APLICA,,1.0,Não necessitou de atendimentos com essas especialidades
,NÃO SE APLICA,,3.0,Na verdade nao e uma insatisfação porque eu nao tive atendimento com esses profissionais
QUEIXA,PSICOLOGA,ACOLHIMENTO,2.0,"Não consigo consulta  com psicólogo , já tentei por várias vezes"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,Precisei da fisioterapia e só foi 1 vez e não fez nada praticamente
QUEIXA,TODOS,QUALIDADE,1.0,Atendimento péssimo
,NÃO SE APLICA,,3.0,Não chegou nenhum desses profissionais pra falar comigo
,NÃO SE APLICA,,2.0,"N houve esses profissionais, nesse período do procedimento"
,NÃO SE APLICA,,1.0,Não tive visitas de nenhum desses profissionais
,NÃO SE APLICA,,1.0,Nao tive nenhuma assistência desse tipo
,NÃO SE APLICA,,1.0,Não tive atendimento de nenhum desses profissionais no hospital durante os dias que estive lá. Então não tenho como avaliar.
,NÃO SE APLICA,,1.0,Não houve insatisfação com a equipe
,NÃO SE APLICA,,,Não tive contato com esses profissionais. 
,NÃO SE APLICA,,3.0,"Não houve esse atendimento, não passei por essa equipe, não foi nescessário"
,NÃO SE APLICA,,2.0,Não passei com nenhuma dessas especialidades
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,"Não de um todo!
A fisioterapeuta que não funciona nem.
Só funciona no final"
,NÃO SE APLICA,,2.0,Não existe isso em funcionamento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Esses profissionais não apareceram enquanto minha filha estava no hospital
,NÃO SE APLICA,,3.0,Não tive atendimento com essas especializações
,NÃO SE APLICA,,1.0,Não tive atendimento de nenhum dos profissionais citados
,NÃO SE APLICA,,1.0,Não passei com esses profissionais
QUEIXA,ASSISTENTE SOCIAL,ACOLHIMENTO,1.0,Assistente social pressionando para que saísse do hospital para aguardar liberação de material cirúrgico pelo convênio
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"Primeiro fui em uma clínica que vocês me mandaram na guia, no dia da avaliação tinha vários adultos grandes em uma sala super pequena , onde dois deles tentando fazer os exercícios sem bater em ninguém, a profissional fazendo uma avaliação de uma outra pessoa e quando chegou a minha vez ela simplesmente perguntou o que precisava, relatei e falou você está dispensada sem ao menos ver os exames que levei, fiquei mais de uma hora esperando para nada , nem um ambiente adequado"
,NÃO SE APLICA,,3.0,Eu não tive atendimento com esses profissionais
ELOGIO,FISIOTERAPEUTA,QUALIDADE,3.0,Só fui atendida pelos fisioterapeutas. Muito bom
,NÃO SE APLICA,,1.0,"Não tive esse atendimento.
Não foi necessário"
,NÃO SE APLICA,,,
QUEIXA,PSICOLOGA,QUALIDADE,2.0,"O serviço social veio falar comigo sobre o fato de eu nao poder comer comida de fora, sendo que passei o temoo todo no hospital sem comer, uma psicóloga veio me atender e mais falava da experiência dela do que a minha terapia"
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum desses profissionais
,NÃO SE APLICA,,3.0,"Nunca realizei atendimento com esses profissionais citados, portanto não posso avaliar positiva ou negativamente."
,NÃO SE APLICA,,1.0,Não existe esse equipe no dia
,NÃO SE APLICA,,3.0,Não tive esse atendimento
,NÃO SE APLICA,,3.0,Não tive nenhuma dos atendimentos
QUEIXA,TODOS,ACOLHIMENTO,3.0,So tivemos o atendimento da assistente social porque eu precisei das outros não tivemos
QUEIXA,TODOS,ACOLHIMENTO,3.0,foram aínda poucos sem atenção.
,NÃO SE APLICA,,3.0,Eu não tive acesso a equipe
,NÃO SE APLICA,,3.0,Não usei
,NÃO SE APLICA,,3.0,Nao tive atendimento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Nao falei eles quando estava no hospital
,NÃO SE APLICA,,5.0,Não tive atendimento com tais profissionais.
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive contato com nenhum desses profissionais
,NÃO SE APLICA,,2.0,Não tive atendimento com nenhuma dessas especialidades
,NÃO SE APLICA,,,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,,
,NÃO SE APLICA,,2.0,Não tive nenhum desses profissionais durante meu atendimento no hospital.
,NÃO SE APLICA,,3.0,Não teve atendimento com psicólogo.
,NÃO SE APLICA,,1.0,Não  se aplica
,NÃO SE APLICA,,3.0,Não tive acesso a esses profissionais
,NÃO SE APLICA,,3.0,"Não posso avaliar de verdade, pois não tive contato com nenhum desses profissionais."
,NÃO SE APLICA,,3.0,"Não houve atendimento por parte desses profissionais, logo não tem como avaliá-los."
QUEIXA,TODOS,QUALIDADE,2.0,Muito burocrático
,NÃO SE APLICA,,3.0,não tive acompanhamento com psicologo nem fono
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Pq nunca fui atendida nesta especialidade
,NÃO SE APLICA,,2.0,Não utilizei o serviço
QUEIXA,TODOS,TEMPO DE ESPERA,2.0,Demora de mais
,NÃO SE APLICA,,3.0,Não tivemos atendimento com os profissionais citados acima.
,NÃO SE APLICA,,2.0,Não tive esse atendimento
,NÃO SE APLICA,,3.0,Não fiz uso.
,NÃO SE APLICA,,3.0,Não tive contato
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não teve nenhum atendimento desses profissionais ##1f446-1f3fd##
,NÃO SE APLICA,,3.0,"Não recebi visita de nenhum, só se apresentou o nutricionista."
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,"Não tive contato com com nenhum dos mesmo , ou se tive, não se identificou."
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,não teve nenhum destes aí
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Muita demora pra liberar os procedimentos
,NÃO SE APLICA,,2.0,Não tive esse   atendimento
,NÃO SE APLICA,,3.0,Não necessitei de atendimento dessa equipe por isso coloquei médio pois não teria o que avaliar sobre
,NÃO SE APLICA,,1.0,Esses profissionais não fizeram parte do meu procedimento cirúrgico ou no pós
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,"Infelizmente não tive apoio de nenhuma dessas especialidade ,eu gostaria de ter tido um apoio especial de um deles..."
,NÃO SE APLICA,,,
QUEIXA,TODOS,FALTA DE INFORMAÇÃO,3.0,"Referente a cirurgia, eles não  relatavam se já tinha começado, terminado, confusão  de informações"
,NÃO SE APLICA,,1.0,Que vcs ficam ligando pra mim e eu não sou o Julio
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não tive atendimento desses profissionais
QUEIXA,FONOAUDIOLOGO,QUALIDADE,,"A recepção em baixo até foi boa, na sala da cirurgia foi nota 10 também, a fono a máquina de exames estava quebrada a bebê não teve atendimento para os devidos exames. "
,NÃO SE APLICA,,3.0,"Não tive esse atendimento com esses profissionais, eu não lembro"
QUEIXA,TODOS,TEMPO DE ESPERA,1.0,Demora
,NÃO SE APLICA,,3.0,Não foram falar comigo Quando eu realizei a cirurgia
,NÃO SE APLICA,,2.0,Não tive este atendimento
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum citado acima
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não tive essa assistência.
,NÃO SE APLICA,,1.0,Não tive atendimento destes profissionais.
,NÃO SE APLICA,,,
QUEIXA,TODOS,QUALIDADE,4.0,Assistência deixou a desejar.
,NÃO SE APLICA,,1.0,Não fiquei interna recebi alta no mesmo dia então não tive acesso
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive esse tipo de atendimento
,NÃO SE APLICA,,2.0,Não houve nenhuma visita dessa equipe durante o período que estivemos ai
,NÃO SE APLICA,,3.0,Não fomos atendidos por esses profissionais
,NÃO SE APLICA,,3.0,Não tive esse atendimento
,NÃO SE APLICA,,5.0,
,NÃO SE APLICA,,2.0,Não recebi nenhum desses profissionais
,NÃO SE APLICA,,1.0,"Não tive assistência, me deixaram lá e sem assistência, não tive avaliação de nenhum fisioterapeuta"
,NÃO SE APLICA,,1.0,Pois não tive atendimento destes profissionais
QUEIXA,TODOS,QUALIDADE,1.0,Vocês mataram meu filho sem assistência alguma
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não passei com ninguém desse tipo
,NÃO SE APLICA,,1.0,Para vc ter uma ideia nenhum desses foram falar comigo
,NÃO SE APLICA,,5.0,Eu não tive o momento da internação
,NÃO SE APLICA,,3.0,"Não usei esses atendimentos, então prefiro ficar no meio termo"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tive nenhum atendimento dessas especialidades no momento da internação.
,NÃO SE APLICA,,3.0,Respondi porque tinha que colocar uma avaliação. Pois não fui atendido por esses profissionais.
,NÃO SE APLICA,,3.0,Não passei com nenhum deles
,NÃO SE APLICA,,3.0,Não me recordo desses profissionais  apenas fonoaudiologo do bebe
,NÃO SE APLICA,,3.0,Não tive acesso
,NÃO SE APLICA,,1.0,Não recebi visita da equipe
,NÃO SE APLICA,,3.0,nao lembro do atendimento deles
QUEIXA,TODOS,CAPACIDADE TECNICA,3.0,Atendimento muito despreparado..
,NÃO SE APLICA,,3.0,Não tive atendimento nessas áreas
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não recebi atendimento de nenhuma das opções acima ##1f9d0##
QUEIXA,TODOS,QUALIDADE,3.0,Mal atendimento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tivemos atendimento.
,NÃO SE APLICA,,2.0,Não usei nenhum desses serviços.
,NÃO SE APLICA,,1.0,"Não tem atendimento com fisioterapia, nem assistente social veio falar comigo. "
,NÃO SE APLICA,,1.0,Não usei estes serviços
,NÃO SE APLICA,,1.0,NAO TIVEMOS NENHUMA VISITA DESSAS
,NÃO SE APLICA,,3.0,Não fui atendido por nem um delas ainda.
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Nao tive atendimento com essa especialidade
,NÃO SE APLICA,,2.0,Não tive nenhum atendimento com sinalizados acima
,NÃO SE APLICA,,1.0,Não tive esse atendimento
,NÃO SE APLICA,,3.0,"Não se aplica , pois não utilizei os serviços desses profissionais ."
QUEIXA,FONOAUDIOLOGO,QUALIDADE,1.0,fonoaudióloga de Edeia e pesssima! Nao ten responsabilidade nao vi desenvolvimento nenhum do meu filho
,NÃO SE APLICA,,2.0,"Não tive nem fisioterapia 
Nem assistente social 
Nem psicólogos e nem fonoaudiólogos"
,NÃO SE APLICA,,2.0,Fiquei internada mais de 30 dias e nenhum desses profissionais foi me avaliar
,NÃO SE APLICA,,2.0,Não tive atendimento com essa equipe
,NÃO SE APLICA,,1.0,"Não passei com nenhum deles, como posso avaliar"
,NÃO SE APLICA,,3.0,Não passei com nenhuma  dessas espe ialidades portanto nao posso a avaliar
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive atendimento
,NÃO SE APLICA,,2.0,Não tive tal atendimento
ELOGIO,FONOAUDIOLOGO,QUALIDADE,3.0,"Apenas teve contato com a fonoaudiologa 
Ela atendeu bem"
,NÃO SE APLICA,,2.0,"Não tive acompanhamento com fisioterapeutas, assistente sociais cial e psicólogo e fonoaudiólogos"
,NÃO SE APLICA,,1.0,Nao tive atebdimento por nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não utilizei nenhum desses profissionais
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum desses
,NÃO SE APLICA,,3.0,"Eu fiz laqueadura, não tive acesso a esse tipo de profissional"
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum desses profissionais
,NÃO SE APLICA,,3.0,Vi quase nada
,NÃO SE APLICA,,2.0,Não tive esses atendimentos
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,A fisioterapeuta só foi uma vez até o quarto
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum deles.
,NÃO SE APLICA,,3.0,Não passei por esses profissionais
QUEIXA,FONOAUDIOLOGO,ACOLHIMENTO,3.0,Fono só apareceu 1 dia antes da alta do paciente.
,NÃO SE APLICA,,3.0,Nao conheci essa equipe
,NÃO SE APLICA,,3.0,"Não passei com nenhum desses profissionais, mas dentre as opções não tem nada relacionado a isso"
,NÃO SE APLICA,,2.0,Não teve esses atendimentos
,NÃO SE APLICA,,3.0,"Ainda não passei por eles mais espero quando marcar pro meu filho não seja complicado ! 

E possa ter agenda pq lembro me 
Que não estava tendo agenda pras esses médicos !"
QUEIXA,TODOS,ACOLHIMENTO,3.0,Pouco contato
,NÃO SE APLICA,,4.0,Não usei esses serviços nao posso avaliar
QUEIXA,TODOS,QUALIDADE,1.0,"Atendimento péssimo, equipe nada profissional e desqualificada, do técnico ao médico"
,NÃO SE APLICA,,3.0,nao tive contato com esses profissionais
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive atendimento por nenhum
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não obtive atendimento com nenhum desses profissionais
QUEIXA,TODOS,QUALIDADE,3.0,Alguns íam até onde eu estava mais não realizavam nenhuma atividade.
,NÃO SE APLICA,,1.0,Não tive contato com nenhum deles
,NÃO SE APLICA,,3.0,Não teve esse atendimento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tive nenhum apoio de nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não tive nenhum acesso a esses profissionais
,NÃO SE APLICA,,3.0,Não tenho como avaliar porque ainda não usei esse serviço
,NÃO SE APLICA,,1.0,Não tivemos esse atendimento
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,"Tempo de espera, para realização de exames."
,NÃO SE APLICA,,2.0,Não tive nenhum desses serviços ofertados.
,NÃO SE APLICA,,3.0,Não tive atendimento com esses profissionais
,NÃO SE APLICA,,1.0,Eu não tive esse tipo de acompanhamento
QUEIXA,PSICOLOGA,NÃO COMPARECEU ,3.0,Não psicólogo pra atender
,NÃO SE APLICA,,2.0,Não tive atendimento com esses profissionais
,NÃO SE APLICA,,2.0,Não tivemos estes atendimentos
,NÃO SE APLICA,,1.0,Não passei por esse atendimento
,NÃO SE APLICA,,2.0,"Seria de extrema importância reforçar os acompanhamentos de psicólogos e fonoaudiólogos nos leitos após a chegada do recém nascido, principalmente quando o teste da linguinha é duvidoso. 

Não tive visita de assistente social e nem psicólogo após a cirurgia"
,NÃO SE APLICA,,1.0,Não tive contato com esses profissionais
,NÃO SE APLICA,,1.0,Não tem fisioterapeuta para mim
,NÃO SE APLICA,,2.0,"Não tive esse atendimento, saí no mesmo dia da cirurgia, não tive apoio do funcionários só da minha companhia que estava comigo!"
QUEIXA,TODOS,QUALIDADE,2.0,O profissional não comparecia para fazer o atendimento.
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,Fisioterapeutas repetitivos
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,Muitos clientes para um só fisioterapeuta
,NÃO SE APLICA,,2.0,"Não tive atendimento desses profissionais, não posso avaliá-los de forma mais profunda pois não pude conhecer e nem ter contato com nenhum deles"
,NÃO SE APLICA,,1.0,"Não houve atendimento de psicólogos, fisioterapeutas na internação, principalmente por se tratar de uma paciente que possui transtorno mental e ficou com uma sequela na fala."
,NÃO SE APLICA,,3.0,"Dei um 3 pois não tive contato com os profissionais citados, então não tenho como avaliar, fisioterapia, assistência social, psicologia e fonológica"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"As fisioterapias é bem básica mesmo, exercício básico que é feito em casa, psicológico e fonoaudióloga nem vi"
,NÃO SE APLICA,,3.0,Não me lembro de ter sido abordada p algum profissional dessas áreas.
QUEIXA,TODOS,QUALIDADE,3.0,Agenda muito lotadas
QUEIXA,ASSISTENTE SOCIAL,ACOLHIMENTO,3.0,"Não tem apoio de psicólogos, assistente social não vai aos quartos conversar com os pacientes"
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,Não gostei da forma que a fonoaudióloga conduziu a consulta
,NÃO SE APLICA,,2.0,Nao teve cirurgia
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive contato com essa equipe
,NÃO SE APLICA,,2.0,Não tive atendimento de nenhum desses profissionais
,NÃO SE APLICA,,2.0,"não recebeu visita de nenhum fisioterapeuta, tão pouco psicólogo nem fonoaudiólogo."
,NÃO SE APLICA,,1.0,Não se aplica! Não necessitei de nenhuma equipe dessa e nem tive contatu
,NÃO SE APLICA,,1.0,Não tive este atendimento
QUEIXA,ASSISTENTE SOCIAL,,,
,NÃO SE APLICA,,1.0,Não tive atendimento com nenhum desses profissionais citados
,NÃO SE APLICA,,3.0,Não tenho interesse
