elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,ADMINISTRATIVO,QUALIDADE,"5. pos cirurgia tive que ficar fazendo curativo no hospital, devido a reagindo meu corpo na cicatrizacao tive inflamacao grave da cirurgia com essa situacao diariamente seguia para o hospital nilton lins, aonde so havia uma tecnica para atendimento da trica dos curativos. entre urgencau e emergencia o tempo de demora para ser atendido era de no minimo 2h! cheguei a passar 4h na fila esperando pra lavar o ferimento e trocar o curativo! isso durante um mes! imagina o estresse causado em uma pessoas pos operatorio lutando pra fuca bem com esse tempo de demora e espera absurda!"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,insatisfacao e que vcs marcam varias cirurgias e nao tem sala de cirurgia disponivel com isso somos obrigados espera por horas vaga uma sala para ser feito o procedimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,liberaram ele sem dar uma acistencia
QUEIXA,ADMINISTRATIVO,QUALIDADE,nao foi 100 satisfatorio pelo fato do barulho no momento que estamos no quarto
QUEIXA,ADMINISTRATIVO,QUALIDADE,"insatisfeito com tudo, do inicio ao fim, ao comecar que minha cirurgia estava marcada para as 07h e foi realizada depois das 16h, fiquei mais de 24h em jejum, passei muito mau, vomitei muito e ninguem me ajudou, so dizia que era normal, so me ajudaram depois que comecei a vomitar muito. tenho 4 cirurgias, nenh uma feita na notredame, e em nenhuma o atendimento foi assim. fiz 4 operacoes em hospitais de todos os niveis, de sus a samaritano, e sem duvida nenhuma, este foi o pior lugar e a pior experiencia que tive na vida."
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"estava com o tornozelo fraturado, sem muletas e sozinha no momento da chegada. a entrada e descendo uma rampa e nenhum funcionario presta qualquer ajuda."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"recepcionista muito seca, percebi uma certa antipatia por quem estava ali aguardando."
QUEIXA,ADMINISTRATIVO,QUALIDADE,nao recebi ate hoje o laudo da biopsia da vesicula. meu medico ja pediu e eu nao sei mais quem recorrer pra issi
QUEIXA,ADMINISTRATIVO,QUALIDADE,"minha chegada prevista era para as 14 00, recebi um aligacao pedindo para chegar as 13 00. cheguei um pouco antes das 13 00, fui atendida pela recepcionista um pouco depois das 13 00. ok, dentro do esperado. porem fiquei esperando na recepcao ate quase 15 00, com meu procedimento agendado para as 16 00. e isso depois do meu marido, que me acompanhava realizar algumas informacoes e reclamacoes. ele solicitou falar com a pessoa responsavel, que nos atendeu com justificativas infundadas. depois disso, fui levada a enfermaria e me apresentaram uma maca com defeito e que iriam solicitar o conserto naquele momento. anda bem que esse nao foi o primeiro atendimento que recebi do hospital notrecare rio, ja tive dois atendimentos no hospital para procedimento cirurgico e fui muito bem atendida. infelizmente, dessa vez, nao foi assim."
QUEIXA,ADMINISTRATIVO,QUALIDADE,muito tempo em jejum e sem previsao de cirurgia
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"ola, bom dia! o procedimento foi realizado com sucesso, mas preciso relatar o pos cirurgico. a cirurgia do paciente foi finalizada por volta de 09 00 hs. apos isso, ele ficou na sala de observacao aguardando um leito para a enfermaria. sua esposa minha mae , uma idosa assim como o paciente, ficaram ate as 17 00 hs, ou seja, 08 hs corridas aguardando uma vaga na enfermaria. eu sou enteada do paciente e precisei sair do meu trabalho para ir ate o hospital antonio prudente local onde foi realizado o procedimento , para conseguir que o mesmo fosse para a enfermaria. ao chegar no local estava falando com o supervisor do plantao, no momento em que o mesmo foi transferido. o hapvida sabe a quantidade de pacientes que tem internado no hospital, assim como a quantidade que ira realizar os procedimentos cirurgicos, entao ao meu ver, a questao de nao ter vagas disponiveis na enfermaria e totalmente de desorganizacao . nao ingressei uma nip na ans, porque vou aguardar ele necessitar de um proximo atendimento e ser recepcionado da mesma forma. como foi noticiado na midia, o hospital antonio prudente foi notificado recentemente pelo decon, mais precisamente no dia 06 09 2025, por conta de diversas irregularidades no atendimento aos pacientes, sejam de urgencia ou emergencia. eu mesmo tenho uma acao judicial contra o hapvida, por conta de recusa no meu atendimento e acionar mais uma vez o judiciario, neste caso para o meu padrasto, nao sera um problema. quero deixar registrada minha total insatisfacao com o servico prestado e reitero mais uma vez, que se acontecer esse descaso no atendimento com ele, seja para marcacao de consultas, realizacao de exames, ou quaisquer outros servicos que ele precise junto ao plano, irei acionar a ans e irei ingressar uma acao judicial. voce pode acompanhar que diversas vezes necessitei entrar em contato com a ouvidoria para agendar exames e consultas, pois o mesmo e um paciente oncologico em tratamento. peco por gentileza que se necessario entrar em contato, que seja atraves do no 85 99621 1012 danniely agradeco pela atencao!"
QUEIXA,ADMINISTRATIVO,QUALIDADE,atendimento horrivel
QUEIXA,PORTEIRO,ACOLHIMENTO,eu entrei e nao teve nenhum porteiro no local e foi o faxineiro que mim informou onde eu ia deixar minha guia
QUEIXA,ADMINISTRATIVO,QUALIDADE,o atendimento da recepcao do posto de enfermagem
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,muito atraso para o internamento. sendo que a crianca estava de jejum
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,passei quase 2h00 para ser atendida na recepcao
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,ultrapassou o periodo de tempo pedido pra a minha chegada ate a acolhida
QUEIXA,ADMINISTRATIVO,QUALIDADE,mal atendimento demora para internacao nao tem acomodacao para acompanhante nao tinha remedio nem aferidor de pressao na ifermaria do hospital
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,pediram para chegar 1 hora antes e fiquei esperando quase 3 horas para ir para o quarto
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,funcionarios mal humorada
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"muita demora no atendimento, profissional despreparados"
ELOGIO,ADMINISTRATIVO,QUALIDADE,"tudo muito rapido, bem explicado, pessoal organizado desde o porteiro a recepcionista, o hospital em geral esta de parabens"
QUEIXA,ADMINISTRATIVO,QUALIDADE,negligencia quando cheguei no dia no outro ja queriam me mandar para casa com pressao alta tibia quebrada
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,de nao ter o colaborador nos orienta
QUEIXA,TOTEM,FALHA NO APARELHO,totem indisponivel dificuldade da recepcionista em registrar a internacao por conta do equipamento. demora em todo o processo.
ELOGIO,ADMINISTRATIVO,QUALIDADE,muito bem atendido.
QUEIXA,ADMINISTRATIVO,QUALIDADE,ficamos horas esperando e ai chegar horario da cirurgia nos informaram que nao era naquela data. por um erro da agenda deles nos fizeram esperar igual idiota e nos mandaram embora por um erro deles.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora
QUEIXA,ADMINISTRATIVO,QUALIDADE,"nao permitiram a entrada da dola, nao tem uma parte para os visitantes ficarem enquanto acontece a cirurgia, nao tem estrutura de maternidade, passou horas esperando a cirurgia acontecer e nao tinhamos informacoes sobre ela"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"durante a minha gestacao tive muita dificuldade para agendar minhas consultas de pre natal. no dia 02 de julho, estive no hospital brasiliense para realizar minha consulta com o anestesista, pois minha cesariana estava agendada para o dia 22 07. aproveitei que estava no hospital e passei pela obstetra da emergencia para verificar se estava tudo bem com minha bebe, ja que nao consegui agendamento no ambulatorio. pedi para a medica plantonista solicitar uma ecografia e, ao realizar o exame, foi constatado que minha bebe apresentava restricao de crescimento uterino ? algo que nao foi acompanhado ou identificado pelas obstetras responsaveis pelo meu pre natal. em nenhum momento me foram passados suplementos para auxiliar no crescimento do bebe, nao houve solicitacao de exames mais detalhados para acompanhamento proximo, nem qualquer alerta sobre essa possibilidade. inclusive, nas duas ultimas ecografias que realizei, uma delas ja indicava baixo peso, mas tanto a dra. thea quanto a dra. cintia afirmaram que o peso estava dentro da normalidade. no dia 02 07, acabei precisando passar por uma cesariana de emergencia, pois a minha gestacao era de risco ? algo que eu nao sabia ate entao. agora que ja estamos em casa, apesar de todas as dificuldades, deixo registrado que procurarei um advogado, pois pretendo entrar com uma acao contra o hapvida. voces nao possuem a menor estrutura para cuidar de gestantes, e a negligencia no meu caso colocou em risco a minha vida e a da minha filha. solicito o meu prontuario e a impressao dos exames realizados de pre natal"
QUEIXA,ADMINISTRATIVO,QUALIDADE,mal sabia quem me atenderia.e muitas demoras!!
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,so tenho a reclamar da recepcao porque minha cesarea estava agendada para 7 00 da manha e as recepcionistas ficaram me enrolando e fui ter meu filho 23 00 da noite
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,cheguei as 06 30h e somente abri a filha as 08 00h e iniciou a internacao as 10 40
ELOGIO,ADMINISTRATIVO,QUALIDADE,fui muito bem atendida
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora
QUEIXA,RECEPÇAO,QUALIDADE,"recepcionistas sempre com ma vontade de atendimento, tive que me dirigir ao hospital um dia antes para ter informacoes da cirurgia pois nao entraram em contato"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"funcionarios de cara feio , uma vez 3 no hospital santana em mogi das cruzes , falando sobre cha revelacao, fui fazer uma pergunta e fui muito mal atendida. so tem nas clinicas conveniadas , e sao extremamente lotadas."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,espera muito
ELOGIO,ADMINISTRATIVO,QUALIDADE,nos momentos que ma precisei para meu esposo gomos muito bem atendidos exclusive nas hospitaluzacoes
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,preciso falar com alguem do hospital e nao consigo
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"a demora no acolhimento, me pediram para estar muito antes no hospital e so foram me levar para o quarto 3 horas depois."
QUEIXA,ADMINISTRATIVO,QUALIDADE,horario incerto
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,ele precisa fazer outra cirurgia com urgencia e ate agora estou esperando a autorizacao a cirurgia dele infequicao
QUEIXA,ADMINISTRATIVO,QUALIDADE,"boa noite,no dia nao informaram que eu so poderia subir pro quarto a partir das 00 00"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"estava operada com um dia de cesariana, tive inicio de trombose e tiver que ir a maternidade toda injecao por 10 dias, muitas pessoas pra atendimento,ficava com dor e esperando me atenderam ate que minha cirurgia inflamou ,pois deveria estar de repouso."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"nao existe toten na internacao, deixamos nossos documentos com as atendentes e aguardamos. minha internacao estava agendada para as 11 00 cheguei as 10 30 e entrei direto para o pre operatorio depois das 14 30. levando em consideracao meu jejum desde as 18 horas do dia anterior, nada como um belo atraso para nos deixar melhores do que estavamos . a recepcionista foi muito atenciosa e me explicou que a demora chamar era porque tinha que esperar as cirurgias acontecerem para que pudessemos adentrar ao hospital. o maqueiro foi muito prestavivo, me deixou muito tranquila, explicando detalhadamente os procedimentos. foi um excelente profissional."
QUEIXA,MAQUEIRO,QUALIDADE,"sem falar no maqueiro oque ele fez comigo nao se faz nem com um defunto, ele pego as minhas pernas e jogou na cama na hora de me transferir da maca pra cama depois da cirurgia isso no quarto foi ai que comecou a dor absurda que senti, tanto que nao fui pra casa no mesmo dia fui ai que demorou a medicacao pro mais de uma hora."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"recepcionista, foi mal educada, nao deu todas as explicacoes necessarias"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,a demora pra ser atendida
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,a demora no atendimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,"minha mae passou mal, eu mesmo a coloquei na cadeira de rodas e tive que levar ela dopada ate o carro"
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"a demora para chegarem para fazer a transporte dos pacientes, tive alta e demorei quase 40 min porque nao tinha maqueiro disponivel"
QUEIXA,ADMINISTRATIVO,QUALIDADE,muita desorganizacao parte do atendimento pra voltar para retorno mudanca de medicos
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,o marido da paciente relata que a cirurgia estava marcada para as 23h e so foi realizado as 15h do outro dia.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,cheguei por volta das 6 e meia so vim ser chamada pra coloca pulseira 10 e meia....e por conta dessa falta de ordem vim realizar minha cirurgia era 17 e meia da tarde
QUEIXA,RECEPÇAO,QUALIDADE,"cheguei e fui direto na recepcionista, pois estava com um encaminhamento de internamento urgente feito pelo meu obstreta. pois tinha tido uma consulta no mesmo dia 04.07.2025 na hapclinica piedade pois a gestacao era de alto risco. minha pressao estava 16x10 a recepcionista por sua vez disse que eu teria que esperar ser chamada passei mais de 1h00 aguardando visto que cheguei no vasco as 11h30. quando foi 12h30 meu marido foi perguntar por que nao tinham me chamado ainda visto que outras pessoas chegaram antes de mim e ja tinha sido atendida. disseram que eu fui chamada, visto que meu marido, minha mae e minha tia estavam comigo la no hospital e nao viram como eu claro. o descaso foi tamanha que me chamaram logo apos como retorno. eu isso foi feio por parte deles querendo resolver uma situacao que eles mesmo erram. por isso me indignacao com a recepcao. falta de preparo para uma situacao de alto risco."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,no dia da internacao demorou bastante e minha gravidez era de risco trobofilia mas gracas a deus ocorreu tudo bem.
QUEIXA,ADMINISTRATIVO,QUALIDADE,"ha ficar esperando durante 4 horas, em uma sala apertada com mais 8 pessoas, em cadeira sem conforto algum, depois, assim que foi feito a cirurgia ainda anestesiado. ja pegar alta pra ir embora."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"nao tive assistencia adequada durante meu parto, quase tive minha bebe na sala de observacao, nao fui levada a sala de parto humanizado e inclusive estou indo atras dos meus direitos, pois nao aguento nem falar do parto da minha bebe que eu choro, de tao traumatico."
QUEIXA,ADMINISTRATIVO,QUALIDADE,desorganizacao com horarios
QUEIXA,ADMINISTRATIVO,QUALIDADE,"1 desorganizacao para descer para a enfermaria , meu filho nasceu as 12 08 fui para a enfermaria as 20 40 da noite , meu filho deu hipoglicemia durante esse tempo profissionais pessimos , so deu pra saber que estava com hipoglicemia porque eu pedi que desse leite pra ele pois o meu nao tinha descido , assim uma burocracia enorme pra liberar 30 ml de leite cheguei na enfermaria demorou horrores para liberara alimentacao pra mim , sem conta que a cada meia hora vem pega biometria falta de respeito com quem esta recem parida , ate pra pega lixo tinha que ter biometria agora eu te pergunto como o bebe e mae descansa ??? um absurdo"
QUEIXA,ADMINISTRATIVO,QUALIDADE,voces mataram meu filho sem assistencia alguma
QUEIXA,ADMINISTRATIVO,QUALIDADE,simplesmente minha angioplastia cerebral estava marcada para coronaria. isso e um absurdo um erro gravisssimo
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"nao fui atendido no horario que me pediram para chegar, demorou muito atendimento"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"a cirurgia foi otima, porem nao foi realizado a biopsia, por que meu convenio foi cancelado por conta que sai da empresa, mais no dia da. cirurgia estava ativo, agora tenho que retirar a amostra para fazer em outro lugar."
QUEIXA,RECEPÇAO,ACOLHIMENTO,a enfermeira recepcionista fez comentarios desnecessario
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,as vezes muito mal vontade atender ou ate adquirir uma informacao
QUEIXA,ADMINISTRATIVO,QUALIDADE,"quando cheguei, a recepcao estava lotada, sem lugar para sentar tinham pacientes que chegaram as 5 h da manha para internar, que ainda nao tinha sido atendidas, as 10hr. inclusive comecaram a ir embora, muito insatisfeitas com o atendimento. minha internacao era as 10hr, mas tambem atrasou. e informaram que possivelmente eu ia entrar direto para cirurgia porque nao tinha quartos disponiveis. eles estavam tentando dar alta para as pacientes do dia anterior. no momento do primeiro atendimento, assinei varios documentos, incluindo aqueles que informavam a minha opcao em nao receber transfusao de sangue, e isso nao foi respeitado na sala de cirurgia, pela equipe medica. foi um transtorno. mas como acabei passando por um grande trauma por causa de tudo que aconteceu naquele dia, precisei passar no psiquiatra para me medicar e me afastar do trabalho. e agora que o medico encaminhou para fazer sessoes de terapia para me ajudar a lidar com isso, o plano nao consegue fornecer nenhum profissional para isso. ja liguei na central, me indicaram mais de 5 clinicas, e nenhum deles atende a hap vida. ou seja, estou ate agora tentando me recuperar de tudo que aconteceu e o plano ainda dificulta meu acesso a um cuidado tao basico. que eu ainda pago por isso."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"pra mim fica um pouco longe,mais to satisfeito fui bem tratada la"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"durante a chegada e o parto nao tenho o que reclamar mas pos parto muita desorganizacao nao davam remedios na hora correta, eu assinava a biometria mas nao recebia o atendimento e ficava constando que recebi"
QUEIXA,TOTEM,FALHA NO APARELHO,"totem nao estava funcionando, estava com contracoes a cada 1 minuto e o atendente demorando para fazer minha pulseira para ir para o atendimento"
QUEIXA,ADMINISTRATIVO,QUALIDADE,nao e insatisfacao mas pode melhoras a sala de espera o acolhimento com nossos acompanhantes
QUEIXA,ADMINISTRATIVO,QUALIDADE,na preparacao para a operacao reclamei que me colocaram ao lado de uma paciente que estava tendo uma crise de tosse constante e pedi para mudar minha maca de lugar ja que havia varias vagas e nem a cortina de divisao tinha sido colocada. depois de muita insistencia fecharam a cortina. isso so mostra o motivo de tantos profissionais da saude e pacientes faleceram no periodo da covid 19. lamentavel
ELOGIO,ADMINISTRATIVO,QUALIDADE,"bom dia descupe errei era para colocar o 4 estou muito satisfeita , me trataram muito bem fui bem atendida ..."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"insatisfeito pelo tempo de espera antes da cirurgia, marcado para as 09 00 horas e so efetuado depois do meio dia."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"demora na liberacao de leito , fiquei mais de 14 horas em jejum"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"a paciente relata que teve problemas no momento da internacao pois nao constava seu nome no banco de dados do agendamento e queriam lhe colocar como emergencia, mas assistente social e as recepcionistas lhe ajudaram e deu tudo certo."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demorou muito a chamar ele pra subir
QUEIXA,ADMINISTRATIVO,QUALIDADE,"agendaram a cirurgia da minha filha sem ter vaga no hospital, apos a cirurgia imediata queria que eu ficasse na urgencia para liberar o leito da urpa"
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"ao chegar sequer fomos acolhidos eu e minha acompanhante em uma enfermaria para os preparativos da cirurgia. a atendente foi atenciosa. porem, fiquei no centro cirurgico."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora no internamento
ELOGIO,ADMINISTRATIVO,QUALIDADE,"muito bem acolhida, atendimento eficiente"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"muita demora para ser internada, cheguei as 6 00 e so me internaram as 8 00"
QUEIXA,ADMINISTRATIVO,QUALIDADE,cheguei as 06 00 da manha e somente as 08 00 da manha que liberou para subir e minha acompanhante nao deixaram subir comigo ela so subiu a hora que eu a paciente saiu do centro cirurgico ela subiu ja foi as 14 30 da tarde com minha mala la em baixo na recepcao achei muito desumano isso
QUEIXA,ADMINISTRATIVO,QUALIDADE,"demora muito, e as vezes nao tem sistema"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"muito tempo de espera, sem nenhum conforto para ficar antes de ser colocada para o ambiente pre cirurgico, nao houve tambem nenhuma informacao sobre o tempo de espera que foi muito alto"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora no atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,as recepcionista ficaram um tempo conversando e tive que ir perguntar pra me direcionar
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"o hospital pede pra vc chegar as 7 00 porem a internacao so foi feita as 12 00 ,portanto eu tinha que estar de jejum de 8 horas ,o horario previsto pra cirurgia era as 13 00 porem foi feita as 18 00 me deixando 18 horas de jejum fora o atendimento pessimo na recepcao me causando uma crise de ansiedade ao ponto de quase eu nem conseguir fazer a cirurgia pelo nervosismo causado. nota zero para o atendimento de chegada no hospital se pudesse dar menos de zero eu daria"
QUEIXA,TOTEM,ACOLHIMENTO,"nao teve apoio no totem, nao vi porteiro, recepcionista atendeu normalmente, maqueiro tambem nada de mais"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"muita gente, confundiram horario"
ELOGIO,ADMINISTRATIVO,QUALIDADE,humor da recepcionista... as enfermeiras foram legais
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora atendimento
QUEIXA,TOTEM,FALHA NO APARELHO,falha no totem
QUEIXA,ADMINISTRATIVO,QUALIDADE,"demora no atendimento, a recepcao esqueceu de pegar minha ficha, cirurgia estava marcada para as 9 00 cheguei as 07 00 mas so fui ser operado as 13 00"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"estava agendado para um horario especifico, eu cheguei no horario e mesmo assim fiquei plantado la por mais de 1 hora aguardando"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"eu moro em acu rgn. o meu convenio nao e inpresarial. entao aqui em assu nao tem nada pra mim atender nem fazer os exames. que o medico passa para mim tenho que ir para ipanguacu ou mossoro gasto muito com ombustivel.e outra coisa e se faco. nao tem como fazer exame s na minha cidade assu, e tenho que me deslocar sempre para mossoro e tive problemas em fazer uma ressonancia de prostata porem a wilson rosado nao fez devido incompatibilidade dos nomes dos exames."
QUEIXA,ADMINISTRATIVO,QUALIDADE,o hapvida estar deixando a desejar com relacao a medicos estar crescendo porem nao estar suportando o tanto de gente medicos que atendem nas pressas e isso nao pode acontecer ! e melhor contratar mais medicos e atender bem os pacientes do que os medicos ficaram agoniados em atender rapido os pacientes isso nao existe
QUEIXA,ADMINISTRATIVO,QUALIDADE,abertura de atendimento. tive problemas de jogar de um lado pra outro
QUEIXA,RECEPÇAO,ACOLHIMENTO,quando chega na emergencia nao tem ninguem no balcao e as recepcionistas colocam muita dificuldade pra atender manda a pessoa ir pra maquina sendo que elas nao estao fazendo nada
QUEIXA,ADMINISTRATIVO,QUALIDADE,sem suporte da equipe.
QUEIXA,ADMINISTRATIVO,QUALIDADE,"atendimento pessimo, equipe nada profissional e desqualificada, do tecnico ao medico"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"nao fui bem atendida, o leito q estava reservado para mim ja tinha paciente no lugar."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,a demora para ser atendido
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"devido a espera,fiquei aguardando 3 dias para ser internada por n ter leite e darem prioridade a pessoas idosas. a demanda aqui em recife. e absurda."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,tempo de espera. para atendimento das recepcionista. nao tem ninguem para ajudar para usar o totem.
QUEIXA,RECEPÇAO,ACOLHIMENTO,as recepcionista nao olham para gente e apenas solicitaram que fosse retirada a pulseira no totem. nada mais!
QUEIXA,ADMINISTRATIVO,QUALIDADE,com a equipe medica nao tenho a falar! mas sim do hospital que nao deu assistencia correta
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demorou muito na recepcao aguardando vaga pra subir pro quarto .
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"a paciente relata que no dia da sua internacao nao havia quase ninguem trabalhando, nao havia maqueiro e ninguem para ajudar com a cadeira de rodas"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,marca com gente 5 horas da amanha pra ser atendida 7 horas da amanha
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora pra chamar
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"momento em que cheguei no hospital, pra internar, no periodo da manha, fui muito mal recepcionada, atendida, todos com cara de bravos, e fazendo pouco caso"
QUEIXA,ADMINISTRATIVO,QUALIDADE,primeiro que eu nao fui avisada o horario que eu deveria estar no hospital tive que ligar no convenio pra obter as informacoes
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"nao tinha leito para mim, e nem para outros tres pacientes. ficamos em um canto juntamente com nossos acompanhantes."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,a demora
QUEIXA,ADMINISTRATIVO,QUALIDADE,nao tinha luis toda hora a a energia caindo poque esta em nanutencao a te a as 7 00 da manha
QUEIXA,ADMINISTRATIVO,QUALIDADE,vou fazer a 3 vez pq continuo com msm problema
QUEIXA,TOTEM,FALHA NO APARELHO,"porteiro nao sabia informar, totem nao funciona"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"nos internamos para um inducao, mas o ficamos bastante tempo na fila de espera. entramos 18h do dia 25 e so fomos para o leito na emergencia por volta das 21h e o processo de inducao so comecou as 7h do dia 26"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora no atendimento
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora
QUEIXA,RECEPÇAO,ACOLHIMENTO,"atendentes super ignorante ate para tomar remedio eu tinha q ir ate elas e ainda faziam hora , no ultimo dia q apareceu um anjo de auxiliar q me atendeu super bem"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"no momento que eu cheguei na maternidade eugenia pinheiro, uma das recepcionistas foi muito grosseira sem falar que quando eu ia fazer alguma pergunta ela fazia de conta que nao escutava"
QUEIXA,ADMINISTRATIVO,QUALIDADE,24 horas pra fazer uma cirurgia
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"o horario estava para as 4 da tarde , pediram q eu chegasse 2 horas de antecedencia e assim eu fiz, so fui pra sala a noite a demora foi grande a espera de entra na sala fiquei esperando horas no sofa do corredor"
QUEIXA,MAQUEIRO,QUALIDADE,os maqueiros nao ajudaram muito
QUEIXA,ADMINISTRATIVO,QUALIDADE,"ninguem ajuda no totem, porteiro nao vi nenhum porteiro la porteiro tava sentado atras do balcao da recepcao e nao na porta do hospital e os maqueiros demoram mais de 1h pra chegar depois de solicitado, acredito que pela demanda ser grande"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"sem maqueiro disponivel, sem cadeira de rodas disponivel. recepcionistas sem empatia. recepcao lotada e com filas"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"demorando muito, nao havia o recepcionista, no setor, o aguardo foi de 40 min ou ."
QUEIXA,ADMINISTRATIVO,QUALIDADE,pessoas q nao esclareca as nossas duvidas
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,a demora no atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"a demora no atendimento da recepcao para resolver a internacao, demorou mais de 3 horas."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"o hospital nao disponibiliza atendimento de assistente social, nutricionista e psicologo nos finais de semana. a administracao da medicacao nao foi realizada em conformidade com a orientacao medica previamente estabelecida. no dia da alta hospitalar, a medica responsavel, dra. ellen, redigiu um relatorio que nao correspondia a veracidade dos fatos. somente apos a intervencao de outro profissional, a alta foi emitida em novos termos, os quais foram assinados pela referida medica. ressalto que possuo ambas as versoes como prova documental. e importante destacar que apenas apos uma crise de panico, em que perdi a consciencia, fui transferida para um quarto com janela. a enfermaria, por sua vez, nao dispoe de iluminacao natural adequada e apresenta cortinas divisorias que se sobrepoem, comprometendo a privacidade dos pacientes. alem disso, o espaco disponivel nao garante condicoes minimas de circulacao ate o banheiro."
QUEIXA,ADMINISTRATIVO,ESTACIONAMENTO ,nao tem lugar para pacientes estacionar
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"minha tia, que estava com cancer, demorou pra conseguir um quarto, mesmo que temporario"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"demorei muito para ser atendida , fiquei muito tempo na sala de espera para cirurgia"
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,precisei insistir pra que fossem ate mim fazer a minha internacao
